Area,crime_2011,crime_2021
E01000837,0.031683168,0.034615385
E01000838,0.037826685,0.041222459
E01000839,0.018096515,0.02724595
E01000840,0.035552683,0.032064128
E01000841,0.044871795,0.023934618
E01000842,0.058905059,0.051490515
E01000843,0.068656716,0.065180103
E01000844,0.046249295,0.065748278
E01000845,0.107997266,0.113577023
E01000846,0.063333333,0.059539919
E01000847,0.057635175,0.073216521
E01000848,0.049905243,0.073154801
E01000849,0.056086679,0.074626866
E01000850,0.52851264,0.494684621
E01000851,0.20460251,0.236413043
E01000852,0.085342529,0.079747003
E01000853,0.197174447,0.176923077
E01000854,0.085342529,0.079747003
E01000855,0.685795455,0.572720422
E01000856,0.287014563,0.199365079
E01000857,0.047520661,0.076149425
E01000858,0.563607085,0.144076305
E01000859,0.101769912,0.121130552
E01000860,0.05210728,0.078691424
E01000861,0.268864933,0.208695652
E01000862,0.21922626,0.155373832
E01000863,1.567768038,0.837728195
E01000864,0.085342529,0.079747003
E01000865,0.085342529,0.079747003
E01000866,0.108214461,0.072127769
E01000867,0.086121437,0.082392777
E01000868,0.049100968,0.057256236
E01000869,0.08329367,0.074413863
E01000870,0.094284031,0.100502513
E01000871,0.093317279,0.073377805
E01000872,0.106842105,0.112700229
E01000873,0.05775076,0.062421185
E01000874,0.031329923,0.032688459
E01000875,0.096871239,0.079821201
E01000876,0.057208238,0.068216271
E01000877,0.051330798,0.055367995
E01000878,0.071253071,0.035465116
E01000879,0.054719562,0.071540881
E01000880,0.055415617,0.04134548
E01000881,0.062913907,0.074679943
E01000882,0.051758461,0.058327477
E01000883,0.12066365,0.096668844
E01000884,0.069972826,0.040994624
E01000885,0.047972973,0.034536892
E01000886,0.076495132,0.059043348
E01000887,0.089804186,0.090649536
E01000888,0.053884712,0.053961749
E01000889,0.058188362,0.048104131
E01000890,0.066666667,0.109090909
E01000891,0.110191083,0.114343708
E01000892,0.072479564,0.071786311
E01000893,0.062060141,0.052936911
E01000894,0.111191336,0.064414768
E01000895,0.174181594,0.101029601
E01000896,0.083184789,0.058943089
E01000897,0.054054054,0.044136192
E01000898,0.18535735,0.237023139
E01000899,0.116616314,0.0846494
E01000900,0.077136515,0.093078759
E01000901,0.085279188,0.064581231
E01000902,0.067035245,0.068483578
E01000903,0.063019391,0.061797753
E01000904,0.277171334,0.13764988
E01000905,0.08370261,0.097163866
E01000906,0.090491803,0.098092643
E01000907,0.06918239,0.075120606
E01000908,0.049232737,0.055739881
E01000909,0.064918851,0.051948052
E01000910,0.074779062,0.068627451
E01000911,0.055234425,0.040383299
E01000912,0.125235997,0.11258697
E01000913,0.15339233,0.195211786
E01000914,0.833900227,0.685449358
E01000915,0.136245111,0.146390374
E01000916,0.256553263,0.191773504
E01000917,0.100320171,0.094362745
E01000918,0.790764791,0.413296399
E01000919,0.72591857,0.594242632
E01000920,0.142635659,0.128126907
E01000921,0.166496425,0.144617033
E01000922,0.188545689,0.143597719
E01000923,0.067739772,0.05862069
E01000924,0.083792049,0.052030457
E01000925,0.066110398,0.050458716
E01000926,0.067371938,0.071823204
E01000927,0.144985673,0.119704102
E01000928,0.132098027,0.146989374
E01000929,0.055755396,0.072364971
E01000930,0.25646438,0.194681861
E01000931,0.243059193,0.223249027
E01000932,0.054406964,0.058213256
E01000933,0.144477612,0.123279817
E01000934,0.065594059,0.065188172
E01000935,0.075671853,0.075316456
E01000936,0.085342529,0.079747003
E01000937,0.070767196,0.150943396
E01000938,0.202633085,0.255242227
E01000939,0.303278689,0.258644537
E01000940,0.085342529,0.079747003
E01000941,0.078797725,0.098755187
E01000942,0.201800095,0.245737212
E01000943,0.194497154,0.12971246
E01000944,0.031496063,0.08106267
E01000945,0.085342529,0.079747003
E01000946,0.160994764,0.185732648
E01000947,0.517893661,0.288647343
E01000948,0.120069606,0.112913692
E01000949,0.035495716,0.042032622
E01000950,0.085342529,0.079747003
E01000951,0.053420195,0.046692607
E01000952,0.060080878,0.067527892
E01000953,0.085342529,0.079747003
E01000954,0.066140777,0.052838673
E01000955,0.066666667,0.093657817
E01000956,0.293542074,0.22970297
E01000957,0.061778291,0.078477078
E01000958,0.120567376,0.132841328
E01000959,0.071428571,0.079625293
E01000960,0.132768362,0.120653319
E01000961,0.086956522,0.073130194
E01000962,0.039747634,0.036199095
E01000963,0.140083945,0.134063641
E01000964,0.064761905,0.04214123
E01000965,0.076822062,0.076571429
E01000966,0.053642384,0.035185185
E01000967,0.039631989,0.060150376
E01000968,0.051758461,0.072727273
E01000969,0.08086785,0.113072256
E01000970,0.048476454,0.048409405
E01000971,0.030446549,0.049467275
E01000972,0.14228657,0.133333333
E01000973,0.118177001,0.123041651
E01000974,0.09122807,0.093963908
E01000975,0.069093152,0.067183463
E01000976,0.079491256,0.109048724
E01000977,0.065068493,0.080288214
E01000978,0.048970506,0.067435159
E01000979,0.075942029,0.075231481
E01000980,0.056028369,0.05442623
E01000981,0.063713592,0.059023837
E01000982,0.048357099,0.053582179
E01000983,0.052478134,0.069856986
E01000984,0.055100927,0.055995774
E01000985,0.050379572,0.058783784
E01000986,0.076174112,0.06622148
E01000987,0.053846154,0.046792453
E01000989,0.031578947,0.030214991
E01000990,0.07267645,0.093039773
E01000991,0.040704739,0.034052213
E01000992,0.063380282,0.088779956
E01000993,0.073800738,0.060938452
E01000994,0.053716427,0.061029879
E01000995,0.099450885,0.069889342
E01000996,0.047581285,0.030418251
E01000997,0.075660243,0.050268097
E01000998,0.10940499,0.104365621
E01000999,0.044776119,0.04608632
E01001000,0.099063963,0.096678967
E01001001,0.090075063,0.098463687
E01001002,0.052709725,0.034875922
E01001003,0.065876153,0.04125
E01001004,0.050255933,0.071395881
E01001005,0.116883117,0.083576856
E01001006,0.136015326,0.124441964
E01001007,0.050377834,0.046931408
E01001008,0.090909091,0.100237248
E01001009,0.049515608,0.071924603
E01001010,0.361366623,0.155102041
E01001011,0.17259692,0.144604631
E01001012,0.106481481,0.1484375
E01001013,0.263779528,0.333180778
E01001014,0.085342529,0.079747003
E01001015,0.040277778,0.080514208
E01001016,0.048453006,0.06766055
E01001017,0.026477833,0.028846154
E01001018,0.03403982,0.034125533
E01001019,0.031125828,0.034759358
E01001020,0.05237215,0.049230769
E01001021,0.0503003,0.052941176
E01001022,0.028413028,0.036048064
E01001023,0.12851711,0.077862595
E01001024,0.031490553,0.040540541
E01001025,0.026194145,0.020363636
E01001026,0.022504328,0.030867483
E01001027,0.041587902,0.022688209
E01001028,0.02955665,0.040840841
E01001029,0.063602015,0.057603687
E01001030,0.032508834,0.032324622
E01001031,0.028649386,0.025067751
E01001032,0.032258065,0.043814433
E01001033,0.086580087,0.090412621
E01001034,0.060288336,0.053515868
E01001035,0.047752809,0.053734551
E01001036,0.092459016,0.049031477
E01001037,0.167852063,0.097833224
E01001038,0.066593286,0.056931998
E01001039,0.032586558,0.03170577
E01001040,0.076610563,0.06744868
E01001041,0.093423479,0.085746735
E01001042,0.272727273,0.191115224
E01001043,0.085342529,0.079747003
E01001044,0.039521581,0.042069632
E01001045,0.085342529,0.079747003
E01001046,0.028927964,0.031282586
E01001047,0.088270142,0.092928112
E01001048,0.085342529,0.079747003
E01001049,0.06906272,0.051532033
E01001050,0.044430919,0.0327677
E01001051,0.090032154,0.061068702
E01001052,0.063492063,0.061182869
E01001053,0.048974189,0.059343434
E01001054,0.062973761,0.066345639
E01001055,0.052598622,0.055163566
E01001056,0.059044552,0.054384018
E01001057,0.069550931,0.074776786
E01001058,0.04887218,0.020044543
E01001059,0.040656205,0.043358568
E01001060,0.065656566,0.036809816
E01001061,0.068137573,0.051359517
E01001062,0.105799873,0.08707124
E01001063,0.056493506,0.058937824
E01001064,0.152911068,0.096319018
E01001065,0.098802395,0.11961367
E01001066,0.042397661,0.057528409
E01001067,0.03121175,0.025119617
E01001068,0.039772727,0.045108696
E01001069,0.020289855,0.02526003
E01001070,0.047093023,0.043840178
E01001071,0.044303797,0.031612223
E01001072,0.026227303,0.040264026
E01001073,0.041436464,0.058099795
E01001074,0.036960986,0.057259714
E01001075,0.043114543,0.041539401
E01001076,0.179599499,0.185782557
E01001077,0.030758226,0.035502959
E01001078,0.100355872,0.099030471
E01001079,0.052163604,0.083987915
E01001080,0.08283671,0.087128713
E01001081,0.056577086,0.088650101
E01001082,0.060159607,0.065584416
E01001083,0.043424318,0.03318992
E01001084,0.066048035,0.057613169
E01001085,0.075823493,0.079976649
E01001086,0.039863326,0.044495151
E01001087,0.09645581,0.105300353
E01001088,0.046728972,0.047953216
E01001089,0.087526205,0.123094297
E01001090,0.056228374,0.060739437
E01001091,0.06742281,0.069679849
E01001092,0.068169014,0.045525903
E01001093,0.061282932,0.034883721
E01001094,0.047378395,0.040483384
E01001095,0.135869565,0.066319896
E01001096,0.034527687,0.031972789
E01001097,0.203668862,0.198015709
E01001098,0.041780822,0.041299932
E01001099,0.039864865,0.040514469
E01001100,0.035230352,0.023011177
E01001101,0.025227751,0.017593244
E01001102,0.054146676,0.036421725
E01001103,0.042985075,0.033313144
E01001104,0.03048416,0.028486647
E01001105,0.028901734,0.033161807
E01001106,0.054508748,0.059934853
E01001107,0.034632035,0.029726516
E01001108,0.026806527,0.023178808
E01001109,0.106320431,0.100382816
E01001110,0.099499722,0.102906146
E01001111,0.124381188,0.097984323
E01001112,0.078397213,0.067975831
E01001113,0.097055616,0.075892857
E01001114,0.139303483,0.095983662
E01001115,0.123831776,0.111292962
E01001116,0.138235294,0.128842381
E01001117,0.085342529,0.079747003
E01001118,0.114044351,0.182875756
E01001119,0.016260163,0.013167013
E01001120,0.036363636,0.042971595
E01001121,0.039907905,0.013688213
E01001122,0.051746442,0.043269231
E01001123,0.021150033,0.016615385
E01001124,0.018506701,0.017983301
E01001125,0.078692494,0.062006079
E01001126,0.025641026,0.019607843
E01001127,0.033561218,0.049330085
E01001128,0.027812114,0.06625
E01001129,0.024121296,0.030604982
E01001130,0.044134078,0.053824363
E01001131,0.028115016,0.040920716
E01001132,0.047292666,0.059459459
E01001133,0.033700583,0.031191516
E01001134,0.035098522,0.029574861
E01001135,0.056029233,0.055720213
E01001136,0.14596603,0.134175984
E01001137,0.087986464,0.076745261
E01001138,0.065996229,0.052069426
E01001139,0.057178372,0.055620609
E01001140,0.067617866,0.043935644
E01001141,0.063301282,0.059253247
E01001142,0.108709889,0.065641026
E01001143,0.061570036,0.060730829
E01001144,0.076555024,0.072788354
E01001145,0.145625367,0.131447587
E01001146,0.051297899,0.063576159
E01001147,0.082872928,0.074198988
E01001148,0.053020962,0.066016073
E01001149,0.04559848,0.06835443
E01001150,0.058433735,0.070629782
E01001151,0.090965732,0.083476272
E01001152,0.098692033,0.102261554
E01001153,0.055316533,0.062996942
E01001154,0.109209864,0.111342352
E01001155,0.177944862,0.200895355
E01001156,0.050552005,0.050429799
E01001157,0.069672131,0.069339112
E01001158,0.075796178,0.051333333
E01001159,0.071982281,0.053873781
E01001160,0.063357973,0.080144778
E01001161,0.074811625,0.067371938
E01001162,0.060414269,0.061632426
E01001163,0.058491534,0.062215478
E01001164,0.161122661,0.116420946
E01001165,0.07525587,0.059797117
E01001166,0.099618944,0.078907436
E01001167,0.072793449,0.117975118
E01001168,0.059530624,0.084792123
E01001169,0.06227758,0.064053009
E01001170,0.075728155,0.092315627
E01001171,0.072259645,0.062391681
E01001172,0.140401146,0.128494139
E01001173,0.058549826,0.060551124
E01001174,0.070769231,0.04745167
E01001175,0.079508727,0.073394495
E01001176,0.090575916,0.088876772
E01001177,0.153940887,0.118153846
E01001178,0.241806264,0.308121513
E01001179,0.056677524,0.06223565
E01001180,0.077892325,0.067873303
E01001181,0.122959739,0.142339075
E01001182,0.05952381,0.075812274
E01001183,0.153797468,0.209677419
E01001184,0.042899408,0.060582822
E01001185,0.07837181,0.061041293
E01001186,0.063175868,0.088076693
E01001187,0.051583248,0.056795132
E01001188,0.070070614,0.086622245
E01001189,0.052674897,0.049627792
E01001190,0.072910119,0.053896104
E01001191,0.124013529,0.150878906
E01001192,0.08600848,0.086532206
E01001193,0.051211454,0.092190252
E01001194,0.063251107,0.04996877
E01001195,0.056787453,0.051535088
E01001196,0.095990966,0.098340504
E01001197,0.048488306,0.051982851
E01001198,0.05186722,0.033419023
E01001199,0.050788091,0.072835821
E01001200,0.103221565,0.067301587
E01001201,0.042011458,0.045940843
E01001202,0.242823529,0.178297701
E01001203,0.096737264,0.084198385
E01001204,0.033312382,0.031867431
E01001205,0.052463212,0.04498861
E01001206,0.066822978,0.075662043
E01001207,0.054002541,0.057757644
E01001208,0.039329934,0.041947566
E01001209,0.055555556,0.052279635
E01001210,0.082093992,0.064549714
E01001211,0.028739003,0.028604787
E01001212,0.035606518,0.0390625
E01001213,0.068590093,0.05387714
E01001214,0.06089926,0.041453719
E01001215,0.122033898,0.103914935
E01001216,0.071428571,0.04130809
E01001217,0.049838188,0.046446165
E01001218,0.08025013,0.061116458
E01001219,0.056585366,0.058360352
E01001220,0.121452145,0.068988173
E01001221,0.085342529,0.079747003
E01001222,0.085342529,0.079747003
E01001223,0.043307087,0.049659864
E01001224,0.038961039,0.049000645
E01001225,0.135602679,0.147964796
E01001226,0.033832141,0.033159948
E01001227,0.030443415,0.034320323
E01001228,0.057000553,0.05075594
E01001229,0.05242464,0.056118999
E01001230,0.106040268,0.082788671
E01001231,0.1168,0.062380038
E01001232,0.037613489,0.051823417
E01001233,0.099439776,0.082819986
E01001234,0.109375,0.130271084
E01001235,0.087686567,0.066926938
E01001236,0.045796738,0.039862543
E01001237,0.072681704,0.0772698
E01001238,0.085342529,0.079747003
E01001239,0.07979408,0.073997234
E01001240,0.105651106,0.072335726
E01001241,0.089036545,0.084574468
E01001242,0.056164384,0.05997552
E01001243,0.115958668,0.069286016
E01001244,0.055795678,0.063232682
E01001245,0.096404377,0.085647059
E01001246,0.237536657,0.151663939
E01001247,0.422528736,0.319432502
E01001248,0.065203762,0.067593178
E01001249,0.168003377,0.14244186
E01001250,0.07925636,0.084870849
E01001251,0.059107358,0.071507151
E01001252,0.186082474,0.091276252
E01001253,0.054984894,0.035731301
E01001254,0.052256532,0.03926097
E01001255,0.028518289,0.024420789
E01001257,0.099887767,0.071493213
E01001258,0.062352941,0.051863857
E01001259,0.094197952,0.056138186
E01001260,0.064143007,0.041156296
E01001261,0.210502283,0.178727114
E01001262,0.070131497,0.057562768
E01001263,0.111708483,0.105593309
E01001264,0.061482821,0.042777778
E01001265,0.068461088,0.061520604
E01001266,0.122282609,0.11546724
E01001267,0.103219213,0.087063453
E01001268,0.053356282,0.04054739
E01001269,0.0755,0.030409872
E01001270,0.054429647,0.052661706
E01001271,0.068584071,0.051052632
E01001272,0.074481074,0.077322562
E01001273,0.077490775,0.04660767
E01001274,0.036855037,0.033728919
E01001275,0.053046218,0.064159292
E01001276,0.097601785,0.127467569
E01001277,0.089881593,0.092711948
E01001278,0.098469388,0.144899905
E01001279,0.044338336,0.038696538
E01001280,0.042026482,0.041643836
E01001281,0.028840125,0.038046925
E01001282,0.064308682,0.028553693
E01001283,0.063682219,0.090095132
E01001284,0.061528497,0.041072447
E01001285,0.066588097,0.076619718
E01001286,0.045860631,0.035231944
E01001287,0.061068702,0.031765425
E01001288,0.068575233,0.051930759
E01001289,0.041007194,0.038922156
E01001290,0.074946467,0.051116625
E01001291,0.057073467,0.0513992
E01001292,0.061117579,0.049970606
E01001293,0.067870486,0.036171397
E01001294,0.04771893,0.046214356
E01001295,0.034896401,0.029428096
E01001296,0.051351351,0.041281139
E01001297,0.067508233,0.064605191
E01001298,0.058914729,0.055502846
E01001299,0.050245767,0.035958904
E01001300,0.039598109,0.037331701
E01001301,0.060521932,0.061970339
E01001302,0.036945813,0.042647995
E01001303,0.065893838,0.07266436
E01001304,0.039336202,0.031908489
E01001305,0.035046729,0.025791325
E01001306,0.029906542,0.02642901
E01001307,0.073449402,0.059630607
E01001308,0.046078431,0.041116751
E01001309,0.04248366,0.05349345
E01001310,0.153632834,0.047161172
E01001311,0.04882719,0.041799363
E01001312,0.068611561,0.05586311
E01001313,0.044976636,0.034582133
E01001314,0.044794953,0.047188106
E01001315,0.053461275,0.051460362
E01001316,0.075566751,0.059942363
E01001317,0.081774452,0.04720037
E01001318,0.070509233,0.075102881
E01001319,0.037383178,0.049201278
E01001320,0.053074434,0.060419236
E01001321,0.068709837,0.056942619
E01001322,0.136230182,0.076847773
E01001323,0.189376443,0.116186693
E01001324,0.070422535,0.06302521
E01001325,0.072644722,0.060939061
E01001326,0.119116793,0.111054248
E01001327,0.184546971,0.098283931
E01001328,0.155709343,0.09516129
E01001329,0.05624297,0.04298291
E01001330,0.1375,0.075806452
E01001331,0.06937799,0.057906459
E01001332,0.082173625,0.080269608
E01001333,0.165970772,0.111201299
E01001334,0.079433498,0.064242424
E01001335,0.065241845,0.046968869
E01001336,0.064045656,0.050379198
E01001337,0.215447154,0.113064133
E01001338,0.109007165,0.092936803
E01001339,0.089082021,0.064178425
E01001340,0.137058513,0.289827255
E01001341,0.051222352,0.053631285
E01001342,0.044991966,0.038679732
E01001343,0.049668874,0.056603774
E01001344,0.062037037,0.066344464
E01001345,0.052818991,0.050944476
E01001346,0.034024455,0.026466009
E01001347,0.176928062,0.1465
E01001348,0.237203496,0.138095238
E01001349,0.081444759,0.090651558
E01001350,0.065904506,0.03431709
E01001351,0.247867536,0.175614651
E01001352,0.091688654,0.110687023
E01001353,0.064554692,0.071277347
E01001354,0.106521739,0.123084528
E01001355,0.107591154,0.091799897
E01001356,0.056603774,0.083730429
E01001357,0.050566696,0.049853372
E01001358,0.080745342,0.056661562
E01001359,0.100996377,0.091056253
E01001360,0.09932747,0.042128603
E01001361,0.53164557,0.366798767
E01001362,0.101434426,0.086115326
E01001363,0.066390041,0.045342533
E01001364,0.070112894,0.07568438
E01001365,0.060197664,0.050618238
E01001366,0.045407637,0.059430255
E01001367,0.237316798,0.089259259
E01001368,0.043377675,0.066332219
E01001369,0.093800539,0.057142857
E01001370,0.081488934,0.049514114
E01001371,0.087559809,0.076626712
E01001372,0.06774916,0.05234375
E01001373,0.076923077,0.062011719
E01001374,0.045580878,0.033470649
E01001375,0.056558363,0.04088785
E01001376,0.046599496,0.063716814
E01001377,0.057659695,0.038130381
E01001379,0.036352801,0.032332564
E01001380,0.037457435,0.03437772
E01001381,0.166064982,0.1552
E01001382,0.033757962,0.034106412
E01001383,0.031808036,0.024732996
E01001384,0.060569352,0.056559767
E01001385,0.047393365,0.039109507
E01001386,0.073225266,0.054864253
E01001387,0.137709138,0.112137203
E01001388,0.167274939,0.124206069
E01001389,0.178997613,0.184487535
E01001390,0.048597194,0.037777778
E01001391,0.058601134,0.057615516
E01001392,0.051142546,0.039523552
E01001393,0.047996272,0.056546103
E01001394,0.076969333,0.074567901
E01001395,0.054477145,0.061811506
E01001396,0.069424965,0.060257278
E01001397,0.051821447,0.072897196
E01001398,0.03381295,0.087797619
E01001399,0.052011096,0.051178451
E01001400,0.054545455,0.066752246
E01001401,0.027882442,0.034042553
E01001402,0.071234367,0.053533191
E01001403,0.04358655,0.057410662
E01001404,0.055480379,0.042752171
E01001405,0.040780142,0.054054054
E01001406,0.089406001,0.095095694
E01001407,0.063569682,0.09102402
E01001408,0.028347407,0.073053892
E01001409,0.047819233,0.069268293
E01001410,0.057291667,0.070938215
E01001411,0.046336207,0.08559277
E01001412,0.118032787,0.129140932
E01001413,0.023911711,0.043398533
E01001414,0.033290653,0.071132187
E01001415,0.105638367,0.137426901
E01001416,0.025996534,0.033352501
E01001417,0.063227112,0.055496829
E01001418,0.066545675,0.071929825
E01001419,0.071428571,0.068791098
E01001420,0.038046925,0.044359255
E01001421,0.026806527,0.03030303
E01001422,0.035628019,0.031158142
E01001423,0.065265487,0.085996514
E01001424,0.041700736,0.070665571
E01001425,0.131078224,0.144992526
E01001426,0.086814976,0.091212458
E01001427,0.134480904,0.188439306
E01001428,0.070029674,0.088218224
E01001429,0.22556701,0.355274629
E01001430,0.076680672,0.074559194
E01001431,0.077564103,0.074095023
E01001432,0.105235874,0.126130921
E01001433,0.084828711,0.083610188
E01001434,0.040583386,0.082338152
E01001435,0.032930108,0.05136541
E01001436,0.046462513,0.061390157
E01001437,0.104539775,0.136833046
E01001438,0.06122449,0.088675854
E01001439,0.141698473,0.146445498
E01001440,0.078324226,0.091288783
E01001441,0.104605263,0.097931873
E01001442,0.090855457,0.107900943
E01001444,0.039215686,0.078974895
E01001445,0.094437257,0.09724705
E01001446,0.043358946,0.048056156
E01001447,0.080886141,0.096562184
E01001448,0.052574526,0.076038019
E01001449,0.048170732,0.06749226
E01001450,0.194942044,0.242706131
E01001451,0.080024435,0.088414634
E01001452,0.053914328,0.031664212
E01001453,0.027429934,0.031398104
E01001454,0.03247549,0.035341831
E01001455,0.048862115,0.053206003
E01001456,0.028469751,0.043841336
E01001457,0.049632353,0.043287671
E01001458,0.093181818,0.11147541
E01001459,0.035119048,0.079768786
E01001460,0.08062645,0.083886256
E01001461,0.08806489,0.086001255
E01001462,0.064444444,0.076710435
E01001463,0.029150824,0.048015365
E01001464,0.05988024,0.059185242
E01001465,0.100595632,0.109993715
E01001466,0.059246955,0.062468514
E01001467,0.041445271,0.046254399
E01001468,0.089686099,0.240807498
E01001469,0.02003643,0.039406054
E01001470,0.048275862,0.044712991
E01001471,0.034936999,0.048729912
E01001472,0.04216152,0.053134328
E01001473,0.035877365,0.040590406
E01001474,0.038983051,0.037665782
E01001475,0.024075161,0.028333333
E01001476,0.067146283,0.073588135
E01001477,0.064655172,0.070787637
E01001478,0.047402597,0.07241173
E01001479,0.087456847,0.08999441
E01001480,0.063747585,0.065989848
E01001481,0.053398058,0.050195204
E01001482,0.043223052,0.058853634
E01001483,0.078313253,0.135864979
E01001484,0.039272727,0.09375
E01001485,0.090010977,0.078265468
E01001486,0.070925317,0.096108767
E01001487,0.051908397,0.078501796
E01001488,0.046891465,0.063233044
E01001489,0.071349558,0.103215768
E01001491,0.084046301,0.103219213
E01001492,0.053497942,0.05899705
E01001493,0.050847458,0.039494471
E01001494,0.045901639,0.061703555
E01001495,0.055235903,0.066666667
E01001496,0.039273154,0.047244094
E01001497,0.060175794,0.064276049
E01001498,0.148882114,0.218428184
E01001499,0.055084746,0.071979434
E01001500,0.049575995,0.07571965
E01001501,0.131480492,0.106150342
E01001502,0.064430245,0.119195046
E01001503,0.059935205,0.096203848
E01001504,0.058027079,0.049718574
E01001505,0.059942363,0.070732957
E01001506,0.085342529,0.079747003
E01001507,0.189317821,0.154738878
E01001508,0.06591722,0.093533957
E01001509,0.062214612,0.097435897
E01001510,0.085342529,0.079747003
E01001511,0.120935539,0.123345686
E01001512,0.073971079,0.092179991
E01001513,0.238848108,0.245454545
E01001514,0.058028169,0.068194842
E01001515,0.061006609,0.088337469
E01001516,0.060227889,0.086543034
E01001517,0.089041096,0.074457594
E01001518,0.092748735,0.095857988
E01001519,0.085342529,0.079747003
E01001520,0.038095238,0.051295611
E01001521,0.038159371,0.030513919
E01001522,0.035261708,0.051839465
E01001523,0.032276657,0.042666667
E01001524,0.025374105,0.052840159
E01001525,0.030888031,0.045338767
E01001526,0.026006192,0.027180784
E01001527,0.05488194,0.057128906
E01001528,0.088659794,0.091288783
E01001529,0.076527331,0.073239437
E01001530,0.069444444,0.052302445
E01001531,0.033333333,0.031073446
E01001532,0.051049348,0.051892552
E01001533,0.040358744,0.043213634
E01001534,0.097426471,0.10259434
E01001535,0.046558704,0.06496199
E01001536,0.149097263,0.187086934
E01001537,0.0336374,0.053216374
E01001538,0.030193237,0.027154664
E01001539,0.035928144,0.046172539
E01001540,0.051558074,0.086472149
E01001541,0.033156499,0.032552083
E01001542,0.061107575,0.056788512
E01001543,0.020322773,0.038745387
E01001544,0.052631579,0.076878944
E01001545,0.055525606,0.070333157
E01001546,0.057317752,0.05989011
E01001547,0.078231293,0.086460808
E01001548,0.078313253,0.078784758
E01001549,0.081203008,0.083438155
E01001550,0.046875,0.056281978
E01001551,0.091484465,0.121521863
E01001552,0.087534626,0.099190283
E01001553,0.056733167,0.076433121
E01001554,0.109271523,0.158042745
E01001555,0.132033426,0.0991476
E01001556,0.056818182,0.062693979
E01001557,0.043969849,0.076742824
E01001558,0.211172498,0.208374875
E01001559,0.221195916,0.353079455
E01001560,0.065461347,0.078317152
E01001562,0.074375363,0.072256913
E01001563,0.055487053,0.046847889
E01001564,0.046274038,0.053421369
E01001565,0.034734918,0.036474164
E01001566,0.032520325,0.049717514
E01001567,0.037926675,0.035575679
E01001568,0.044993663,0.049356223
E01001569,0.068181818,0.067767654
E01001570,0.098493003,0.138918346
E01001571,0.071167883,0.055340343
E01001572,0.047508691,0.05045045
E01001573,0.072655218,0.069074778
E01001574,0.059188275,0.085892764
E01001575,0.089578454,0.117581808
E01001576,0.082089552,0.100449775
E01001577,0.077502691,0.082917083
E01001578,0.083605792,0.109348199
E01001579,0.080606061,0.073017684
E01001580,0.134382567,0.110640871
E01001581,0.070629782,0.090558767
E01001582,0.075829384,0.082692308
E01001583,0.071960298,0.050254453
E01001584,0.066451613,0.058437295
E01001585,0.064369311,0.045514512
E01001586,0.055218855,0.04739011
E01001587,0.079431878,0.05017387
E01001588,0.061647896,0.065766295
E01001589,0.083643123,0.101630435
E01001590,0.052602126,0.067826087
E01001591,0.069505629,0.092080153
E01001592,0.056778679,0.054054054
E01001593,0.050640635,0.047752809
E01001594,0.054012346,0.059146599
E01001595,0.048607595,0.060062752
E01001596,0.026214834,0.033448674
E01001597,0.066453674,0.057268722
E01001598,0.061712846,0.037724551
E01001599,0.079365079,0.093357271
E01001600,0.050286442,0.066841415
E01001601,0.021249195,0.031331593
E01001602,0.058666667,0.083880037
E01001603,0.047186933,0.05872093
E01001604,0.043055556,0.061276058
E01001605,0.032807571,0.030819672
E01001606,0.018856448,0.022506083
E01001607,0.055102041,0.056845966
E01001608,0.062758621,0.055817081
E01001609,0.171052632,0.195462478
E01001610,0.030502392,0.035995501
E01001611,0.03437877,0.051139522
E01001613,0.066079295,0.056666667
E01001614,0.122956645,0.079605263
E01001615,0.266885246,0.182528062
E01001617,0.088704531,0.094250148
E01001618,0.051090343,0.067053854
E01001619,0.040232927,0.044117647
E01001620,0.078814628,0.075108628
E01001621,0.072909699,0.067776457
E01001623,0.053403756,0.057597367
E01001624,0.030927835,0.069201995
E01001625,0.084756483,0.074324324
E01001629,0.088329519,0.082005623
E01001631,0.094157412,0.10827719
E01001632,0.041577368,0.064015519
E01001633,0.075972823,0.06071076
E01001634,0.046037296,0.076574022
E01001635,0.038945476,0.050183599
E01001636,0.05269253,0.097402597
E01001637,0.06030445,0.098278734
E01001638,0.067002519,0.069334837
E01001640,0.085342529,0.079747003
E01001641,0.287733183,0.200969828
E01001642,0.138392857,0.096371882
E01001644,0.090057958,0.080602637
E01001645,0.041224971,0.054891304
E01001646,0.056850282,0.096965469
E01001647,0.055070517,0.063844086
E01001648,0.055176337,0.058618688
E01001649,0.049446975,0.073744437
E01001650,0.076477404,0.064586754
E01001651,0.077057793,0.111228814
E01001652,0.117307692,0.101803374
E01001653,0.048543689,0.075544174
E01001654,0.05623788,0.082669933
E01001655,0.066350711,0.096609085
E01001656,0.051020408,0.050407709
E01001657,0.054945055,0.05296343
E01001658,0.062459755,0.048722519
E01001659,0.07941989,0.071213036
E01001660,0.086875,0.071743235
E01001661,0.087926509,0.112063686
E01001662,0.085342529,0.079747003
E01001664,0.15106383,0.084507042
E01001665,0.068012752,0.084915612
E01001666,0.149830508,0.201889607
E01001667,0.085342529,0.079747003
E01001668,0.085342529,0.079747003
E01001669,0.07712766,0.080222399
E01001671,0.047919294,0.068141064
E01001672,0.059564165,0.071246819
E01001673,0.124344176,0.11197703
E01001674,0.084599797,0.061998216
E01001675,0.087349398,0.108322877
E01001676,0.073211314,0.119955157
