Area,ethnic_2011,ethnic_2021,education_2011,education_2021,elderly_2011,elderly_2021,unemployed_2011,unemployed_2021,median_house_price_2011,median_house_price_2021,crime_2011,crime_2021,gentrification_score
E01000569,0.686,0.726,0.595,0.499,0.153,0.221,0.056525353,0.10488959,375000,658750,0.046615581,0.045205479,-0.763051598
E01000570,0.756,0.756,0.73,0.65,0.111,0.153,0.113463167,0.130239521,285000,513000,0.065189873,0.056640625,0.16417531
E01000571,0.723,0.707,0.65,0.598,0.146,0.159,0.12608353,0.154349248,411000,640000,0.084449621,0.08040201,0.186084061
E01000572,0.699,0.678,0.606,0.529,0.122,0.165,0.078899083,0.103302286,380000,590000,0.041694687,0.033579584,-0.206143643
E01000573,0.666,0.604,0.652,0.556,0.137,0.139,0.091225022,0.116005874,325000,574000,0.03992514,0.033116499,0.425763796
E01000574,0.633,0.568,0.63,0.595,0.12,0.121,0.073662967,0.087837838,285000,585000,0.040530582,0.027861902,0.898999584
E01000575,0.688,0.55,0.613,0.61,0.103,0.087,0.087570621,0.091272105,320000,365000,0.096533333,0.059318076,0.449383684
E01000576,0.734,0.695,0.618,0.59,0.151,0.148,0.079581994,0.117082534,355000,566250,0.066827213,0.041259501,0.151545137
E01000577,0.77,0.736,0.693,0.636,0.056,0.052,0.151100535,0.140837696,202000,335000,0.078350515,0.065398335,0.759669775
E01000578,0.603,0.639,0.618,0.608,0.199,0.151,0.099773243,0.168300654,248000,431250,0.098135965,0.101943844,0.217403047
E01000579,0.414,0.419,0.577,0.465,0.086,0.108,0.06651719,0.077735849,343000,570000,0.072325164,0.058333333,0.031150834
E01000580,0.266,0.309,0.468,0.401,0.107,0.141,0.048,0.084848485,499950,1655000,0.099244332,0.106220096,0.920080728
E01000581,0.328,0.348,0.501,0.415,0.091,0.102,0.051194539,0.079365079,374975,1620000,0.085952534,0.063642519,2.416512052
E01000582,0.254,0.277,0.45,0.369,0.093,0.121,0.047413793,0.044975404,952000,1432500,0.062229437,0.067501361,-0.015471718
E01000583,0.335,0.352,0.476,0.39,0.076,0.14,0.063038793,0.072337963,460000,1062000,0.131671041,0.087278107,0.087656815
E01000584,0.469,0.421,0.597,0.49,0.119,0.136,0.059282371,0.07398568,580000,1150000,0.041617819,0.042431919,0.514995808
E01000585,0.416,0.375,0.559,0.433,0.087,0.094,0.063814358,0.074441687,374975,740000,0.037486218,0.037524687,0.599625238
E01000586,0.468,0.434,0.535,0.444,0.048,0.062,0.077037773,0.077694236,302500,580000,0.171057965,0.158227848,0.519723517
E01000587,0.71,0.657,0.724,0.632,0.162,0.159,0.113728676,0.115526122,340000,603000,0.096491228,0.041641151,0.723819306
E01000588,0.721,0.445219575,0.728,0.537669242,0.085,0.125633398,0.08169464,0.102151742,300500,435000,0.085342529,0.079747003,-0.159808199
E01000589,0.789,0.718,0.697,0.621,0.134,0.127,0.091405184,0.117422434,320000,411500,0.0936853,0.054574009,0.034488411
E01000590,0.62,0.557,0.666,0.607,0.148,0.158,0.077501881,0.103189493,332500,525000,0.04785754,0.030721966,0.192959098
E01000591,0.785,0.674,0.672,0.628,0.119,0.123,0.107458913,0.124230554,297500,500000,0.085618086,0.086857663,0.566908987
E01000592,0.695,0.654,0.696,0.602,0.133,0.161,0.091639871,0.104705103,382475,576000,0.077729796,0.055555556,0.07681833
E01000593,0.737,0.691,0.68,0.64,0.091,0.123,0.1,0.130787037,297500,560000,0.028517999,0.044327931,0.226425886
E01000594,0.763,0.605,0.676,0.661,0.12,0.128,0.087677725,0.097593583,240000,525500,0.117647059,0.069345074,1.194710266
E01000595,0.738,0.79,0.799,0.722,0.074,0.082,0.169326241,0.186708861,180000,500000,0.085510689,0.073225266,1.400180937
E01000596,0.759,0.805,0.843,0.727,0.103,0.106,0.217734855,0.214869888,245000,500000,0.094817432,0.096897115,0.826638309
E01000599,0.768,0.789,0.732,0.627,0.096,0.084,0.130669546,0.178905207,150750,500000,0.093465046,0.057142857,1.901820885
E01000600,0.767,0.445219575,0.757,0.537669242,0.083,0.125633398,0.08169464,0.102151742,180000,460000,0.085342529,0.079747003,0.9212852
E01000601,0.756,0.798,0.806,0.741,0.061,0.081,0.169246646,0.231267345,225000,500000,0.326072607,0.451149425,0.391701084
E01000602,0.782,0.82,0.826,0.718,0.099,0.123,0.14943609,0.176369863,235000,500000,0.094620868,0.081435473,0.525655312
E01000603,0.729,0.766,0.744,0.678,0.071,0.097,0.147934678,0.180568286,198750,500000,0.060951105,0.084320557,0.789467239
E01000604,0.78,0.813,0.814,0.7,0.087,0.105,0.172385621,0.177037037,237500,370000,0.079140757,0.056451613,0.14165873
E01000605,0.708,0.778,0.824,0.741,0.091,0.117,0.173297966,0.199569275,268000,500000,0.076139089,0.066895369,0.228762971
E01000606,0.739,0.723,0.725,0.669,0.125,0.118,0.0992,0.131544503,259000,498500,0.035547786,0.041711809,0.599066471
E01000607,0.786,0.731,0.676,0.588,0.108,0.108,0.106562312,0.114964371,258500,505000,0.060510982,0.032194739,0.814528939
E01000608,0.804,0.799,0.642,0.649,0.099,0.107,0.105485232,0.13927428,268500,359950,0.141912737,0.098283262,-0.043410016
E01000609,0.74,0.75,0.696,0.638,0.09,0.122,0.109803922,0.117576485,265000,322000,0.066475371,0.04505814,-0.308093906
E01000610,0.795,0.799,0.691,0.635,0.129,0.133,0.113475177,0.134549601,182500,527000,0.049535604,0.045351474,1.584871708
E01000611,0.823,0.816,0.663,0.559,0.112,0.098,0.116363636,0.11313394,257475,380000,0.06741573,0.036803365,0.480269368
E01000612,0.762,0.796,0.693,0.639,0.105,0.12,0.107227959,0.133566434,230000,582500,0.056024096,0.04815864,1.021579387
E01000613,0.732,0.699,0.631,0.607,0.079,0.096,0.119923858,0.153405018,230000,276250,0.048955224,0.03848363,-0.286242631
E01000615,0.77,0.61,0.68,0.597,0.098,0.062,0.094771242,0.074181818,145000,500000,0.18125388,0.0984375,3.118610104
E01000616,0.702,0.694,0.673,0.652,0.104,0.092,0.086734694,0.090184049,243000,412125,0.058756418,0.044034818,0.751795679
E01000617,0.763,0.757,0.717,0.64,0.137,0.132,0.097542815,0.132453826,262250,525000,0.072488584,0.046678636,0.580970224
E01000618,0.757,0.768,0.727,0.678,0.157,0.145,0.104718067,0.134587554,287500,502000,0.048750762,0.033549147,0.455351565
E01000619,0.826,0.809,0.728,0.703,0.138,0.147,0.085277554,0.135693215,270000,490000,0.047791894,0.025087515,0.144642909
E01000620,0.822,0.825,0.729,0.683,0.147,0.187,0.103422053,0.154362416,282500,184200,0.053613054,0.04305949,-1.179371579
E01000621,0.77,0.833,0.742,0.689,0.112,0.119,0.090854392,0.117488184,271000,517500,0.071588367,0.057426836,0.400699255
E01000622,0.477,0.585,0.757,0.705,0.083,0.077,0.117109635,0.133004926,154500,310000,0.057788945,0.051229508,0.647924341
E01000623,0.624,0.565,0.726,0.633,0.123,0.137,0.09892638,0.124256444,398500,632500,0.054771316,0.050237969,0.183783341
E01000624,0.612,0.62,0.73,0.641,0.166,0.19,0.081327801,0.127272727,304000,502500,0.056973294,0.035307517,-0.191542556
E01000625,0.562,0.595,0.717,0.646,0.171,0.163,0.112740605,0.171636364,250000,590000,0.066357001,0.048320566,0.726640463
E01000626,0.65,0.612,0.818,0.693,0.089,0.102,0.144349478,0.180382377,261250,260000,0.079893475,0.088099934,-0.494824956
E01000627,0.653,0.634,0.787,0.712,0.087,0.115,0.12755102,0.150932051,249000,500000,0.099421357,0.083013436,0.436683648
E01000628,0.659,0.628,0.743,0.696,0.081,0.122,0.133381399,0.17562968,350000,540000,0.111814346,0.189772727,-0.296279717
E01000629,0.642,0.622,0.756,0.657,0.121,0.136,0.090723056,0.103169671,298000,495000,0.055237103,0.052310818,0.300113638
E01000630,0.845,0.838,0.704,0.648,0.088,0.093,0.133757962,0.149528514,250000,545000,0.106843267,0.111069559,0.934016737
E01000631,0.847,0.841,0.686,0.64,0.117,0.143,0.10095498,0.142857143,262500,434000,0.114875596,0.097289448,-0.043918372
E01000632,0.925,0.942,0.74,0.723,0.127,0.117,0.109589041,0.149951315,237000,560000,0.070267686,0.057222889,1.03195226
E01000633,0.91,0.922,0.694,0.761,0.109,0.088,0.120155039,0.173529412,310000,601000,0.136958711,0.087624904,0.770512678
E01000634,0.859,0.847,0.716,0.647,0.059,0.083,0.116504854,0.135843661,230500,345000,0.071489362,0.04214123,-0.15842386
E01000635,0.817,0.445219575,0.692,0.537669242,0.08,0.125633398,0.08169464,0.102151742,245000,500000,0.085342529,0.079747003,0.452023775
E01000636,0.825,0.832,0.744,0.677,0.115,0.112,0.091166078,0.114855244,249950,427500,0.113598209,0.058599696,0.378044127
E01000637,0.49,0.505,0.659,0.576,0.089,0.123,0.088685015,0.129289705,245000,446275,0.058788599,0.055112882,-0.174905388
E01000638,0.545,0.604,0.754,0.676,0.057,0.08,0.113682777,0.124849216,217000,390000,0.084318766,0.078725398,0.083796554
E01000639,0.413,0.459,0.56,0.516,0.069,0.075,0.058139535,0.107638889,289950,510000,0.046866177,0.050057537,-0.369373032
E01000640,0.592,0.691,0.72,0.694,0.066,0.076,0.114040466,0.179561201,240000,435000,0.137558685,0.095640569,-0.11689534
E01000641,0.575,0.621,0.704,0.649,0.072,0.085,0.098293515,0.161696488,215000,475000,0.061349693,0.08,0.225584586
E01000642,0.417,0.516,0.569,0.556,0.064,0.087,0.073817762,0.106327801,249000,448000,0.171980676,0.141952984,-0.260844812
E01000643,0.651,0.665,0.734,0.645,0.102,0.094,0.146421536,0.198761261,278000,474500,0.175151798,0.098636364,0.285047926
E01000644,0.506,0.552,0.64,0.561,0.09,0.11,0.094466937,0.123441397,312500,625000,0.093285495,0.080104712,0.256715832
E01000645,0.145,0.246,0.515,0.441,0.213,0.21,0.014056225,0.038428693,596000,1090000,0.036363636,0.040361865,-1.731224524
E01000646,0.161,0.255,0.583,0.516,0.2,0.184,0.03783319,0.053234501,232500,380000,0.08434466,0.050139276,-0.391449803
E01000647,0.126,0.192,0.642,0.556,0.104,0.126,0.032062392,0.043544691,247498,499900,0.016666667,0.03539823,-0.207613664
E01000648,0.152,0.239,0.613,0.525,0.122,0.159,0.030522088,0.057295137,285000,585000,0.062929062,0.064583333,-0.843741417
E01000649,0.184,0.299,0.541,0.469,0.204,0.193,0.024513338,0.054578532,462500,800000,0.032828283,0.028073572,-1.200918651
E01000650,0.178,0.246,0.552,0.47,0.209,0.246,0.033460076,0.068567549,575000,1100000,0.030271399,0.02753304,-0.843797921
E01000651,0.106,0.183,0.629,0.553,0.259,0.252,0.02502317,0.052442529,276475,547500,0.030135301,0.046538685,-0.935686061
E01000652,0.103,0.2,0.666,0.571,0.21,0.22,0.016407599,0.046528275,388750,615000,0.044144697,0.027647059,-2.385791605
E01000653,0.136,0.228,0.602,0.485,0.261,0.248,0.034766697,0.061256961,507500,800000,0.035510463,0.037328094,-1.006603281
E01000654,0.048,0.071,0.782,0.729,0.111,0.194,0.02189781,0.03804878,229125,375000,0.031372549,0.029019608,-1.395589115
E01000655,0.045,0.065,0.785,0.732,0.108,0.174,0.029622063,0.062146893,232000,385000,0.027210884,0.045248869,-1.561582097
E01000656,0.061,0.08,0.75,0.711,0.159,0.22,0.023364486,0.0448,248000,450000,0.042052744,0.037609134,-0.85004708
E01000657,0.05,0.079,0.777,0.757,0.154,0.187,0.025619129,0.055813953,205000,382500,0.107634543,0.081736909,-1.132776733
E01000658,0.018,0.054,0.772,0.747,0.269,0.353,0.017892644,0.048027444,292500,487500,0.03626943,0.036512668,-3.362184907
E01000659,0.031,0.089,0.793,0.731,0.106,0.148,0.018884892,0.035253654,247500,427500,0.028629857,0.033052039,-2.484870475
E01000661,0.208,0.327,0.818,0.628,0.126,0.113,0.097472924,0.113117871,352495,385000,0.092211838,0.086450247,-0.769506109
E01000662,0.168,0.266,0.756,0.657,0.154,0.128,0.070491803,0.076977401,259000,500000,0.043653073,0.054306089,0.293042392
E01000663,0.13,0.193,0.758,0.684,0.175,0.18,0.047101449,0.088973384,257000,470000,0.034947885,0.0541495,-0.670991753
E01000664,0.134,0.248,0.773,0.656,0.151,0.151,0.056338028,0.072908672,272500,550000,0.045848823,0.042656917,-0.277884922
E01000665,0.116,0.187,0.728,0.671,0.158,0.167,0.033179012,0.073089701,320000,474500,0.064215148,0.053850296,-1.467404787
E01000666,0.057,0.102,0.649,0.639,0.252,0.292,0.018404908,0.052533993,435000,660000,0.059857221,0.044838373,-2.300717714
E01000667,0.106,0.126,0.683,0.646,0.226,0.237,0.025044723,0.056236482,925000,920000,0.029048208,0.047101449,-1.542372357
E01000668,0.139,0.234,0.652,0.535,0.115,0.129,0.032690696,0.067383918,287500,393000,0.086556169,0.074124602,-1.678940487
E01000669,0.102,0.182,0.66,0.566,0.125,0.129,0.039363484,0.038793103,250000,480200,0.030915577,0.050732807,-0.023447873
E01000670,0.23,0.345,0.503,0.407,0.142,0.168,0.034907598,0.061797753,468000,710000,0.04063786,0.056800417,-1.127183305
E01000671,0.173,0.314,0.648,0.509,0.183,0.138,0.036392405,0.067759563,248750,463000,0.054732041,0.07661823,-0.784241847
E01000672,0.172,0.277,0.6,0.518,0.198,0.199,0.021043001,0.058216654,265000,435000,0.080921053,0.060334528,-1.877229517
E01000673,0.163,0.215,0.594,0.481,0.138,0.135,0.030411449,0.041990669,292500,575000,0.049013367,0.047791894,0.097545011
E01000674,0.184,0.265,0.606,0.502,0.175,0.144,0.044293015,0.075198843,230750,410000,0.055944056,0.072575848,-0.355635457
E01000675,0.227,0.445219575,0.553,0.537669242,0.134,0.125633398,0.08169464,0.102151742,397500,415500,0.085342529,0.079747003,-1.131731607
E01000676,0.223,0.34,0.587,0.493,0.132,0.093,0.064965197,0.080357143,199975,355000,0.510795455,0.596285435,0.148950464
E01000677,0.176,0.239,0.551,0.474,0.073,0.088,0.039245283,0.053097345,250000,438250,0.188542825,0.254344392,-0.303141112
E01000678,0.163,0.233,0.608,0.484,0.117,0.135,0.033898305,0.050275482,344000,567500,0.040186372,0.045654565,-0.620658794
E01000679,0.133,0.222,0.671,0.552,0.108,0.107,0.022727273,0.047965116,250000,497500,0.041342121,0.035911602,-0.957726032
E01000680,0.05,0.13,0.641,0.602,0.223,0.256,0.018456376,0.044159544,490000,538000,0.068578554,0.036057692,-3.103509705
E01000681,0.095,0.193,0.689,0.594,0.159,0.162,0.015561016,0.038267148,260000,477500,0.014688602,0.017016449,-1.810957172
E01000682,0.077,0.245,0.688,0.596,0.23,0.241,0.019323671,0.061967467,250000,496250,0.035502959,0.030264817,-3.58518162
E01000683,0.161,0.286,0.667,0.598,0.146,0.142,0.051282051,0.080800593,230000,405000,0.016290727,0.025806452,-0.66719053
E01000684,0.163,0.333,0.635,0.516,0.148,0.176,0.028846154,0.040968343,323500,578000,0.024449878,0.013705104,-1.053063545
E01000685,0.076,0.222,0.723,0.628,0.156,0.144,0.035230352,0.06167057,262500,495500,0.056194125,0.038461538,-1.83840287
E01000686,0.081,0.202,0.68,0.595,0.235,0.263,0.02525725,0.058381985,410000,587500,0.035215947,0.020543406,-2.616543414
E01000687,0.066,0.129,0.682,0.608,0.207,0.254,0.028423773,0.048275862,297998,500000,0.041121495,0.039869281,-1.310671986
E01000688,0.086,0.186,0.612,0.538,0.191,0.214,0.024365482,0.050179211,652500,645000,0.030014641,0.029282577,-2.475057302
E01000689,0.151,0.269,0.737,0.668,0.188,0.174,0.056468172,0.096540628,247950,463550,0.110224801,0.04,-0.640728266
E01000690,0.128,0.187,0.644,0.55,0.166,0.191,0.029585799,0.055404178,300000,610000,0.03202847,0.037709497,-0.596830526
E01000691,0.113,0.181,0.721,0.621,0.167,0.172,0.035474593,0.064332248,299950,492500,0.038808039,0.038007864,-0.94193986
E01000692,0.074,0.111,0.634,0.584,0.156,0.182,0.028399312,0.052950076,295000,531000,0.09689677,0.063511084,-0.810015502
E01000693,0.188,0.146,0.668,0.586,0.293,0.367,0.02747792,0.068356375,417500,565000,0.149812734,0.090479406,-1.286300333
E01000694,0.127,0.217,0.572,0.479,0.26,0.19,0.023386342,0.055035773,508900,751250,0.029611351,0.026860414,-1.479124498
E01000695,0.063,0.119,0.593,0.506,0.209,0.217,0.017432647,0.047580645,415000,836250,0.032754011,0.033596838,-1.788216623
E01000696,0.094,0.136,0.535,0.515,0.272,0.284,0.021,0.057101025,525000,850000,0.069215557,0.054668305,-1.62835814
E01000697,0.096,0.185,0.488,0.432,0.181,0.156,0.022088353,0.048763736,295000,502500,0.046855734,0.03200883,-1.407993387
E01000698,0.178,0.315,0.644,0.543,0.26,0.258,0.028571429,0.047034765,660250,968250,0.043918919,0.046940486,-1.098529715
E01000699,0.343,0.372,0.644,0.511,0.069,0.081,0.082116788,0.073316283,212250,391387,0.088598901,0.084722222,0.486178287
E01000700,0.176,0.222,0.598,0.52,0.089,0.12,0.036617262,0.062959935,240000,439250,0.028966425,0.050657895,-0.629310525
E01000701,0.25,0.264,0.645,0.459,0.097,0.101,0.043774319,0.046613896,250000,525000,0.037453184,0.035564854,0.649522231
E01000702,0.188,0.249,0.624,0.454,0.104,0.105,0.034917556,0.042881647,275000,560750,0.027777778,0.031316726,0.204488828
E01000703,0.141,0.267,0.525,0.418,0.097,0.112,0.021793797,0.044843049,270000,542791,0.060024752,0.085118703,-1.299334754
E01000704,0.25,0.281,0.694,0.561,0.129,0.145,0.038498556,0.06835443,269000,475000,0.059876118,0.059651475,-0.449380732
E01000705,0.377,0.407,0.645,0.509,0.097,0.138,0.065173116,0.091734787,238000,435000,0.061503417,0.0615727,-0.292933261
E01000706,0.192,0.253,0.693,0.581,0.135,0.126,0.033057851,0.069153776,173750,500000,0.059139785,0.056752874,0.373138285
E01000707,0.089,0.129,0.496,0.397,0.077,0.099,0.014864865,0.03196347,377500,690000,0.037491479,0.025657895,-1.257204514
E01000708,0.14,0.24,0.656,0.515,0.146,0.156,0.037063953,0.04596835,290000,522500,0.047127179,0.040581466,-0.436237852
E01000709,0.147,0.222,0.577,0.484,0.239,0.217,0.04048583,0.060271647,200000,385000,0.074355083,0.047887324,-0.143042059
E01000710,0.176,0.29,0.517,0.397,0.15,0.136,0.030864198,0.040140492,203500,363875,0.063423645,0.049445865,-0.29897065
E01000711,0.163,0.292,0.533,0.456,0.173,0.169,0.031654676,0.054388133,242975,410000,0.063109581,0.063829787,-0.943509127
E01000712,0.18,0.226,0.52,0.449,0.185,0.194,0.019275251,0.0526658,250000,425500,0.04468599,0.05364201,-1.471044356
E01000713,0.171,0.208,0.523,0.426,0.155,0.157,0.026158445,0.039329465,245500,372500,0.025836759,0.05516872,-0.400943594
E01000714,0.165,0.252,0.541,0.453,0.131,0.14,0.029333333,0.059148701,281000,415000,0.203380877,0.158730159,-1.298201414
E01000715,0.13,0.204,0.533,0.481,0.224,0.215,0.016990291,0.058979457,278250,397500,0.02930622,0.035087719,-2.669404047
E01000716,0.126,0.208,0.562,0.473,0.251,0.266,0.033514493,0.056480811,276000,580000,0.044155844,0.029751063,-0.452733601
E01000717,0.131,0.233,0.555,0.474,0.16,0.185,0.025482625,0.043994413,221500,350000,0.033825338,0.035966981,-1.227133895
E01000718,0.295,0.384,0.657,0.552,0.107,0.111,0.077278732,0.085067319,187250,451000,0.061156235,0.05472155,0.808863627
E01000719,0.18,0.29,0.795,0.667,0.117,0.116,0.064646465,0.090678503,160000,320000,0.157594609,0.179839091,-0.166253493
E01000720,0.2,0.265,0.801,0.672,0.089,0.11,0.105861767,0.115269461,153500,310000,0.142076503,0.15008338,0.20867251
E01000721,0.219,0.357,0.86,0.683,0.118,0.098,0.109135004,0.131244708,159000,297500,0.117602996,0.137952559,0.002019371
E01000722,0.118,0.231,0.814,0.679,0.153,0.141,0.051150895,0.100811908,209995,399750,0.116504854,0.175159236,-1.11229946
E01000723,0.048,0.145,0.831,0.727,0.283,0.304,0.032822757,0.055865922,245000,399910,0.026484751,0.025620496,-2.289951404
E01000724,0.23,0.33,0.832,0.693,0.117,0.111,0.115929204,0.108539505,183500,355000,0.085762332,0.082167832,0.447780239
E01000725,0.1,0.192,0.785,0.701,0.135,0.145,0.057069847,0.104815864,172250,337500,0.088484848,0.084793669,-0.978343294
E01000726,0.098,0.191,0.776,0.694,0.227,0.223,0.03062302,0.075523203,195500,407500,0.038161994,0.049230769,-1.418852785
E01000727,0.093,0.238,0.745,0.637,0.206,0.23,0.039497307,0.054558507,234400,410000,0.089446589,0.10295003,-1.45278652
E01000728,0.136,0.234,0.819,0.706,0.205,0.212,0.062558357,0.093443858,188000,355125,0.152957172,0.146822949,-0.497451998
E01000729,0.168,0.255,0.866,0.714,0.12,0.084,0.117932149,0.119361554,183750,352000,0.117712382,0.141756549,0.510148907
E01000730,0.161,0.267,0.855,0.737,0.082,0.093,0.100612423,0.118175019,190000,360000,0.096571429,0.106463878,-0.210363213
E01000731,0.158,0.211,0.823,0.683,0.13,0.14,0.064893617,0.078212291,199000,448750,0.068181818,0.043196544,0.46731108
E01000732,0.119,0.164,0.731,0.636,0.187,0.172,0.047528517,0.072607261,284000,510000,0.026333558,0.033134526,-0.159778435
E01000733,0.107,0.213,0.807,0.676,0.165,0.156,0.0456942,0.075227964,235000,431500,0.069548872,0.051313378,-0.908603202
E01000734,0.121,0.19,0.725,0.63,0.145,0.143,0.038095238,0.064606742,245000,430000,0.041788856,0.028469751,-0.628314239
E01000735,0.133,0.256,0.845,0.735,0.132,0.123,0.091876209,0.107563025,193000,361500,0.093038822,0.078244275,-0.284489343
E01000736,0.097,0.189,0.815,0.725,0.151,0.123,0.049625468,0.093508501,238000,385000,0.065983344,0.048602673,-1.14009004
E01000737,0.145,0.22,0.804,0.695,0.201,0.154,0.074594595,0.116788321,193500,385000,0.086482558,0.094298246,0.005040872
E01000738,0.144,0.29,0.807,0.692,0.194,0.189,0.038862559,0.088450292,198250,395000,0.16852459,0.07370283,-1.414162031
E01000739,0.173,0.215,0.856,0.745,0.153,0.116,0.095477387,0.140462889,172000,370000,0.086557377,0.088719154,0.549381449
E01000740,0.473,0.445219575,0.634,0.537669242,0.044,0.125633398,0.08169464,0.102151742,172000,318750,0.085342529,0.079747003,-1.345725032
E01000741,0.381,0.387,0.578,0.404,0.059,0.068,0.072924748,0.079303675,194745,310000,0.093614383,0.076190476,0.035024005
E01000742,0.351,0.351,0.56,0.454,0.042,0.067,0.06778607,0.073821692,182750,380000,0.078412391,0.07490458,0.20578028
E01000743,0.39,0.443,0.706,0.614,0.116,0.16,0.11,0.124203822,159000,322500,0.095852018,0.114628821,0.25365684
E01000744,0.413,0.471,0.813,0.672,0.122,0.13,0.129664179,0.149681529,160000,320000,0.086084142,0.101174935,0.466180252
E01000745,0.377,0.351,0.557,0.426,0.08,0.071,0.066423358,0.071195297,235000,395000,0.093258427,0.076144835,0.555286784
E01000746,0.297,0.282,0.531,0.371,0.089,0.095,0.061391542,0.059530968,250000,495000,0.091198303,0.047996042,0.692077727
E01000747,0.06,0.101,0.729,0.705,0.152,0.19,0.043668122,0.070987654,385000,530000,0.064766839,0.063235294,-1.215249051
E01000748,0.041,0.033,0.744,0.715,0.262,0.323,0.033613445,0.060379919,361500,600000,0.053125,0.042016807,-0.213232512
E01000749,0.041,0.088,0.72,0.692,0.256,0.302,0.021201413,0.056712132,315000,625000,0.061868687,0.055245189,-2.055713098
E01000750,0.088,0.167,0.81,0.747,0.185,0.227,0.056066176,0.11026936,250000,375000,0.030687125,0.056125941,-1.669303618
E01000751,0.177,0.275,0.683,0.572,0.191,0.182,0.055555556,0.062889518,285000,480000,0.049652433,0.068752755,-0.116871004
E01000752,0.05,0.129,0.731,0.663,0.308,0.285,0.033333333,0.074688797,267000,437500,0.059412133,0.032935832,-2.200435053
E01000753,0.065,0.151,0.654,0.594,0.287,0.248,0.017706577,0.038734668,257500,645000,0.018794914,0.015584416,-0.961663633
E01000754,0.105,0.214,0.701,0.581,0.205,0.185,0.02832618,0.041047417,250000,500750,0.035098156,0.040875072,-0.557816486
E01000755,0.082,0.17,0.662,0.586,0.243,0.222,0.019474197,0.041952708,415000,530000,0.019973369,0.010989011,-1.978717719
E01000756,0.115,0.216,0.679,0.585,0.208,0.232,0.019195612,0.070554356,375500,1605000,0.100319489,0.074351585,-0.53332939
E01000757,0.054,0.158,0.653,0.565,0.222,0.279,0.011850501,0.034668721,362500,715000,0.018754186,0.015943878,-3.27053822
E01000758,0.095,0.229,0.642,0.533,0.219,0.207,0.017357763,0.039451115,327525,632000,0.024340771,0.019674355,-1.868712599
E01000759,0.053,0.103,0.703,0.615,0.159,0.191,0.017070979,0.04962406,355000,637500,0.040671401,0.026251526,-2.380982457
E01000760,0.065,0.17,0.73,0.668,0.201,0.234,0.027210884,0.060377358,315000,601500,0.077637691,0.039544638,-2.173839342
E01000761,0.071,0.121,0.73,0.658,0.15,0.211,0.021220159,0.053054662,352500,577000,0.021276596,0.033779477,-2.072843688
E01000762,0.165,0.251,0.605,0.521,0.235,0.18,0.037197232,0.049356223,255000,455000,0.01659496,0.027586207,0.031422252
E01000763,0.081,0.144,0.721,0.636,0.159,0.196,0.019102197,0.036752137,365000,704250,0.027491409,0.028531663,-1.122896301
E01000764,0.108,0.218,0.728,0.635,0.184,0.161,0.024955437,0.075895994,275000,543000,0.028518289,0.046524357,-2.087981234
E01000765,0.065,0.132,0.669,0.586,0.166,0.186,0.023751024,0.054813774,330000,530000,0.078500293,0.071029083,-1.977105209
E01000766,0.072,0.133,0.683,0.584,0.18,0.205,0.017312448,0.03460452,385000,672500,0.021536671,0.024838013,-1.383129595
E01000767,0.074,0.108,0.654,0.588,0.159,0.211,0.017482517,0.050458716,362500,700000,0.025547445,0.030599755,-1.842624965
E01000768,0.069,0.11,0.612,0.582,0.199,0.234,0.02688172,0.044189853,213750,655000,0.024421594,0.027986348,0.601363062
E01000769,0.161,0.261,0.704,0.601,0.119,0.154,0.089369708,0.120460585,342250,535000,0.188466948,0.247826087,-0.846248212
E01000770,0.101,0.159,0.531,0.476,0.295,0.317,0.026052104,0.054347826,392000,685000,0.048353189,0.051677852,-1.091083273
E01000771,0.182,0.191,0.596,0.495,0.157,0.209,0.032828283,0.040847201,350000,740000,0.072560976,0.048214286,0.319893296
E01000772,0.124,0.177,0.566,0.501,0.29,0.321,0.026574803,0.058605341,349995,467500,0.01980198,0.025802391,-1.518720814
E01000773,0.123,0.149,0.661,0.545,0.211,0.212,0.026838966,0.026527331,385000,645000,0.03022339,0.022584693,0.295322835
E01000774,0.174,0.222,0.702,0.597,0.142,0.16,0.028248588,0.055272109,315000,542500,0.066712049,0.061497326,-0.786605713
E01000775,0.193,0.234,0.658,0.533,0.146,0.176,0.025210084,0.058888277,358500,715000,0.05792014,0.061923584,-0.94936476
E01000777,0.156,0.209,0.708,0.599,0.146,0.154,0.025500911,0.044515103,327500,543500,0.047193878,0.038626609,-0.634578909
E01000778,0.173,0.248,0.751,0.66,0.135,0.141,0.042780749,0.068303914,270000,520000,0.049180328,0.085223789,-0.269820292
E01000779,0.199,0.283,0.664,0.533,0.211,0.228,0.046286329,0.072236728,185000,470000,0.276198213,0.081412104,0.27992281
E01000780,0.228,0.314,0.766,0.648,0.15,0.152,0.069943289,0.093823299,213750,465500,0.06922043,0.063432836,0.291784859
E01000781,0.192,0.271,0.84,0.716,0.116,0.095,0.073146293,0.108199493,175000,365000,0.074914089,0.0498132,0.228450924
E01000782,0.223,0.334,0.846,0.712,0.131,0.105,0.096016343,0.12414966,179000,341250,0.097728837,0.113020489,0.155742081
E01000783,0.184,0.274,0.842,0.701,0.128,0.088,0.08734053,0.092985318,175500,362000,0.068692206,0.047110553,0.653959542
E01000784,0.122,0.196,0.691,0.599,0.112,0.136,0.030136986,0.054635762,285000,530000,0.04313205,0.026779882,-0.907248252
