lsoa2011:E01004535 : Wandsworth 007A,32.5
lsoa2011:E01004537 : Wandsworth 007B,48.6
lsoa2011:E01004538 : Wandsworth 007C,55.2
lsoa2011:E01004541 : Wandsworth 007D,46.1
lsoa2011:E01004534 : Wandsworth 008A,84.6
lsoa2011:E01004536 : Wandsworth 008B,59.4
lsoa2011:E01004552 : Wandsworth 008C,85.8
lsoa2011:E01004585 : Wandsworth 008D,83.2
lsoa2011:E01004588 : Wandsworth 008E,84.7
lsoa2011:E01004554 : Wandsworth 009A,87.1
lsoa2011:E01004556 : Wandsworth 009B,89.6
lsoa2011:E01004586 : Wandsworth 009C,85.4
lsoa2011:E01004587 : Wandsworth 009D,84.6
lsoa2011:E01004589 : Wandsworth 009E,89.2
lsoa2011:E01004509 : Wandsworth 010A,77.3
lsoa2011:E01004511 : Wandsworth 010B,86.1
lsoa2011:E01004602 : Wandsworth 010C,86.3
lsoa2011:E01004609 : Wandsworth 010E,84.5
lsoa2011:E01033093 : Wandsworth 010F,85.4
lsoa2011:E01033135 : Wandsworth 010G,89.6
lsoa2011:E01004506 : Wandsworth 011A,81.2
lsoa2011:E01004638 : Wandsworth 011B,88.8
lsoa2011:E01004639 : Wandsworth 011C,82.7
lsoa2011:E01004640 : Wandsworth 011D,86.1
lsoa2011:E01004641 : Wandsworth 011E,79.5
lsoa2011:E01004508 : Wandsworth 012A,81.1
lsoa2011:E01004510 : Wandsworth 012B,78.5
lsoa2011:E01004514 : Wandsworth 012C,85.5
lsoa2011:E01004515 : Wandsworth 012D,67.6
lsoa2011:E01004551 : Wandsworth 012E,70.2
lsoa2011:E01004568 : Wandsworth 013A,65.3
lsoa2011:E01004574 : Wandsworth 013B,52.5
lsoa2011:E01004575 : Wandsworth 013C,69
lsoa2011:E01004576 : Wandsworth 013D,70.7
lsoa2011:E01004500 : Wandsworth 014A,81
lsoa2011:E01004501 : Wandsworth 014B,77.6
lsoa2011:E01004503 : Wandsworth 014C,80.3
lsoa2011:E01004505 : Wandsworth 014D,78.2
lsoa2011:E01004507 : Wandsworth 014E,79.6
lsoa2011:E01004553 : Wandsworth 015A,85.3
lsoa2011:E01004557 : Wandsworth 015B,86.3
lsoa2011:E01004558 : Wandsworth 015C,86.6
lsoa2011:E01004559 : Wandsworth 015D,88.2
lsoa2011:E01004619 : Wandsworth 015E,89.7
lsoa2011:E01004572 : Wandsworth 016A,71.7
lsoa2011:E01004642 : Wandsworth 016B,78.1
lsoa2011:E01004643 : Wandsworth 016C,64.1
lsoa2011:E01004644 : Wandsworth 016D,80.1
lsoa2011:E01004645 : Wandsworth 016E,63.7
lsoa2011:E01004477 : Wandsworth 017A,92
lsoa2011:E01004478 : Wandsworth 017B,84.5
lsoa2011:E01004479 : Wandsworth 017C,88.4
lsoa2011:E01004550 : Wandsworth 017D,77.1
lsoa2011:E01004555 : Wandsworth 017E,88.6
lsoa2011:E01004494 : Wandsworth 018A,72
lsoa2011:E01004513 : Wandsworth 018B,65.2
lsoa2011:E01004600 : Wandsworth 018C,44.9
lsoa2011:E01004601 : Wandsworth 018D,69.9
lsoa2011:E01004493 : Wandsworth 019A,78.2
lsoa2011:E01004512 : Wandsworth 019B,83.5
lsoa2011:E01004620 : Wandsworth 019C,80.8
lsoa2011:E01004621 : Wandsworth 019D,83.3
lsoa2011:E01004623 : Wandsworth 019E,84.4
lsoa2011:E01004627 : Wandsworth 019F,85.7
lsoa2011:E01004499 : Wandsworth 020A,79.1
lsoa2011:E01004502 : Wandsworth 020B,83
lsoa2011:E01004504 : Wandsworth 020C,73.5
lsoa2011:E01004594 : Wandsworth 020D,81.2
lsoa2011:E01004596 : Wandsworth 020E,83.7
lsoa2011:E01004629 : Wandsworth 020F,74.9
lsoa2011:E01004472 : Wandsworth 021A,81.9
lsoa2011:E01004474 : Wandsworth 021B,74.7
lsoa2011:E01004476 : Wandsworth 021C,75.2
lsoa2011:E01004542 : Wandsworth 021D,85.4
lsoa2011:E01004544 : Wandsworth 021E,80.7
lsoa2011:E01004628 : Wandsworth 022A,67.8
lsoa2011:E01004630 : Wandsworth 022B,55.5
lsoa2011:E01004631 : Wandsworth 022C,68
lsoa2011:E01004633 : Wandsworth 022D,52.8
lsoa2011:E01004569 : Wandsworth 023A,68.3
lsoa2011:E01004570 : Wandsworth 023B,59
lsoa2011:E01004571 : Wandsworth 023C,65.4
lsoa2011:E01004573 : Wandsworth 023D,68.4
lsoa2011:E01004495 : Wandsworth 024A,48.3
lsoa2011:E01004496 : Wandsworth 024B,82.3
lsoa2011:E01004497 : Wandsworth 024C,80.1
lsoa2011:E01004622 : Wandsworth 024D,68.3
lsoa2011:E01004624 : Wandsworth 024E,82.8
lsoa2011:E01004593 : Wandsworth 025A,77
lsoa2011:E01004595 : Wandsworth 025B,81.5
lsoa2011:E01004597 : Wandsworth 025C,78.8
lsoa2011:E01004598 : Wandsworth 025D,84.7
lsoa2011:E01004599 : Wandsworth 025E,88.1
lsoa2011:E01004473 : Wandsworth 026A,79.1
lsoa2011:E01004475 : Wandsworth 026B,73.3
lsoa2011:E01004480 : Wandsworth 026C,76.5
lsoa2011:E01004483 : Wandsworth 026D,66
lsoa2011:E01004484 : Wandsworth 026E,75.1
lsoa2011:E01004486 : Wandsworth 026F,80
lsoa2011:E01004543 : Wandsworth 027A,86.9
lsoa2011:E01004545 : Wandsworth 027B,83.6
lsoa2011:E01004546 : Wandsworth 027C,80.7
lsoa2011:E01004549 : Wandsworth 027D,71.5
lsoa2011:E01004625 : Wandsworth 027E,93.4
lsoa2011:E01004626 : Wandsworth 027F,79.9
lsoa2011:E01004632 : Wandsworth 028A,78.5
lsoa2011:E01004634 : Wandsworth 028B,73.7
lsoa2011:E01004635 : Wandsworth 028C,72.1
lsoa2011:E01004636 : Wandsworth 028D,70.7
lsoa2011:E01004637 : Wandsworth 028E,71.7
lsoa2011:E01004481 : Wandsworth 029A,68.6
lsoa2011:E01004488 : Wandsworth 029B,75
lsoa2011:E01004547 : Wandsworth 029C,67.6
lsoa2011:E01004548 : Wandsworth 029D,73.8
lsoa2011:E01004482 : Wandsworth 030A,64.6
