LSOA Code,2011_summary,2021_summary,Population_2021,Population_2011,crime_2011,crime_2021
E01003698,43,51,1513,1388,0.030979827089337175,0.033707865168539325
E01003699,188,111,1559,1420,0.1323943661971831,0.07119948685054522
E01003700,240,144,2565,2258,0.10628875110717449,0.056140350877192984
E01003701,175,166,2017,1796,0.09743875278396437,0.08230044620723848
E01003702,105,97,2262,1625,0.06461538461538462,0.04288240495137047
E01003703,89,84,2636,2529,0.03519177540529854,0.03186646433990895
E01003704,123,151,2018,1691,0.07273802483737433,0.07482656095143707
E01003705,203,169,2406,2215,0.09164785553047404,0.07024106400665005
E01003706,116,72,1720,1602,0.07240948813982521,0.04186046511627907
E01003707,100,61,1539,1342,0.07451564828614009,0.0396361273554256
E01003708,131,133,2053,1483,0.08833445718138908,0.06478324403312226
E01003709,74,58,1776,1629,0.04542664211172499,0.03265765765765766
E01003710,74,51,1506,1520,0.04868421052631579,0.03386454183266932
E01003711,144,129,1913,1820,0.07912087912087912,0.06743335075797177
E01003712,103,83,1517,1361,0.07567964731814843,0.05471324983520105
E01003713,104,98,1875,1762,0.05902383654937571,0.05226666666666667
E01003714,183,210,2412,2205,0.08299319727891157,0.08706467661691543
E01003715,125,156,2187,2027,0.061667488899852,0.07133058984910837
E01003716,147,115,1822,1727,0.08511870295309786,0.06311745334796927
E01003718,104,128,2015,1878,0.055378061767838126,0.06352357320099256
E01003719,235,238,2396,1984,0.1184475806451613,0.0993322203672788
E01003720,211,193,1923,1775,0.11887323943661972,0.10036401456058243
E01003721,114,119,1913,1660,0.06867469879518072,0.06220595922634605
E01003722,100,113,2366,1783,0.056085249579360626,0.04775993237531699
E01003723,127,171,1977,1745,0.07277936962750717,0.08649468892261002
E01003724,82,63,1478,1378,0.059506531204644414,0.04262516914749662
E01003725,92,87,1747,1501,0.06129247168554297,0.04979965655409273
E01003726,228,190,2506,1528,0.14921465968586387,0.07581803671189145
E01003727,66,123,1772,1604,0.04114713216957606,0.06941309255079006
E01003729,235,298,1748,1777,0.13224535734383794,0.17048054919908467
E01003730,84,126,1842,1720,0.04883720930232558,0.06840390879478828
E01003731,117,105,1382,1482,0.07894736842105263,0.07597684515195369
E01003732,135,133,1829,1669,0.08088675853804674,0.07271733187534171
E01003733,179,151,1844,1790,0.1,0.08188720173535792
E01003734,185,184,1845,1816,0.10187224669603524,0.0997289972899729
E01003735,206,187,2108,2386,0.08633696563285834,0.08870967741935484
E01003736,89,78,2020,1686,0.0527876631079478,0.03861386138613861
E01003737,129,112,2937,1797,0.07178631051752922,0.03813415049370106
E01003738,132,113,2381,2138,0.0617399438727783,0.04745905081898362
E01003739,168,181,2386,2154,0.07799442896935933,0.07585917854149203
E01003740,186,174,2236,2075,0.08963855421686746,0.0778175313059034
E01003741,105,103,2047,1747,0.06010303377218088,0.05031753786028334
E01003742,111,124,2398,2127,0.05218617771509168,0.05170975813177648
E01003743,154,138,1870,1796,0.08574610244988864,0.07379679144385026
E01003744,38,44,1464,1336,0.02844311377245509,0.030054644808743168
E01003745,44,34,1417,1438,0.030598052851182198,0.02399435426958363
E01003746,133,71,1613,1479,0.08992562542258282,0.04401735895846249
E01003747,26,31,1383,1344,0.019345238095238096,0.022415039768618944
E01003748,110,108,1641,1533,0.07175472928897586,0.06581352833638025
E01003749,53,57,1767,1614,0.03283767038413878,0.03225806451612903
E01003750,146,137,1934,1661,0.08789885611077664,0.07083764219234746
E01003751,135,132,2280,1978,0.06825075834175935,0.05789473684210526
E01003752,133,138,2781,2530,0.05256916996047431,0.04962243797195254
E01003753,97,67,1986,1998,0.04854854854854855,0.033736153071500505
E01003754,106,59,1723,1634,0.06487148102815178,0.03424260011607661
E01003755,202,158,2374,2026,0.09970384995064166,0.06655433866891322
E01003756,142,155,2499,2144,0.06623134328358209,0.06202480992396959
E01003757,139,140,2169,2027,0.06857424765663542,0.06454587367450439
E01003759,53,37,1586,1461,0.03627652292950034,0.023329129886506934
E01003760,166,90,1910,1795,0.09247910863509749,0.04712041884816754
E01003761,89,122,1847,1797,0.04952698942682248,0.0660530590146183
E01003762,103,85,1730,1623,0.06346272335181762,0.049132947976878616
E01003763,133,132,2017,1884,0.07059447983014862,0.06544372830937036
E01003764,110,114,2110,1996,0.05511022044088176,0.05402843601895735
E01003765,99,103,1972,1593,0.062146892655367235,0.052231237322515216
E01003766,67,81,2158,1923,0.034841393655746226,0.037534754402224285
E01003767,243,231,2225,1896,0.1281645569620253,0.10382022471910113
E01003768,139,258,1884,1777,0.07822172200337647,0.13694267515923567
E01003769,287,235,1898,1756,0.16343963553530752,0.1238145416227608
E01003770,247,576,2864,2664,0.09271771771771772,0.2011173184357542
E01003771,114,146,1825,1963,0.058074375955170655,0.08
E01003772,94,107,1799,1712,0.054906542056074766,0.05947748749305169
E01003773,130,149,1829,1690,0.07692307692307693,0.08146528157463094
E01003774,94,50,1961,1783,0.05272013460459899,0.025497195308516064
E01003775,64,61,1658,1746,0.03665521191294387,0.0367913148371532
E01003776,117,121,1713,1657,0.07060953530476766,0.07063631056625802
E01003777,93,102,1793,1790,0.05195530726256983,0.05688789737869492
E01003778,272,299,1944,1858,0.14639397201291712,0.15380658436213993
E01003779,97,86,1637,1582,0.06131479140328698,0.05253512522907758
E01003780,36,41,1565,1517,0.023731048121292023,0.02619808306709265
E01003781,244,290,2007,1680,0.14523809523809525,0.14449427005480817
E01003782,108,118,1729,1773,0.06091370558375635,0.06824754193175246
E01003783,795,1088,2549,2282,0.3483786152497809,0.42683405256963514
E01003784,83,115,2026,1778,0.046681664791901015,0.056762092793682134
E01003785,180,206,2055,1942,0.09268795056642637,0.10024330900243308
E01003786,89,66,1619,1426,0.06241234221598878,0.04076590487955528
E01003787,101,76,1672,1545,0.06537216828478964,0.045454545454545456
E01003788,188,275,1854,1886,0.09968186638388123,0.1483279395900755
E01003789,110,79,1420,1446,0.07607192254495158,0.05563380281690141
E01003790,118,75,1528,1419,0.08315715292459479,0.04908376963350786
E01003791,142,79,1533,1488,0.09543010752688172,0.051532941943900845
E01003792,109,70,1408,1417,0.07692307692307693,0.04971590909090909
E01003793,223,94,1584,1556,0.14331619537275064,0.059343434343434344
E01003794,72,65,1537,1476,0.04878048780487805,0.04229017566688354
E01003795,103,86,1260,1180,0.08728813559322034,0.06825396825396825
E01003796,118,60,1587,1574,0.07496823379923762,0.03780718336483932
E01003797,64,49,1417,1476,0.04336043360433604,0.03458009880028229
E01003798,81,81,1394,1503,0.05389221556886228,0.05810616929698709
E01003799,152,103,1611,1623,0.09365372766481823,0.06393544382371198
E01003800,61,99,1508,1579,0.038632045598480054,0.0656498673740053
E01003801,127,33,1267,1324,0.09592145015105741,0.026045777426992895
E01003802,29,26,1397,1330,0.02180451127819549,0.018611309949892626
E01003803,70,75,1561,1478,0.04736129905277402,0.048046124279308135
E01003804,59,62,1894,1773,0.03327693175408911,0.03273495248152059
E01003805,67,49,1754,1669,0.040143798681845415,0.027936145952109463
E01003806,71,81,1462,1602,0.04431960049937578,0.05540355677154583
E01003807,194,160,1985,1815,0.1068870523415978,0.08060453400503778
E01003808,77,66,1853,1802,0.04273029966703663,0.035617916891527254
E01003809,112,66,1736,1732,0.06466512702078522,0.038018433179723504
E01003810,61,52,1606,1601,0.038101186758276076,0.0323785803237858
E01003811,39,60,1831,1562,0.02496798975672215,0.03276897870016385
E01003812,66,95,1845,1844,0.03579175704989154,0.051490514905149054
E01003813,42,58,1602,1629,0.02578268876611418,0.03620474406991261
E01003814,43,57,1789,1708,0.025175644028103045,0.03186137506987144
E01003815,125,131,2024,1808,0.06913716814159292,0.06472332015810277
E01003816,117,90,1713,1704,0.06866197183098592,0.05253940455341506
E01003817,157,137,1973,1917,0.08189880020865936,0.06943740496705525
E01003818,51,49,1648,1560,0.032692307692307694,0.029733009708737865
E01003819,165,87,1779,1684,0.09798099762470308,0.048903878583473864
E01003820,92,78,2040,1950,0.04717948717948718,0.03823529411764706
E01003821,78,98,1687,1519,0.051349572086899276,0.058091286307053944
E01003822,51,32,1475,1445,0.03529411764705882,0.02169491525423729
E01003823,155,145,1683,1629,0.09515039901780234,0.08615567439096851
E01003824,70,47,1619,1656,0.042270531400966184,0.029030265596046944
E01003825,70,43,1757,1762,0.039727582292849034,0.024473534433693798
E01003826,66,109,1778,1764,0.03741496598639456,0.06130483689538808
E01003827,122,82,1954,1729,0.07056101792943899,0.04196519959058342
E01003828,64,44,1540,1518,0.04216073781291173,0.02857142857142857
E01003829,250,161,1665,1680,0.1488095238095238,0.0966966966966967
E01003830,65,79,1891,1758,0.036973833902161544,0.04177683765203596
E01003831,97,73,1705,1618,0.05995055624227441,0.04281524926686217
E01003832,64,111,1520,1435,0.0445993031358885,0.07302631578947369
E01003833,77,88,1469,1388,0.05547550432276657,0.059904697072838665
E01003834,169,95,1587,1717,0.09842748980780432,0.05986137366099559
E01003835,50,74,1615,1528,0.032722513089005235,0.045820433436532505
E01003836,60,38,1362,1505,0.03986710963455149,0.027900146842878122
E01003837,67,100,2096,1801,0.03720155469183787,0.04770992366412214
E01003838,88,57,1771,1794,0.04905239687848383,0.032185206098249576
E01003839,89,119,2256,1872,0.04754273504273504,0.05274822695035461
E01003840,81,54,1816,1598,0.05068836045056321,0.02973568281938326
E01003841,145,153,2133,1947,0.07447354904982023,0.07172995780590717
E01003842,87,101,1716,1681,0.05175490779298037,0.058857808857808856
E01003843,106,106,2203,2053,0.051631758402338045,0.048116205174761686
E01003844,102,87,1480,1447,0.07049067035245335,0.05878378378378379
E01003845,74,59,1741,1622,0.04562268803945746,0.03388856978747846
E01003846,77,68,1695,1732,0.044457274826789836,0.040117994100294985
E01003847,136,145,1671,1595,0.08526645768025079,0.08677438659485338
E01003848,92,66,1901,1826,0.050383351588170866,0.034718569174118884
E01003849,65,58,1534,1533,0.042400521852576645,0.03780964797913951
E01003851,101,75,1586,1683,0.06001188354129531,0.04728877679697352
E01003852,84,99,1363,1329,0.06320541760722348,0.07263389581804842
E01003853,82,74,1414,1539,0.05328135152696556,0.05233380480905234
E01003854,98,155,1425,1417,0.06916019760056458,0.10877192982456141
E01003855,122,110,1933,1695,0.071976401179941,0.056906363166063116
E01003856,58,48,1684,1581,0.036685641998734975,0.028503562945368172
E01003857,66,58,1877,1757,0.037564029595902104,0.03090037293553543
E01003858,106,68,1664,1646,0.06439854191980558,0.040865384615384616
E01003859,60,59,1611,1624,0.03694581280788178,0.03662321539416512
E01003860,176,136,1728,1708,0.10304449648711944,0.0787037037037037
E01003861,101,98,1968,1775,0.056901408450704224,0.049796747967479675
E01003862,76,179,1951,1392,0.05459770114942529,0.09174782162993336
E01003863,102,57,1425,1424,0.07162921348314606,0.04
E01003864,118,95,1458,1470,0.08027210884353742,0.06515775034293553
E01003865,92,87,1447,1307,0.0703902065799541,0.060124395300621976
E01003866,52,45,1686,1592,0.032663316582914576,0.026690391459074734
E01003867,106,139,1600,1502,0.07057256990679095,0.086875
E01003868,74,76,1597,1515,0.04884488448844884,0.047589229805886035
E01003869,70,72,1653,1630,0.04294478527607362,0.043557168784029036
E01003870,89,96,2090,1870,0.04759358288770053,0.045933014354066985
E01003871,83,44,1743,1656,0.050120772946859904,0.025243832472748137
E01003872,85,84,1564,1454,0.05845942228335626,0.05370843989769821
E01003873,67,122,1660,1673,0.04004781829049611,0.07349397590361446
E01003874,65,51,1537,1547,0.04201680672268908,0.03318152244632401
E01003875,84,82,1688,1613,0.052076875387476754,0.0485781990521327
E01003876,863,865,1877,1597,0.5403882279273639,0.460841768779968
E01003877,33,38,1456,1483,0.022252191503708697,0.0260989010989011
E01003878,106,119,1478,1397,0.07587687902648532,0.08051420838971583
E01003879,55,55,1428,1553,0.03541532517707663,0.03851540616246499
E01003880,47,54,1549,1464,0.03210382513661202,0.03486120077469335
E01003881,52,35,1826,1847,0.028153762858689767,0.019167579408543262
E01003882,81,130,1984,1805,0.04487534626038781,0.0655241935483871
E01003883,71,89,2005,1803,0.03937881308929562,0.044389027431421445
E01003884,68,92,1751,1592,0.04271356783919598,0.052541404911479156
E01003885,72,47,1532,1516,0.047493403693931395,0.030678851174934726
E01003886,106,66,1626,1698,0.0624263839811543,0.04059040590405904
E01003887,112,79,1799,1729,0.06477732793522267,0.04391328515842134
E01003888,191,170,2065,1908,0.100104821802935,0.08232445520581114
E01003889,71,69,1629,1774,0.040022547914317926,0.0423572744014733
E01003890,36,39,1627,1522,0.023653088042049936,0.023970497848801474
E01003891,57,79,1771,1714,0.03325554259043174,0.044607566346696784
E01003892,45,39,2108,2012,0.022365805168986085,0.018500948766603416
E01003893,79,52,1625,1618,0.04882571075401731,0.032
E01003894,62,62,1632,1660,0.03734939759036145,0.03799019607843137
E01003895,83,82,1739,1721,0.04822777454968042,0.047153536515238646
E01003896,290,279,1914,1660,0.1746987951807229,0.14576802507836992
E01003897,154,226,1966,1779,0.0865654862282181,0.11495422177009156
E01003898,77,72,1724,1503,0.05123087159015303,0.04176334106728538
E01003899,38,77,1477,1382,0.027496382054992764,0.052132701421800945
E01003900,95,97,1698,1563,0.060780550223928344,0.05712603062426384
E01003901,37,55,1812,1644,0.022506082725060828,0.030353200883002206
E01003902,60,72,1386,1298,0.046224961479198766,0.05194805194805195
E01003903,124,130,1662,1633,0.07593386405388855,0.07821901323706378
E01003904,55,72,1611,1550,0.035483870967741936,0.0446927374301676
E01003905,89,70,1307,1448,0.06146408839779006,0.05355776587605203
E01003906,92,76,1709,1627,0.05654578979717271,0.044470450555880635
E01003907,101,78,1693,1691,0.05972797161442933,0.04607206142941524
E01003908,86,83,1798,1824,0.047149122807017545,0.046162402669632924
E01003909,121,158,1638,1568,0.07716836734693877,0.09645909645909646
E01003910,39,40,1660,1621,0.024059222702035782,0.024096385542168676
E01003911,136,118,2110,1983,0.06858295511850732,0.055924170616113746
E01003912,92,79,1953,1596,0.05764411027568922,0.04045058883768561
E01003913,337,349,2075,1852,0.18196544276457882,0.16819277108433736
E01003914,159,153,1862,1847,0.08608554412560909,0.08216970998925886
E01003915,148,160,1854,1940,0.07628865979381444,0.08629989212513485
E01003916,260,188,2409,2194,0.11850501367365543,0.07804068078040681
E01003917,154,110,1891,1788,0.08612975391498881,0.05817028027498678
E01003918,146,124,1491,1603,0.09107922645040549,0.08316566063044936
E01003919,212,176,1551,1784,0.11883408071748879,0.11347517730496454
E01003920,155,138,2070,1847,0.08391987005955603,0.06666666666666667
E01003921,524,450,1897,1459,0.3591501028101439,0.23721665788086452
E01003922,286,263,2248,1924,0.14864864864864866,0.11699288256227758
E01003923,160,172,1635,1745,0.09169054441260745,0.10519877675840979
E01003924,206,130,2114,1926,0.10695742471443406,0.06149479659413434
E01003925,88,84,1993,1339,0.06572068707991038,0.042147516307074764
E01003926,120,115,1412,1431,0.08385744234800839,0.08144475920679886
E01003929,926,846,1981,2121,0.4365865157944366,0.4270570418980313
E01003930,184,191,1966,1511,0.12177365982792852,0.09715157680569685
E01003932,414,266,1534,1579,0.2621912602913236,0.17340286831812254
E01003933,247,262,2374,1766,0.13986409966024915,0.11036225779275484
E01003934,405,582,1998,1419,0.2854122621564482,0.2912912912912913
E01003935,242,211,1291,1352,0.17899408284023668,0.16343919442292795
E01003936,86,100,1639,1866,0.04608788853161844,0.06101281269066504
E01003937,248,219,1503,1563,0.15866922584772872,0.14570858283433133
E01003938,122,94,1833,1822,0.06695938529088913,0.05128205128205128
E01003939,652,509,1962,1860,0.35053763440860214,0.2594291539245668
E01003940,83,111,1566,1494,0.05555555555555555,0.07088122605363985
E01003941,174,199,1964,1904,0.09138655462184873,0.10132382892057026
E01003942,131,113,1899,1652,0.07929782082324455,0.05950500263296472
E01003943,110,132,1494,1374,0.08005822416302766,0.08835341365461848
E01003945,147,75,1787,1661,0.0885009030704395,0.041969781757134866
E01003946,133,96,1896,1766,0.0753114382785957,0.05063291139240506
E01003947,103,108,1601,1520,0.06776315789473684,0.06745783885071831
E01003948,305,115,1748,1562,0.19526248399487836,0.06578947368421052
E01003949,124,99,1884,1870,0.06631016042780749,0.052547770700636945
E01003950,104,109,1990,1905,0.05459317585301837,0.054773869346733665
E01003951,168,76,1508,1526,0.11009174311926606,0.050397877984084884
E01003952,211,184,1644,1645,0.12826747720364742,0.11192214111922141
E01003953,197,164,1996,2076,0.09489402697495183,0.08216432865731463
E01003954,54,63,1627,1593,0.03389830508474576,0.03872157344806392
E01003955,73,74,1838,1818,0.040154015401540157,0.04026115342763874
E01003956,78,83,1837,1688,0.0462085308056872,0.045182362547632006
E01003957,76,63,1814,1790,0.042458100558659215,0.034729878721058434
E01003958,130,130,1960,1720,0.0755813953488372,0.0663265306122449
E01003960,139,148,1788,1872,0.07425213675213675,0.08277404921700224
E01003961,207,247,2064,2046,0.10117302052785923,0.11967054263565892
E01003963,182,151,1704,1649,0.11036992116434202,0.0886150234741784
E01003966,285,235,2167,1955,0.14578005115089515,0.10844485463774804
E01003969,476,457,2388,1867,0.25495447241564007,0.19137353433835846
E01003971,145,116,1432,1800,0.08055555555555556,0.08100558659217877
E01003972,136,148,1446,1659,0.08197709463532249,0.10235131396957123
E01003973,253,316,1653,1644,0.15389294403892945,0.191167574107683
E01003975,129,129,1788,1635,0.07889908256880734,0.07214765100671142
E01003976,183,271,2354,1967,0.09303507880020336,0.11512319456244689
E01003977,170,157,1872,1676,0.10143198090692124,0.08386752136752136
E01003979,168,271,2049,1796,0.0935412026726058,0.13225963884821865
E01003980,303,247,2013,1924,0.15748440748440748,0.12270243417784402
E01003981,362,668,1514,1691,0.21407451212300413,0.44121532364597094
E01003983,198,119,1888,2014,0.09831181727904667,0.06302966101694915
E01003984,405,217,2314,2001,0.20239880059970014,0.09377700950734659
E01003986,176,164,1546,1238,0.1421647819063005,0.10608020698576973
E01003987,113,132,1835,1778,0.06355455568053993,0.07193460490463215
E01003988,396,283,2052,2193,0.18057455540355677,0.13791423001949318
E01003989,272,250,2248,1952,0.13934426229508196,0.11120996441281139
E01003990,210,134,2319,2121,0.09900990099009901,0.057783527382492456
E01003991,84,73,1290,1214,0.06919275123558484,0.056589147286821705
E01003992,79,87,1578,1496,0.052807486631016046,0.055133079847908745
E01003993,105,95,2021,1721,0.061011040092969204,0.047006432459178626
E01003994,337,347,1825,1502,0.22436750998668442,0.19013698630136985
E01003995,129,110,1352,1388,0.09293948126801153,0.08136094674556213
E01003997,171,102,1275,1226,0.13947797716150082,0.08
E01003998,135,120,1393,1337,0.10097232610321616,0.08614501076812635
E01003999,75,83,1455,1451,0.051688490696071676,0.0570446735395189
E01004000,125,131,1972,1878,0.06656017039403621,0.06643002028397565
E01004001,120,107,1780,1726,0.06952491309385864,0.060112359550561795
E01004002,86,68,1683,1613,0.053316800991940486,0.04040404040404041
E01004003,198,194,1834,1707,0.11599297012302284,0.10577971646673937
E01004004,217,170,2612,2504,0.08666134185303515,0.06508422664624809
E01004005,311,256,2323,2214,0.14046973803071364,0.11020232458028412
E01004006,166,79,1864,1971,0.08422120750887874,0.04238197424892704
E01004007,77,80,1439,1268,0.06072555205047318,0.05559416261292564
E01004008,194,146,2105,2146,0.09040074557315937,0.06935866983372922
E01004010,419,265,1491,1531,0.2736773350751143,0.17773306505700873
E01004011,149,111,2090,2102,0.07088487155090391,0.053110047846889955
E01004012,175,151,2354,2476,0.07067851373182553,0.06414613423959219
E01004013,239,108,1688,1657,0.14423657211828605,0.06398104265402843
E01004014,115,120,2172,1786,0.06438969764837627,0.055248618784530384
E01004015,130,140,1807,1557,0.08349389852280026,0.0774764803541782
E01004016,161,126,2560,2330,0.06909871244635193,0.04921875
E01004017,88,87,1651,1554,0.05662805662805663,0.052695336159903086
E01004018,109,70,1897,1897,0.05745914602003163,0.03690036900369004
E01004019,116,117,2111,2305,0.05032537960954447,0.05542396968261488
E01004020,102,109,1736,1726,0.05909617612977984,0.06278801843317973
E01004021,173,164,2065,2095,0.08257756563245823,0.07941888619854721
E01004023,238,203,1635,1548,0.15374677002583978,0.12415902140672783
E01004024,195,144,2027,1873,0.10411105178857448,0.0710409472126295
E01004028,135,233,2379,1654,0.08162031438935913,0.09794031105506515
E01004029,116,116,1950,1845,0.06287262872628727,0.059487179487179485
E01004030,121,119,1528,1460,0.08287671232876713,0.07787958115183247
E01004031,497,660,2610,2070,0.2400966183574879,0.25287356321839083
E01004032,96,77,1469,1716,0.055944055944055944,0.05241660993873383
E01004033,128,206,2422,1522,0.08409986859395532,0.08505367464905036
E01004034,144,151,1557,1539,0.0935672514619883,0.09698137443802184
E01004035,163,157,1484,1616,0.10086633663366337,0.10579514824797843
E01004036,165,233,2109,2015,0.08188585607940446,0.11047889995258417
E01004037,194,155,2008,1963,0.09882832399388691,0.07719123505976096
E01004038,194,159,2326,2340,0.0829059829059829,0.06835769561478934
E01004039,137,95,1557,1578,0.08681875792141952,0.06101477199743096
E01004040,322,320,1899,1778,0.18110236220472442,0.16850974196945762
E01004041,88,94,1616,1663,0.052916416115454,0.05816831683168317
E01004042,319,239,1992,1715,0.18600583090379008,0.11997991967871485
E01004043,120,140,1363,1366,0.08784773060029283,0.10271460014673514
E01004044,97,141,1429,1403,0.0691375623663578,0.0986703988803359
E01004045,76,91,1577,1520,0.05,0.05770450221940393
E01004046,122,91,1541,1626,0.07503075030750307,0.05905256327060351
E01004047,127,55,1630,1595,0.07962382445141065,0.03374233128834356
E01004048,190,132,1612,1589,0.11957205789804909,0.08188585607940446
E01004049,85,55,1340,1686,0.05041518386714116,0.041044776119402986
E01004050,87,67,1411,1479,0.058823529411764705,0.04748405386250886
E01004051,72,74,1301,1389,0.05183585313174946,0.0568793235972329
E01004052,145,151,1763,1769,0.08196721311475409,0.08564946114577425
E01004053,137,115,1846,1844,0.07429501084598698,0.06229685807150596
E01004054,88,87,1525,1660,0.05301204819277108,0.057049180327868855
E01004055,55,68,1308,1287,0.042735042735042736,0.05198776758409786
E01004056,127,137,2359,2079,0.061087061087061086,0.05807545570156846
E01004057,98,98,2188,1510,0.06490066225165562,0.044789762340036565
E01004058,119,100,1680,1709,0.06963136337039204,0.05952380952380952
E01004059,243,227,2050,1501,0.16189207195203198,0.11073170731707317
E01004060,176,200,1956,1902,0.09253417455310199,0.10224948875255624
E01004061,209,130,1617,1748,0.11956521739130435,0.08039579468150897
E01004062,369,392,2178,1979,0.1864578069732188,0.17998163452708907
E01004063,190,190,1917,1965,0.09669211195928754,0.099113197704747
E01004064,164,159,1927,1968,0.08333333333333333,0.08251167618059159
E01004065,103,88,1480,1531,0.06727629000653168,0.05945945945945946
E01004066,183,142,2104,2154,0.08495821727019498,0.06749049429657794
E01004067,792,650,2212,2153,0.36785880167208546,0.2938517179023508
E01004068,152,179,1943,2029,0.07491375061606703,0.092125579001544
E01004069,162,93,1319,1428,0.1134453781512605,0.07050796057619409
E01004070,135,84,1942,1969,0.06856272219400711,0.04325437693099897
E01004071,94,73,1525,1577,0.05960684844641725,0.04786885245901639
E01004072,127,94,1676,1731,0.07336799537839399,0.05608591885441527
E01004073,107,66,1862,1915,0.05587467362924282,0.03544575725026853
E01004074,166,113,1751,1867,0.08891269416175683,0.06453455168475157
E01004075,157,112,1733,1825,0.08602739726027397,0.06462781304096941
E01004076,307,273,1628,1495,0.20535117056856186,0.1676904176904177
E01004077,70,64,1640,1564,0.04475703324808184,0.03902439024390244
E01004078,107,85,1755,1624,0.06588669950738917,0.04843304843304843
E01004079,48,52,1372,1401,0.034261241970021415,0.037900874635568516
E01004080,43,56,1406,1334,0.03223388305847077,0.03982930298719772
E01004081,50,63,1686,1514,0.03302509907529723,0.037366548042704624
E01004082,45,48,1380,1406,0.032005689900426744,0.034782608695652174
E01004083,73,95,1526,1427,0.051156271899089,0.062254259501965926
E01004084,48,50,1463,1461,0.03285420944558522,0.03417634996582365
E01004085,78,51,1614,1592,0.048994974874371856,0.031598513011152414
E01004086,156,122,2018,1627,0.0958819913952059,0.06045589692765114
E01004087,59,46,1565,1466,0.04024556616643929,0.02939297124600639
E01004088,134,160,1971,1840,0.07282608695652174,0.08117706747843734
E01004089,77,123,1353,1293,0.05955143078112916,0.09090909090909091
E01004090,90,148,1341,1200,0.075,0.11036539895600299
E01004091,34,45,1276,1283,0.026500389711613406,0.03526645768025078
E01004092,29,56,1474,1443,0.020097020097020097,0.037991858887381276
E01004093,32,66,1719,1525,0.02098360655737705,0.038394415357766144
E01004094,43,66,1825,1690,0.02544378698224852,0.03616438356164384
E01004095,28,44,1530,1512,0.018518518518518517,0.02875816993464052
E01004096,47,44,1557,1441,0.03261623872310895,0.028259473346178548
E01004097,35,55,1623,1680,0.020833333333333332,0.033887861983980284
E01004098,38,52,1314,1254,0.030303030303030304,0.0395738203957382
E01004099,126,182,1612,1449,0.08695652173913043,0.11290322580645161
E01004100,130,70,1536,1351,0.09622501850481126,0.045572916666666664
E01004101,44,42,1423,1361,0.03232916972814107,0.029515108924806747
E01004102,137,119,1501,1377,0.09949164851125636,0.07928047968021319
E01004103,75,81,1759,1592,0.0471105527638191,0.04604889141557703
E01004104,51,50,1588,1534,0.033246414602346806,0.031486146095717885
E01004105,72,72,1854,1831,0.03932277444019661,0.038834951456310676
E01004106,30,37,1618,1529,0.01962066710268149,0.022867737948084055
E01004107,64,95,1611,1543,0.04147764095917045,0.058969584109248914
E01004108,69,113,1959,1708,0.04039812646370024,0.05768249106687085
E01004109,85,64,1703,1597,0.053224796493425174,0.037580739870816206
E01004110,132,115,2016,1838,0.07181719260065289,0.05704365079365079
E01004111,101,103,1679,1523,0.06631648063033486,0.06134603930911257
E01004112,63,58,1684,1640,0.03841463414634146,0.0344418052256532
E01004114,41,49,1786,1726,0.023754345307068367,0.027435610302351622
E01004115,74,49,1843,1760,0.042045454545454546,0.026587086272381984
E01004116,33,42,1633,1611,0.020484171322160148,0.025719534598897736
E01004117,29,25,1423,1461,0.019849418206707735,0.017568517217146872
E01004118,104,185,1821,1679,0.061941631923764146,0.1015925315760571
E01004119,152,94,1462,1421,0.10696692470091484,0.06429548563611491
E01004120,33,32,1556,1541,0.021414665801427646,0.02056555269922879
E01004121,108,119,1562,1573,0.06865861411315957,0.0761843790012804
E01004122,38,37,1390,1382,0.027496382054992764,0.026618705035971222
E01004123,211,251,2296,2172,0.09714548802946593,0.1093205574912892
E01004124,83,111,1986,1849,0.04488912925905895,0.055891238670694864
E01004125,79,112,1591,1590,0.04968553459119497,0.07039597737272156
E01004126,71,121,1560,1519,0.0467412771560237,0.07756410256410257
E01004127,93,81,1876,1649,0.056397816858702245,0.04317697228144989
E01004128,128,212,1448,1490,0.08590604026845637,0.1464088397790055
E01004129,139,204,1883,1791,0.07761027359017308,0.10833775889537971
E01004130,196,172,1786,1594,0.12296110414052698,0.09630459126539753
E01004131,87,57,1938,1638,0.05311355311355311,0.029411764705882353
E01004132,41,38,1500,1540,0.026623376623376622,0.025333333333333333
E01004133,51,39,1594,1511,0.033752481800132364,0.024466750313676285
E01004134,92,88,1628,1441,0.06384455239417071,0.05405405405405406
E01004135,57,61,1465,1443,0.0395010395010395,0.041638225255972695
E01004136,49,56,1542,1555,0.031511254019292605,0.03631647211413749
E01004137,144,222,2568,1533,0.09393346379647749,0.08644859813084112
E01004138,103,108,1794,1572,0.06552162849872774,0.06020066889632107
E01004139,62,63,1542,1378,0.04499274310595065,0.04085603112840467
E01004140,192,156,1868,1513,0.12690019828155982,0.0835117773019272
E01004141,62,109,1826,1571,0.03946530872056015,0.059693318729463304
E01004143,57,55,1492,1461,0.039014373716632446,0.03686327077747989
E01004144,67,81,1793,1629,0.04112952731737262,0.04517568321249303
E01004145,101,106,2312,2143,0.04713019132057863,0.045847750865051905
E01004146,138,85,1991,1720,0.08023255813953488,0.04269211451531894
E01004147,64,72,1578,1584,0.04040404040404041,0.045627376425855515
E01004148,107,122,1797,1601,0.06683322923173017,0.06789092932665554
