Area,ethnic_2011,ethnic_2021,education_2011,education_2021,elderly_2011,elderly_2021,unemployed_2011,unemployed_2021,median_house_price_2011,median_house_price_2021
E01001800,0.4029999999999999,0.39,0.758,0.726,0.0689999999999999,0.067,0.1733226837060703,0.1829679595278246,232500.0,455000.0
E01001824,0.431,0.361,0.7879999999999999,0.722,0.08,0.086,0.2017167381974249,0.177,240500.0,537500.0
E01001826,0.387,0.362,0.787,0.765,0.073,0.0799999999999999,0.1756007393715342,0.1756624141315014,335000.0,600000.0
E01001723,0.407,0.384,0.563,0.487,0.0579999999999999,0.0669999999999999,0.108621860149355,0.0998659517426273,337500.0,545000.0
E01001724,0.364,0.363,0.473,0.4539999999999999,0.042,0.043,0.0842047330764997,0.0987142264620489,260000.0,401250.0
E01001727,0.372,0.421,0.632,0.631,0.0539999999999999,0.097,0.1183574879227053,0.1412020275162925,337500.0,746000.0
E01001768,0.432,0.418,0.489,0.345,0.0619999999999999,0.078,0.1011386470194239,0.0954805856142584,355000.0,593129.0
E01001769,0.4629999999999999,0.483,0.518,0.411,0.0579999999999999,0.075,0.1,0.0880748246297739,278000.0,690000.0
E01001715,0.295,0.292,0.3509999999999999,0.288,0.032,0.056,0.0511744966442953,0.0554592720970537,330000.0,575000.0
E01001716,0.433,0.5589999999999999,0.515,0.493,0.059,0.084,0.0880733944954128,0.1534755677907777,240000.0,547500.0
E01001717,0.411,0.427,0.531,0.4479999999999999,0.05,0.09,0.1094420600858369,0.1278586278586278,376000.0,475000.0
E01001718,0.247,0.2809999999999999,0.3179999999999999,0.2659999999999999,0.038,0.063,0.0306825297432686,0.0491159135559921,325000.0,635000.0
E01001719,0.48,0.481,0.615,0.43,0.138,0.089,0.117983963344788,0.1191709844559585,230000.0,507000.0
E01001720,0.245,0.27,0.3409999999999999,0.289,0.051,0.0689999999999999,0.0399737876802097,0.0495646349631614,340000.0,620001.0
E01001742,0.444,0.435,0.524,0.415,0.071,0.077,0.0911016949152542,0.117771509167842,353750.0,475000.0
E01001801,0.28,0.345,0.6579999999999999,0.624,0.127,0.121,0.1272365805168986,0.1721170395869191,210250.0,657500.0
E01001803,0.2429999999999999,0.2229999999999999,0.446,0.422,0.072,0.0979999999999999,0.0716417910447761,0.0437756497948016,367500.0,510000.0
E01001806,0.362,0.384,0.493,0.429,0.093,0.122,0.1017369727047146,0.1079967023907667,249950.0,550000.0
E01001741,0.2729999999999999,0.249,0.382,0.302,0.063,0.0969999999999999,0.0504786771105308,0.0673486786018755,570133.0,784750.0
E01001805,0.308,0.4029999999999999,0.4479999999999999,0.447,0.0559999999999999,0.084,0.0703517587939698,0.1059063136456211,270105.0,544500.0
E01001829,0.227,0.254,0.375,0.293,0.062,0.1,0.0525931336742147,0.0574875798438608,475000.0,1182500.0
E01001831,0.37,0.3779999999999999,0.483,0.3879999999999999,0.091,0.101,0.069164265129683,0.0886075949367088,357500.0,713750.0
E01001832,0.436,0.476,0.488,0.431,0.0689999999999999,0.087,0.0963405526512322,0.1308677098150782,485000.0,718000.0
E01001764,0.509,0.594,0.568,0.501,0.0649999999999999,0.092,0.1172051089406461,0.1312247644683714,246100.0,442500.0
E01001765,0.688,0.696,0.759,0.626,0.102,0.11,0.1965317919075144,0.1777476255088195,223000.0,557000.0
E01001767,0.482,0.4679999999999999,0.542,0.424,0.064,0.065,0.1368760064412238,0.1192307692307692,330000.0,696058.0
E01001770,0.596,0.5760000000000001,0.66,0.539,0.088,0.074,0.1695423855963991,0.1388690050107373,247750.0,511250.0
E01033703,0.476,0.51,0.5760000000000001,0.451,0.084,0.085,0.13016157989228,0.1258223684210526,291500.0,617500.0
E01033713,0.472,0.409,0.518,0.365,0.0499999999999999,0.056,0.1443202979515828,0.0873362445414847,245000.0,543775.0
E01001792,0.545,0.525,0.584,0.495,0.091,0.1119999999999999,0.1255539143279173,0.1293375394321766,400000.0,800000.0
E01001793,0.486,0.477,0.523,0.3879999999999999,0.074,0.095,0.0899628252788104,0.0890302066772655,425000.0,598750.0
E01001794,0.461,0.445,0.574,0.4639999999999999,0.126,0.129,0.1176870748299319,0.1325077399380805,330000.0,670077.0
E01001795,0.428,0.436,0.491,0.381,0.068,0.073,0.1106346483704974,0.0809827115559599,187500.0,660000.0
E01001796,0.501,0.409,0.55,0.4,0.048,0.063,0.1143067846607669,0.0985576923076923,342000.0,673000.0
E01001736,0.3340000000000001,0.349,0.441,0.347,0.053,0.08,0.0923664122137404,0.0734848484848484,359498.0,594500.0
E01001737,0.305,0.3459999999999999,0.4029999999999999,0.342,0.056,0.068,0.0683994528043775,0.060796645702306,360000.0,685000.0
E01001738,0.27,0.292,0.4529999999999999,0.368,0.062,0.087,0.07001414427157,0.0887096774193548,270000.0,507100.0
E01001739,0.247,0.2629999999999999,0.416,0.302,0.071,0.1,0.0650746268656716,0.0567842199641362,350000.0,600000.0
E01001786,0.732,0.669,0.7609999999999999,0.546,0.074,0.072,0.1716772151898734,0.1630952380952381,166000.0,375000.0
E01001787,0.62,0.664,0.804,0.645,0.151,0.168,0.186960690316395,0.1749049429657794,236000.0,500000.0
E01001788,0.659,0.7020000000000001,0.745,0.633,0.11,0.1399999999999999,0.1780693533270853,0.1640942323314378,162500.0,430000.0
E01001790,0.757,0.753,0.742,0.639,0.0579999999999999,0.084,0.199124726477024,0.1691368788142981,142500.0,328500.0
E01001740,0.591,0.636,0.6679999999999999,0.5539999999999999,0.09,0.095,0.1669595782073813,0.1595238095238095,215000.0,413000.0
E01001747,0.391,0.3939999999999999,0.512,0.372,0.078,0.073,0.0904017857142857,0.0969162995594713,283000.0,576000.0
E01001830,0.489,0.488,0.603,0.477,0.1099999999999999,0.1009999999999999,0.1131105398457583,0.1278426551936078,368495.0,650000.0
E01001833,0.469,0.474,0.503,0.412,0.0529999999999999,0.0649999999999999,0.1126179245283018,0.1113649343232438,347500.0,718200.0
E01001834,0.407,0.439,0.428,0.38,0.046,0.059,0.0785714285714285,0.0970815961882072,295500.0,695750.0
E01001835,0.363,0.3429999999999999,0.421,0.3340000000000001,0.0689999999999999,0.079,0.0678952473326867,0.0712945590994371,328500.0,590000.0
E01001733,0.428,0.396,0.534,0.3829999999999999,0.068,0.0669999999999999,0.1041814316087881,0.0916079436258808,410000.0,962500.0
E01001785,0.486,0.488,0.595,0.446,0.111,0.107,0.1383259911894273,0.1211644374508261,385000.0,929000.0
E01001789,0.47,0.42,0.555,0.45,0.075,0.084,0.1027550260610573,0.1454154727793696,360000.0,750000.0
E01001791,0.629,0.594,0.685,0.535,0.0679999999999999,0.09,0.1713255184851217,0.1314878892733564,380750.0,500000.0
E01001745,0.5579999999999999,0.621,0.608,0.534,0.048,0.061,0.1434402332361516,0.1395749569213095,239500.0,595000.0
E01001746,0.664,0.733,0.721,0.627,0.048,0.085,0.1805183199285076,0.1745019920318725,285000.0,500000.0
E01001757,0.7659999999999999,0.768,0.71,0.6459999999999999,0.0569999999999999,0.081,0.1576862123613312,0.1758793969849246,154000.0,365250.0
E01001758,0.61,0.629,0.622,0.522,0.071,0.062,0.1472868217054263,0.1296385542168674,220000.0,440000.0
E01001759,0.507,0.488,0.556,0.43,0.085,0.1,0.0967063770147161,0.1104775481111903,275000.0,600000.0
E01001761,0.487,0.493,0.595,0.505,0.1,0.0969999999999999,0.12,0.1715749039692701,280000.0,610000.0
E01001731,0.529,0.534,0.568,0.452,0.047,0.04,0.1165158371040724,0.1029885057471264,190000.0,425000.0
E01001734,0.4479999999999999,0.465,0.53,0.392,0.077,0.075,0.104,0.0875866414618777,287000.0,565000.0
E01001760,0.505,0.462,0.597,0.437,0.085,0.085,0.1051136363636363,0.1093463653023824,250000.0,708500.0
E01001762,0.359,0.381,0.467,0.347,0.057,0.07,0.0921750663129973,0.1029113067027759,325000.0,487500.0
E01001846,0.5720000000000001,0.593,0.73,0.595,0.133,0.15,0.1415830546265329,0.1840551181102362,279000.0,435000.0
E01001847,0.514,0.467,0.7,0.471,0.076,0.077,0.1258741258741259,0.1057777777777777,221500.0,440000.0
E01001848,0.45,0.52,0.618,0.595,0.1119999999999999,0.094,0.141089108910891,0.1884783969943644,305000.0,602500.0
E01001849,0.524,0.484,0.589,0.4429999999999999,0.042,0.034,0.1295163979988882,0.1009174311926605,222000.0,580000.0
E01001729,0.665,0.628,0.693,0.57,0.0489999999999999,0.0519999999999999,0.1580732700135685,0.1474233529028049,145000.0,306500.0
E01001730,0.634,0.6759999999999999,0.764,0.578,0.076,0.061,0.1905829596412556,0.1586854460093896,268000.0,340000.0
E01001732,0.652,0.6779999999999999,0.731,0.586,0.074,0.06,0.1836902800658978,0.1345480028030834,145614.0,450000.0
E01001735,0.433,0.45,0.575,0.4479999999999999,0.105,0.125,0.1074043938161106,0.1210526315789473,275000.0,580000.0
E01001838,0.677,0.708,0.7709999999999999,0.636,0.081,0.0829999999999999,0.2061068702290076,0.176865671641791,167500.0,535000.0
E01001850,0.6990000000000001,0.706,0.7829999999999999,0.6459999999999999,0.0629999999999999,0.086,0.1884422110552764,0.1690442225392296,210000.0,500000.0
E01001748,0.3989999999999999,0.4452195750160979,0.4589999999999999,0.5376692423266796,0.051,0.1256333977248336,0.08243415054059729,0.10193748581159481,262000.0,545000.0
E01001749,0.295,0.35,0.38,0.369,0.062,0.091,0.0602409638554216,0.0762578616352201,322000.0,675000.0
E01001763,0.437,0.467,0.525,0.437,0.086,0.109,0.1067073170731707,0.1106585200271554,425000.0,560000.0
E01001816,0.375,0.391,0.526,0.427,0.09,0.129,0.092,0.0942492012779552,671000.0,1027500.0
E01001819,0.32,0.4029999999999999,0.505,0.474,0.1129999999999999,0.185,0.0817460317460317,0.123887240356083,475500.0,1206250.0
E01001744,0.426,0.4539999999999999,0.5710000000000001,0.436,0.1049999999999999,0.094,0.0927062031356509,0.1235684147076552,345000.0,685000.0
E01001750,0.4029999999999999,0.427,0.525,0.3979999999999999,0.083,0.0689999999999999,0.09375,0.1023359288097886,320000.0,692500.0
E01001751,0.164,0.197,0.3009999999999999,0.25,0.0939999999999999,0.1129999999999999,0.0303490136570561,0.0447058823529411,590000.0,1100000.0
E01001756,0.252,0.284,0.3979999999999999,0.3359999999999999,0.075,0.092,0.0511853448275862,0.0685236768802228,298500.0,585000.0
E01033698,0.545,0.4452195750160979,0.6579999999999999,0.5376692423266796,0.153,0.1256333977248336,0.08243415054059729,0.10193748581159481,250000.0,420000.0
E01033699,0.43,0.392,0.475,0.3059999999999999,0.039,0.038,0.0795135640785781,0.0758998435054773,386250.0,587500.0
E01033700,0.39,0.371,0.416,0.294,0.053,0.042,0.0800881704628949,0.0671111111111111,315000.0,500000.0
E01033707,0.46,0.4452195750160979,0.522,0.5376692423266796,0.064,0.1256333977248336,0.08243415054059729,0.10193748581159481,295000.0,1200000.0
E01001836,0.369,0.391,0.58,0.4589999999999999,0.079,0.087,0.1056793673616103,0.0922485586162716,365000.0,815000.0
E01001840,0.547,0.581,0.675,0.5770000000000001,0.099,0.123,0.1684558216350123,0.1799844840961986,275000.0,412500.0
E01001841,0.2659999999999999,0.3440000000000001,0.585,0.512,0.11,0.13,0.1109040074557315,0.1491071428571428,472500.0,750000.0
E01001844,0.354,0.373,0.541,0.4629999999999999,0.056,0.0819999999999999,0.0789968652037617,0.0923366834170854,436750.0,861275.0
E01001845,0.529,0.5720000000000001,0.7340000000000001,0.607,0.105,0.1129999999999999,0.1565523306948109,0.184984520123839,250000.0,465000.0
E01001837,0.237,0.289,0.411,0.337,0.077,0.114,0.0525,0.0649671052631579,305750.0,428000.0
E01001839,0.391,0.387,0.487,0.362,0.033,0.04,0.0816765180010746,0.0692974013474494,325000.0,595000.0
E01001842,0.5720000000000001,0.547,0.623,0.498,0.0489999999999999,0.077,0.140084388185654,0.1239147592738753,324000.0,555000.0
E01001843,0.45,0.455,0.563,0.495,0.077,0.09,0.097457627118644,0.1233435270132517,370000.0,667500.0
E01033704,0.3129999999999999,0.3329999999999999,0.3559999999999999,0.2759999999999999,0.0139999999999999,0.023,0.0523255813953488,0.0550766283524904,329000.0,594250.0
E01033712,0.397,0.4429999999999999,0.461,0.41,0.033,0.068,0.1033938437253354,0.0888542478565861,304998.0,760000.0
E01001772,0.64,0.595,0.7120000000000001,0.506,0.067,0.074,0.1596958174904943,0.1541119557705597,220000.0,350000.0
E01001774,0.432,0.456,0.521,0.419,0.043,0.0469999999999999,0.1111111111111111,0.1018463371054198,265000.0,510000.0
E01001775,0.5760000000000001,0.569,0.6859999999999999,0.542,0.087,0.107,0.1480090157776108,0.133480825958702,280000.0,395000.0
E01001815,0.562,0.612,0.6459999999999999,0.563,0.091,0.116,0.1534988713318284,0.2024965325936199,345000.0,1170000.0
E01001820,0.541,0.5720000000000001,0.6679999999999999,0.55,0.102,0.108,0.1518650088809946,0.1698606271777003,250000.0,442500.0
E01001821,0.542,0.557,0.688,0.5820000000000001,0.0969999999999999,0.115,0.1534296028880866,0.1551569506726457,275000.0,466000.0
E01001752,0.3989999999999999,0.4452195750160979,0.427,0.5376692423266796,0.052,0.1256333977248336,0.08243415054059729,0.10193748581159481,470000.0,627500.0
E01001753,0.637,0.649,0.691,0.564,0.062,0.055,0.1831223628691983,0.1549912434325744,312500.0,400000.0
E01001754,0.428,0.4452195750160979,0.5579999999999999,0.5376692423266796,0.065,0.1256333977248336,0.08243415054059729,0.10193748581159481,312550.0,572500.0
E01001755,0.523,0.568,0.6779999999999999,0.52,0.068,0.083,0.1378787878787878,0.1380057803468208,250000.0,439000.0
E01001773,0.519,0.4639999999999999,0.591,0.406,0.078,0.059,0.1443553362122147,0.1057646498332539,280000.0,460500.0
E01001776,0.534,0.516,0.6859999999999999,0.487,0.1079999999999999,0.111,0.1593073593073593,0.1407407407407407,332500.0,297500.0
E01001779,0.503,0.4452195750160979,0.5579999999999999,0.5376692423266796,0.054,0.1256333977248336,0.08243415054059729,0.10193748581159481,330000.0,475000.0
E01001781,0.465,0.528,0.7020000000000001,0.5720000000000001,0.0819999999999999,0.063,0.1533073929961089,0.1359516616314199,250000.0,329995.0
E01001782,0.3509999999999999,0.4452195750160979,0.486,0.5376692423266796,0.057,0.1256333977248336,0.08243415054059729,0.10193748581159481,425000.0,622500.0
E01001783,0.6,0.647,0.6940000000000001,0.591,0.073,0.0579999999999999,0.1571330117160579,0.1579358874120406,195000.0,500000.0
E01001777,0.452,0.499,0.562,0.402,0.049,0.045,0.1045891141942369,0.0851979345955249,295000.0,577500.0
E01001780,0.481,0.4539999999999999,0.59,0.546,0.086,0.093,0.1133241758241758,0.1173039533376539,275000.0,455000.0
E01001784,0.478,0.52,0.6759999999999999,0.52,0.063,0.082,0.101380042462845,0.1383344803854095,253500.0,435000.0
E01033706,0.288,0.347,0.35,0.2759999999999999,0.018,0.02,0.0328102710413694,0.0430586488492947,425000.0,780000.0
E01033708,0.247,0.371,0.325,0.252,0.011,0.024,0.0242146596858638,0.0403361344537815,465000.0,978970.0
E01033709,0.4429999999999999,0.499,0.506,0.434,0.0449999999999999,0.049,0.0622763063707945,0.0798701298701298,285000.0,720000.0
E01033711,0.363,0.416,0.42,0.277,0.034,0.024,0.0295275590551181,0.0378704720087815,347500.0,815000.0
E01001798,0.659,0.5870000000000001,0.7190000000000001,0.584,0.092,0.073,0.1784298176050753,0.1638083973979893,192500.0,426250.0
E01001828,0.632,0.584,0.705,0.604,0.067,0.085,0.1758934828311142,0.1517684887459807,175000.0,395000.0
E01033702,0.519,0.477,0.619,0.524,0.027,0.043,0.1477949940405244,0.1468926553672316,341500.0,340000.0
E01033705,0.649,0.62,0.657,0.52,0.036,0.053,0.1304347826086956,0.1592920353982301,285000.0,420000.0
E01033710,0.487,0.439,0.565,0.392,0.026,0.026,0.1160609613130129,0.0912124582869855,220000.0,500000.0
E01001722,0.5429999999999999,0.488,0.6609999999999999,0.585,0.074,0.085,0.1440217391304347,0.1406159209761766,274850.0,425000.0
E01001728,0.422,0.3929999999999999,0.8320000000000001,0.763,0.0489999999999999,0.057,0.1793797150041911,0.1663961038961039,182500.0,458000.0
E01001822,0.58,0.524,0.785,0.69,0.075,0.07,0.1996753246753246,0.1292372881355932,270000.0,579500.0
E01001827,0.48,0.522,0.816,0.69,0.079,0.102,0.184640522875817,0.1528013582342954,167500.0,500000.0
E01002755,0.363,0.416,0.633,0.534,0.105,0.1169999999999999,0.1422924901185771,0.1457753017641597,288750.0,395000.0
E01002756,0.2790000000000001,0.298,0.455,0.384,0.074,0.1009999999999999,0.0689972401103955,0.098821396192203,373750.0,525000.0
E01002758,0.4539999999999999,0.508,0.672,0.609,0.0569999999999999,0.076,0.209375,0.1624629080118694,217500.0,357500.0
E01002804,0.445,0.472,0.605,0.484,0.0759999999999999,0.0969999999999999,0.1221423905943827,0.1313526192337764,360000.0,533500.0
E01002807,0.3879999999999999,0.4429999999999999,0.631,0.509,0.0819999999999999,0.08,0.1054172767203514,0.1254355400696864,267500.0,485500.0
E01002811,0.413,0.442,0.58,0.534,0.094,0.0979999999999999,0.1183745583038869,0.1223175965665236,367000.0,896875.0
E01002753,0.374,0.432,0.608,0.5,0.086,0.131,0.1039861351819757,0.1267040898155573,261000.0,452000.0
E01002754,0.2079999999999999,0.295,0.437,0.373,0.0929999999999999,0.107,0.0671768707482993,0.0735759493670886,721250.0,797500.0
E01002757,0.3359999999999999,0.375,0.534,0.4629999999999999,0.074,0.1129999999999999,0.1130514705882353,0.1149825783972125,655000.0,641500.0
E01002759,0.237,0.25,0.471,0.414,0.132,0.1589999999999999,0.0470219435736677,0.0879377431906614,422500.0,820000.0
E01002760,0.4479999999999999,0.491,0.71,0.536,0.096,0.091,0.1497797356828193,0.1499634235552304,235000.0,560000.0
E01002772,0.3209999999999999,0.3279999999999999,0.503,0.3939999999999999,0.091,0.091,0.0837272113436867,0.1012658227848101,297500.0,522500.0
E01002735,0.406,0.4589999999999999,0.518,0.41,0.0679999999999999,0.0569999999999999,0.0747594374537379,0.0827878321139776,249995.0,669600.0
E01002805,0.297,0.312,0.447,0.327,0.07,0.076,0.0714823175319789,0.0765027322404371,335000.0,514250.0
E01002806,0.28,0.288,0.47,0.354,0.093,0.1009999999999999,0.076138147566719,0.0909090909090909,412500.0,765000.0
E01002808,0.287,0.33,0.519,0.422,0.078,0.096,0.089331619537275,0.1051329622758194,294475.0,602500.0
E01002809,0.367,0.429,0.5589999999999999,0.462,0.0669999999999999,0.102,0.1053846153846153,0.1226480836236933,390000.0,495000.0
E01002810,0.3939999999999999,0.413,0.584,0.484,0.083,0.088,0.1138732959101844,0.1307277628032345,361250.0,631000.0
E01002768,0.2559999999999999,0.295,0.545,0.45,0.128,0.13,0.065166795965865,0.111671469740634,287500.0,530000.0
E01002770,0.3059999999999999,0.3159999999999999,0.471,0.354,0.122,0.106,0.0636215334420881,0.1057160417947142,393500.0,523000.0
E01002771,0.322,0.37,0.515,0.43,0.084,0.1,0.0968908170643528,0.0864575363427697,510000.0,717000.0
E01002773,0.3979999999999999,0.54,0.721,0.599,0.172,0.1159999999999999,0.1368038740920097,0.1381475667189952,194950.0,388000.0
E01002774,0.305,0.337,0.524,0.41,0.09,0.089,0.0868544600938967,0.0865332612222823,332475.0,525025.0
E01002732,0.505,0.561,0.6509999999999999,0.584,0.09,0.099,0.173582295988935,0.1742819843342036,250000.0,522500.0
E01002734,0.5670000000000001,0.6,0.7170000000000001,0.557,0.054,0.048,0.1949152542372881,0.1424033880359979,290000.0,707125.0
E01002736,0.517,0.621,0.7759999999999999,0.618,0.182,0.157,0.1818181818181818,0.230899830220713,229250.0,529250.0
E01002737,0.502,0.565,0.7020000000000001,0.573,0.081,0.089,0.1760409057706355,0.1556270096463022,270000.0,450000.0
E01002751,0.507,0.544,0.6659999999999999,0.53,0.073,0.081,0.1431654676258992,0.1631399317406143,250000.0,446000.0
E01002742,0.1809999999999999,0.381,0.324,0.329,0.093,0.085,0.028324154209284,0.0859232175502742,520000.0,670000.0
E01002747,0.245,0.3259999999999999,0.421,0.3409999999999999,0.087,0.108,0.051012753188297,0.0774042220484753,635000.0,910000.0
E01002748,0.46,0.52,0.551,0.495,0.064,0.071,0.1295971978984238,0.1225563909774436,325000.0,600000.0
E01002749,0.369,0.391,0.517,0.422,0.0689999999999999,0.087,0.0771604938271604,0.1006655574043261,452500.0,1220500.0
E01033493,0.174,0.202,0.1959999999999999,0.157,0.018,0.037,0.0146460537021969,0.0217209690893901,342500.0,670000.0
E01033494,0.2259999999999999,0.239,0.365,0.312,0.086,0.095,0.0404530744336569,0.0658823529411764,488000.0,765000.0
E01002730,0.327,0.361,0.519,0.462,0.088,0.083,0.076209410205434,0.0907936507936507,330000.0,653592.0
E01002731,0.342,0.4452195750160979,0.4629999999999999,0.5376692423266796,0.0579999999999999,0.1256333977248336,0.08243415054059729,0.10193748581159481,276000.0,550000.0
E01002733,0.2729999999999999,0.35,0.3939999999999999,0.322,0.073,0.0799999999999999,0.0455145118733509,0.0738955823293172,342500.0,558500.0
E01002763,0.31,0.38,0.625,0.504,0.093,0.1129999999999999,0.0716069941715237,0.1011535048802129,250000.0,428500.0
E01002769,0.2579999999999999,0.33,0.487,0.407,0.083,0.127,0.0376028202115158,0.0833872010342598,575000.0,835000.0
E01002785,0.235,0.2609999999999999,0.4529999999999999,0.348,0.109,0.1159999999999999,0.0788243152972612,0.0636420919974795,418000.0,540000.0
E01002788,0.207,0.265,0.391,0.304,0.074,0.105,0.0596825396825396,0.0587863463969658,385000.0,604435.0
E01002789,0.1529999999999999,0.215,0.3209999999999999,0.285,0.098,0.143,0.0338101430429128,0.0498402555910543,395000.0,1035000.0
E01002738,0.2379999999999999,0.295,0.427,0.373,0.113,0.114,0.0808876163206871,0.0811992504684572,480000.0,750000.0
E01002741,0.352,0.495,0.6509999999999999,0.574,0.1,0.095,0.1394927536231884,0.1593851132686084,255000.0,463500.0
E01002743,0.322,0.307,0.462,0.35,0.1149999999999999,0.12,0.0742534301856335,0.0713141025641025,465000.0,672500.0
E01002744,0.2129999999999999,0.275,0.4039999999999999,0.363,0.082,0.12,0.0580912863070539,0.0710008554319931,483750.0,622500.0
E01002752,0.352,0.364,0.498,0.3939999999999999,0.081,0.092,0.0972461273666093,0.0948644793152639,400000.0,662500.0
E01002764,0.309,0.427,0.574,0.525,0.112,0.104,0.1000735835172921,0.1468253968253968,320500.0,449000.0
E01002783,0.293,0.406,0.637,0.541,0.109,0.1129999999999999,0.1113924050632911,0.1536842105263157,320000.0,495000.0
E01002784,0.362,0.427,0.633,0.547,0.105,0.1129999999999999,0.1175166297117516,0.1291436464088397,300498.0,492500.0
E01002786,0.373,0.437,0.574,0.49,0.0799999999999999,0.089,0.1076040172166427,0.1307311028500619,326500.0,570000.0
E01002787,0.366,0.446,0.665,0.499,0.061,0.063,0.1453615777940102,0.0933226065969428,205000.0,410000.0
E01002762,0.244,0.285,0.429,0.373,0.081,0.102,0.0596574128765505,0.0558166862514688,405000.0,710000.0
E01002767,0.345,0.4429999999999999,0.63,0.499,0.0969999999999999,0.11,0.0988943488943489,0.1122340425531914,380000.0,421250.0
E01033486,0.381,0.4589999999999999,0.562,0.52,0.057,0.066,0.1144578313253012,0.1044267877412031,427500.0,592500.0
E01033487,0.395,0.392,0.2959999999999999,0.185,0.012,0.012,0.0284360189573459,0.0302171860245514,343750.0,500000.0
E01033488,0.4039999999999999,0.529,0.526,0.405,0.085,0.06,0.0997942386831275,0.0824742268041237,487500.0,470250.0
E01033491,0.3259999999999999,0.3340000000000001,0.465,0.374,0.063,0.066,0.0703933747412008,0.0804462712859659,343000.0,580000.0
E01033492,0.3059999999999999,0.4452195750160979,0.262,0.5376692423266796,0.0289999999999999,0.1256333977248336,0.08243415054059729,0.10193748581159481,345000.0,465000.0
E01002777,0.229,0.302,0.4579999999999999,0.389,0.096,0.1009999999999999,0.06966618287373,0.0949105914718019,425000.0,725000.0
E01002778,0.519,0.579,0.679,0.546,0.087,0.074,0.1529026982829108,0.1652624756966947,250000.0,500000.0
E01002779,0.255,0.289,0.3829999999999999,0.319,0.056,0.066,0.0646193218170185,0.0655957161981258,350000.0,510000.0
E01002781,0.389,0.396,0.59,0.447,0.083,0.077,0.1099426386233269,0.1375590020229265,377950.0,524000.0
E01002782,0.515,0.55,0.695,0.593,0.08,0.071,0.1824196597353497,0.1797356828193832,345000.0,487500.0
E01002739,0.184,0.2329999999999999,0.37,0.288,0.102,0.122,0.0516884906960716,0.0557011795543905,545000.0,1048056.0
E01002740,0.17,0.2109999999999999,0.2909999999999999,0.2579999999999999,0.071,0.091,0.0321697467488021,0.0464991982896846,430000.0,1075000.0
E01002745,0.202,0.264,0.409,0.329,0.087,0.115,0.0538971807628524,0.0632603406326034,542500.0,810000.0
E01002795,0.3440000000000001,0.389,0.473,0.392,0.063,0.083,0.0846013390139987,0.1075528700906344,499950.0,700000.0
E01002796,0.2179999999999999,0.302,0.441,0.431,0.114,0.1159999999999999,0.0719910011248594,0.1239495798319327,359500.0,935000.0
E01002716,0.369,0.427,0.598,0.536,0.102,0.109,0.118663594470046,0.1456567796610169,280000.0,527500.0
E01002718,0.175,0.1929999999999999,0.3779999999999999,0.2909999999999999,0.0859999999999999,0.092,0.0522230063514467,0.0571837026447462,440000.0,825000.0
E01002721,0.212,0.2359999999999999,0.507,0.405,0.082,0.102,0.088410104011887,0.0887445887445887,487500.0,798000.0
E01002775,0.23,0.2759999999999999,0.3779999999999999,0.312,0.063,0.071,0.0553295362082994,0.0746147607461476,505500.0,792000.0
E01002776,0.3159999999999999,0.3409999999999999,0.504,0.385,0.091,0.089,0.0861244019138756,0.1049581455247907,385000.0,657500.0
E01002780,0.31,0.308,0.48,0.483,0.069,0.09,0.0889223813112283,0.0872210953346856,400000.0,638000.0
E01002708,0.3409999999999999,0.418,0.622,0.489,0.0819999999999999,0.076,0.0606617647058823,0.1101173840134153,345000.0,479050.0
E01002712,0.353,0.3879999999999999,0.6990000000000001,0.414,0.054,0.085,0.1632522407170294,0.0824561403508772,381250.0,594000.0
E01002713,0.309,0.408,0.76,0.619,0.19,0.102,0.1282051282051282,0.1648715824357912,235000.0,365000.0
E01002765,0.433,0.519,0.6409999999999999,0.5479999999999999,0.07,0.064,0.111338100102145,0.1220504475183075,223000.0,466000.0
E01002766,0.436,0.499,0.7190000000000001,0.5720000000000001,0.099,0.094,0.1120058565153733,0.1276595744680851,212500.0,406250.0
E01002717,0.2459999999999999,0.307,0.456,0.3829999999999999,0.111,0.118,0.0648596321393998,0.0886454183266932,395000.0,1825000.0
E01002719,0.179,0.2229999999999999,0.387,0.309,0.1289999999999999,0.147,0.0348343245539507,0.0602409638554216,584500.0,1020000.0
E01002720,0.42,0.467,0.68,0.581,0.072,0.081,0.1352483542788749,0.1525934861278648,306500.0,550000.0
E01002790,0.3,0.411,0.635,0.583,0.135,0.127,0.0840787119856887,0.1596203623813632,660000.0,580000.0
E01002791,0.165,0.267,0.422,0.288,0.125,0.102,0.0565737051792828,0.0669642857142857,545140.0,825000.0
E01002793,0.27,0.342,0.502,0.4639999999999999,0.0899999999999999,0.0959999999999999,0.0909090909090909,0.1086683417085427,351000.0,500000.0
E01002698,0.2329999999999999,0.294,0.39,0.3159999999999999,0.062,0.076,0.0595988538681948,0.0726129216695254,435000.0,775000.0
E01002699,0.159,0.239,0.416,0.401,0.093,0.135,0.0560303893637227,0.0808936825885978,596475.0,1057500.0
E01002700,0.122,0.1779999999999999,0.325,0.2809999999999999,0.116,0.179,0.0419580419580419,0.0592274678111588,620000.0,1300000.0
E01002714,0.1729999999999999,0.2079999999999999,0.3440000000000001,0.285,0.06,0.103,0.0323488045007032,0.0689138576779026,340000.0,725000.0
E01002792,0.225,0.232,0.373,0.325,0.078,0.1009999999999999,0.0442591404746632,0.0426867545511613,555000.0,805000.0
