Area,ethnic_2011,ethnic_2021,education_2011,education_2021,elderly_2011,elderly_2021,unemployed_2011,unemployed_2021,median_house_price_2011,median_house_price_2021,crime_2011,crime_2021,gentrification_score
E01001160,0.688,0.706,0.681,0.61,0.134,0.175,0.084899095,0.093890675,292500,567000,0.063357973,0.080144778,0.012185592
E01001163,0.455,0.393,0.621,0.502,0.118,0.141,0.054340155,0.081721772,203000,485000,0.058491534,0.062215478,0.003972737
E01001083,0.6,0.608,0.635,0.525,0.17,0.219,0.068221071,0.10421286,300000,687500,0.043424318,0.03318992,-0.228157655
E01001086,0.653,0.615,0.653,0.589,0.136,0.195,0.086560364,0.119178082,272500,505000,0.039863326,0.044495151,-0.162727085
E01001087,0.656,0.62,0.673,0.601,0.111,0.12,0.094562648,0.12583668,200000,413750,0.09645581,0.105300353,0.131351752
E01001161,0.659,0.717,0.797,0.674,0.105,0.128,0.150715901,0.160450387,235000,410000,0.074811625,0.067371938,-0.076913182
E01001085,0.671,0.629,0.671,0.572,0.161,0.155,0.077328647,0.099361249,272475,577500,0.075823493,0.079976649,0.238844822
E01001088,0.672,0.681,0.707,0.589,0.103,0.122,0.074688797,0.089639971,242500,440000,0.046728972,0.047953216,-0.087220861
E01001089,0.623,0.65,0.732,0.627,0.123,0.122,0.105955143,0.113049546,238750,406026,0.087526205,0.123094297,0.148422799
E01001090,0.638,0.618,0.653,0.599,0.094,0.107,0.085942296,0.106263982,200000,383000,0.056228374,0.060739437,0.107285908
E01001091,0.604,0.668,0.624,0.546,0.149,0.194,0.078348778,0.084720121,170000,558500,0.06742281,0.069679849,0.149784363
E01001147,0.671,0.67,0.741,0.624,0.066,0.064,0.120361991,0.13107511,185000,302500,0.082872928,0.074198988,0.151939614
E01001148,0.642,0.67,0.698,0.616,0.09,0.099,0.091537133,0.079076277,181250,360000,0.053020962,0.066016073,0.388290963
E01001151,0.621,0.675,0.782,0.7,0.106,0.112,0.123022847,0.153736655,187500,375000,0.090965732,0.083476272,0.049503771
E01001152,0.707,0.656,0.705,0.649,0.072,0.08,0.111394558,0.121344119,198000,345000,0.098692033,0.102261554,0.235549671
E01001158,0.485,0.445,0.662,0.541,0.086,0.109,0.070113935,0.078707539,200000,476000,0.075796178,0.051333333,0.125866507
E01001146,0.709,0.666,0.702,0.62,0.095,0.146,0.074789916,0.102893891,202500,396250,0.051297899,0.063576159,-0.201185082
E01001149,0.607,0.595,0.651,0.566,0.075,0.095,0.083484574,0.091282895,185000,411500,0.04559848,0.06835443,0.124460089
E01001150,0.598,0.535,0.647,0.516,0.086,0.112,0.064080944,0.076810534,245000,490125,0.058433735,0.070629782,-0.033861432
E01001153,0.731,0.704,0.73,0.6,0.103,0.129,0.069827586,0.104105572,211000,460000,0.055316533,0.062996942,-0.167822211
E01001154,0.682,0.682,0.75,0.644,0.066,0.09,0.116777531,0.088122605,160000,363500,0.109209864,0.111342352,0.453743115
E01001136,0.573,0.553,0.707,0.536,0.097,0.106,0.11420414,0.09352518,140000,290000,0.14596603,0.134175984,0.370578037
E01001139,0.551,0.539,0.643,0.538,0.107,0.117,0.06270903,0.066518847,165000,422500,0.057178372,0.055620609,0.293819287
E01001140,0.447,0.408,0.597,0.455,0.099,0.096,0.06688687,0.071860817,160000,320000,0.067617866,0.043935644,0.24553393
E01001142,0.521,0.49,0.623,0.504,0.114,0.147,0.055406613,0.080076874,300050,532500,0.108709889,0.065641026,-0.268891996
E01001144,0.609,0.595,0.701,0.542,0.075,0.097,0.1144,0.110958904,180000,332500,0.076555024,0.072788354,-0.006973683
E01001141,0.578,0.578,0.672,0.595,0.078,0.09,0.072607261,0.094819159,205000,447000,0.063301282,0.059253247,0.044386542
E01001143,0.588,0.574,0.732,0.588,0.118,0.122,0.097009482,0.10295082,175000,402000,0.061570036,0.060730829,0.253671572
E01001145,0.633,0.654,0.769,0.625,0.069,0.093,0.090909091,0.131597975,135000,250000,0.145625367,0.131447587,-0.369765417
E01001191,0.632,0.62,0.672,0.559,0.071,0.074,0.109173616,0.12555205,184000,315000,0.124013529,0.150878906,0.062089277
E01001192,0.571,0.597,0.706,0.602,0.084,0.089,0.086691087,0.087440382,170000,371000,0.08600848,0.086532206,0.260721428
E01000994,0.707,0.718,0.713,0.632,0.104,0.132,0.10320902,0.108405342,227500,371250,0.053716427,0.061029879,-0.016334902
E01000995,0.771,0.759,0.704,0.638,0.131,0.112,0.105540897,0.126984127,240000,290000,0.099450885,0.069889342,0.085553216
E01000996,0.758,0.741,0.682,0.607,0.099,0.136,0.069546891,0.098271156,220000,410000,0.047581285,0.030418251,-0.201556687
E01000997,0.733,0.754,0.725,0.642,0.135,0.145,0.12039801,0.133278823,218750,415000,0.075660243,0.050268097,0.150145495
E01000999,0.792,0.769,0.718,0.641,0.124,0.165,0.088582677,0.121381886,190000,425000,0.044776119,0.04608632,-0.055974526
E01001002,0.753,0.792,0.707,0.629,0.099,0.098,0.076367389,0.112945265,208250,370000,0.052709725,0.034875922,-0.049737426
E01000998,0.718,0.747,0.685,0.646,0.081,0.112,0.101709402,0.118043845,140000,295000,0.10940499,0.104365621,0.011068475
E01001000,0.756,0.718,0.686,0.64,0.095,0.109,0.08994709,0.129664179,268500,308000,0.099063963,0.096678967,-0.325451158
E01001003,0.684,0.705,0.701,0.614,0.089,0.106,0.086956522,0.114660115,186000,345000,0.065876153,0.04125,-0.112603745
E01001111,0.655,0.631,0.734,0.601,0.08,0.089,0.072898799,0.091954023,181100,363000,0.124381188,0.097984323,0.009489804
E01001155,0.742,0.748,0.755,0.683,0.157,0.158,0.135158255,0.213183731,136500,260000,0.177944862,0.200895355,-0.010768862
E01001174,0.794,0.825,0.73,0.663,0.122,0.14,0.083769634,0.144048522,247750,440500,0.070769231,0.04745167,-0.248094437
E01001175,0.757,0.784,0.749,0.617,0.109,0.092,0.113449222,0.166405024,189500,410000,0.079508727,0.073394495,0.155975909
E01001176,0.83,0.824,0.703,0.633,0.087,0.106,0.109765329,0.157821229,225000,395000,0.090575916,0.088876772,-0.156664291
E01001182,0.747,0.748,0.684,0.621,0.118,0.152,0.097125867,0.126885537,249000,455000,0.05952381,0.075812274,-0.108262626
E01001183,0.849,0.844,0.717,0.649,0.103,0.115,0.099315068,0.141605839,150000,432000,0.153797468,0.209677419,0.150926223
E01001184,0.79,0.779,0.725,0.622,0.133,0.171,0.064321608,0.111214087,242500,427500,0.042899408,0.060582822,-0.362589413
E01001001,0.706,0.711,0.741,0.642,0.088,0.095,0.117305459,0.123300091,164250,292500,0.090075063,0.098463687,0.154921144
E01001109,0.566,0.597,0.707,0.63,0.143,0.128,0.115581565,0.126315789,165000,335000,0.106320431,0.100382816,0.365522393
E01001112,0.625,0.594,0.741,0.591,0.093,0.113,0.09382716,0.124516129,145250,300000,0.078397213,0.067975831,-0.109242181
E01001113,0.631,0.619,0.668,0.602,0.07,0.076,0.080061586,0.104298357,143000,319000,0.097055616,0.075892857,0.150149105
E01001114,0.678,0.729,0.769,0.69,0.06,0.067,0.124869927,0.122123894,183750,330000,0.139303483,0.095983662,0.17673824
E01001116,0.653,0.666,0.732,0.628,0.079,0.087,0.096608428,0.112054329,165000,360000,0.138235294,0.128842381,0.126745056
E01000992,0.5,0.569,0.764,0.667,0.076,0.104,0.09270073,0.114851485,240000,415000,0.063380282,0.088779956,-0.307101021
E01001185,0.414,0.47,0.707,0.577,0.09,0.104,0.060113729,0.094783248,183500,345000,0.07837181,0.061041293,-0.376728534
E01001186,0.569,0.554,0.696,0.606,0.107,0.12,0.10703125,0.116363636,210000,362000,0.063175868,0.088076693,0.109916935
E01001188,0.588,0.596,0.723,0.604,0.078,0.075,0.102603369,0.129581152,180000,393000,0.070070614,0.086622245,0.163349864
E01001193,0.623,0.682,0.768,0.679,0.047,0.073,0.093877551,0.134307585,209500,353500,0.051211454,0.092190252,-0.467420432
E01001004,0.718,0.742,0.707,0.607,0.049,0.079,0.106122449,0.113095238,180000,300750,0.050255933,0.071395881,-0.236994371
E01001115,0.706,0.783,0.765,0.661,0.11,0.112,0.137372014,0.140556369,159000,300000,0.123831776,0.111292962,0.173810409
E01001117,0.731,0.445219575,0.683,0.537669242,0.074,0.125633398,0.08169464,0.102151742,172500,302500,0.085342529,0.079747003,0.190094299
E01001178,0.703,0.735,0.736,0.672,0.056,0.047,0.160583942,0.215169002,140000,500000,0.241806264,0.308121513,0.519029258
E01001181,0.718,0.78,0.756,0.652,0.069,0.066,0.105426357,0.148852459,122500,305000,0.122959739,0.142339075,0.113079585
E01001006,0.628,0.709,0.743,0.631,0.04,0.063,0.083253589,0.102985075,170000,282000,0.136015326,0.124441964,-0.451253288
E01001007,0.76,0.803,0.774,0.669,0.081,0.108,0.126074499,0.116174583,210000,407500,0.050377834,0.046931408,0.109378563
E01001177,0.737,0.811,0.752,0.651,0.073,0.083,0.098056537,0.131259484,205000,332750,0.153940887,0.118153846,-0.235907925
E01001179,0.739,0.783,0.705,0.654,0.111,0.119,0.073762838,0.123524784,196938,410000,0.056677524,0.06223565,-0.08458914
E01001180,0.738,0.804,0.739,0.64,0.072,0.081,0.110373444,0.108521971,180000,315000,0.077892325,0.067873303,0.09774408
E01000980,0.461,0.587,0.673,0.583,0.079,0.099,0.063157895,0.102476516,207500,375000,0.056028369,0.05442623,-0.50806244
E01000981,0.404,0.439,0.69,0.592,0.085,0.1,0.061499579,0.067251462,215000,422500,0.063713592,0.059023837,0.010329066
E01000982,0.397,0.482,0.674,0.569,0.076,0.089,0.077493817,0.074500768,204000,387000,0.048357099,0.053582179,0.006092722
E01000983,0.366,0.448,0.683,0.562,0.099,0.124,0.04576659,0.054268696,231250,435000,0.052478134,0.069856986,-0.288227157
E01001187,0.506,0.584,0.721,0.632,0.074,0.097,0.08041958,0.074401009,189975,387500,0.051583248,0.056795132,0.079137787
E01000989,0.301,0.393,0.741,0.651,0.129,0.167,0.028340081,0.069915254,275000,465000,0.031578947,0.030214991,-0.785939263
E01000991,0.261,0.404,0.719,0.63,0.228,0.269,0.03630363,0.072144289,300000,515000,0.040704739,0.034052213,-0.726962212
E01001131,0.207,0.273,0.765,0.67,0.175,0.165,0.034605146,0.05965203,225000,363510,0.028115016,0.040920716,-0.361791487
E01001132,0.227,0.388,0.713,0.645,0.262,0.261,0.03870387,0.072700297,280000,566000,0.047292666,0.059459459,-0.478867353
E01001134,0.266,0.385,0.675,0.612,0.144,0.201,0.038897893,0.062546538,248500,420000,0.035098522,0.029574861,-0.665377623
E01001005,0.777,0.789,0.702,0.666,0.064,0.082,0.116040956,0.119225037,193500,360000,0.116883117,0.083576856,0.147018141
E01001008,0.636,0.703,0.797,0.716,0.086,0.106,0.107843137,0.158146965,172500,345000,0.090909091,0.100237248,-0.215196358
E01001009,0.793,0.754,0.684,0.614,0.07,0.074,0.120458891,0.131029987,202500,333500,0.049515608,0.071924603,0.195790246
E01001010,0.52,0.636,0.829,0.695,0.087,0.101,0.113461538,0.145755071,185000,388500,0.361366623,0.155102041,-0.2115603
E01001011,0.751,0.769,0.708,0.69,0.06,0.059,0.118523776,0.140149339,187500,350000,0.17259692,0.144604631,0.277437173
E01001012,0.742,0.723,0.698,0.657,0.066,0.074,0.14375,0.134686347,245000,267500,0.106481481,0.1484375,0.007173083
E01001013,0.662,0.728,0.778,0.689,0.099,0.094,0.140484429,0.189106487,162000,280000,0.263779528,0.333180778,-0.002326696
E01001048,0.632,0.445219575,0.552,0.537669242,0.058,0.125633398,0.08169464,0.102151742,172500,261000,0.085342529,0.079747003,-0.006649954
E01001110,0.642,0.637,0.643,0.624,0.047,0.063,0.106367041,0.115692308,200000,302750,0.099499722,0.102906146,-0.017782776
E01001118,0.656,0.715,0.755,0.68,0.102,0.1,0.121861152,0.142771084,166500,325000,0.114044351,0.182875756,0.168422955
E01000985,0.295,0.434,0.694,0.593,0.161,0.215,0.04516129,0.078772803,287500,550000,0.050379572,0.058783784,-0.69117627
E01000986,0.369,0.46,0.591,0.498,0.143,0.195,0.045958796,0.069910898,272500,550000,0.076174112,0.06622148,-0.48930328
E01000987,0.308,0.368,0.701,0.563,0.157,0.188,0.032169118,0.052028219,280000,520000,0.053846154,0.046792453,-0.493212741
E01000993,0.33,0.444,0.711,0.614,0.127,0.141,0.045226131,0.052795031,250000,469000,0.073800738,0.060938452,-0.190440912
E01000975,0.449,0.499,0.523,0.471,0.078,0.079,0.071484071,0.058792924,232500,425000,0.069093152,0.067183463,0.445540968
E01000976,0.484,0.478,0.636,0.581,0.091,0.09,0.071625344,0.090481786,202000,362500,0.079491256,0.109048724,0.163357246
E01000977,0.46,0.495,0.628,0.599,0.139,0.148,0.092592593,0.140818859,170000,287000,0.065068493,0.080288214,-0.114736623
E01000978,0.425,0.53,0.544,0.518,0.094,0.123,0.0625,0.086745316,177500,257000,0.048970506,0.067435159,-0.454240094
E01000979,0.425,0.493,0.513,0.469,0.097,0.104,0.037091988,0.067808219,237475,450000,0.075942029,0.075231481,-0.279764422
E01000984,0.484,0.58,0.658,0.607,0.13,0.127,0.076226415,0.125251172,209000,322500,0.055100927,0.055995774,-0.265388542
E01001044,0.442,0.589,0.442,0.415,0.183,0.176,0.059626437,0.091401082,266000,384000,0.039521581,0.042069632,-0.315211107
E01001046,0.595,0.646,0.385,0.376,0.142,0.112,0.058778626,0.077913279,193500,340000,0.028927964,0.031282586,0.350266843
E01001049,0.508,0.622,0.458,0.401,0.205,0.237,0.064272212,0.080066722,380000,1117500,0.06906272,0.051532033,0.002242923
E01001050,0.493,0.574,0.551,0.546,0.233,0.198,0.07747106,0.101147776,213000,316000,0.044430919,0.0327677,0.118364107
E01001014,0.591,0.445219575,0.655,0.537669242,0.056,0.125633398,0.08169464,0.102151742,167995,325000,0.085342529,0.079747003,-0.162214421
E01001042,0.443,0.528,0.656,0.576,0.045,0.049,0.093860268,0.092485549,204000,332500,0.272727273,0.191115224,0.019823925
E01001165,0.437,0.534,0.673,0.583,0.086,0.076,0.054927302,0.083897158,225500,430000,0.07525587,0.059797117,-0.074163521
E01001166,0.437,0.535,0.71,0.659,0.089,0.117,0.076054217,0.132275132,173000,327000,0.099618944,0.078907436,-0.453965902
E01001168,0.415,0.45,0.662,0.594,0.108,0.109,0.047799697,0.060893099,176000,343750,0.059530624,0.084792123,0.071547034
E01001127,0.235,0.368,0.703,0.631,0.158,0.229,0.033057851,0.068483063,330000,541500,0.033561218,0.049330085,-0.91226387
E01001128,0.454,0.547,0.799,0.709,0.084,0.101,0.111111111,0.142136249,233800,420000,0.027812114,0.06625,-0.24021858
E01001130,0.614,0.705,0.803,0.689,0.045,0.051,0.157644824,0.145780051,123000,500000,0.044134078,0.053824363,0.423205923
E01001135,0.278,0.368,0.7,0.633,0.195,0.236,0.033856317,0.070866142,317000,555000,0.056029233,0.055720213,-0.617560131
E01001062,0.301,0.382,0.633,0.617,0.224,0.308,0.031141869,0.120743034,380400,608750,0.105799873,0.08707124,-0.877669598
E01001063,0.263,0.357,0.637,0.582,0.159,0.208,0.029134533,0.054097056,242500,552500,0.056493506,0.058937824,-0.493737579
E01001064,0.288,0.418,0.651,0.536,0.22,0.249,0.028985507,0.065585851,310000,521250,0.152911068,0.096319018,-0.794799542
E01001129,0.203,0.325,0.678,0.626,0.156,0.237,0.018315018,0.057335582,340000,564000,0.024121296,0.030604982,-1.083625273
E01001133,0.244,0.292,0.748,0.655,0.308,0.326,0.052231719,0.080171797,265000,430000,0.033700583,0.031191516,-0.326364666
E01001035,0.381,0.485,0.548,0.497,0.107,0.122,0.068620443,0.092519685,185500,320000,0.047752809,0.053734551,-0.278002213
E01001043,0.498,0.445219575,0.607,0.537669242,0.037,0.125633398,0.08169464,0.102151742,185000,310000,0.085342529,0.079747003,-0.512926072
E01001045,0.415,0.445219575,0.589,0.537669242,0.113,0.125633398,0.08169464,0.102151742,203000,284000,0.085342529,0.079747003,-0.17895296
E01001047,0.348,0.451,0.593,0.525,0.101,0.091,0.047337278,0.078667612,224750,325000,0.088270142,0.092928112,-0.337815703
E01001170,0.411,0.506,0.651,0.55,0.138,0.148,0.069518717,0.105981795,161000,279500,0.075728155,0.092315627,-0.359029981
E01001167,0.486,0.579,0.705,0.625,0.095,0.098,0.076297686,0.07654185,230000,448250,0.072793449,0.117975118,0.164469525
E01001169,0.451,0.588,0.794,0.659,0.11,0.103,0.083187391,0.118731563,225000,417000,0.06227758,0.064053009,-0.208822048
E01001171,0.475,0.565,0.681,0.615,0.182,0.184,0.070284698,0.150568182,232000,365000,0.072259645,0.062391681,-0.446298631
E01001172,0.439,0.589,0.824,0.684,0.083,0.082,0.124373957,0.138632163,212750,402500,0.140401146,0.128494139,-0.078572793
E01001173,0.455,0.547,0.641,0.555,0.108,0.105,0.064655172,0.090403338,188000,311500,0.058549826,0.060551124,-0.182919278
E01001036,0.316,0.412,0.495,0.432,0.201,0.215,0.076301616,0.101533966,277500,441000,0.092459016,0.049031477,-0.321722446
E01001037,0.356,0.433,0.618,0.566,0.07,0.086,0.064859632,0.082987552,208000,365000,0.167852063,0.097833224,-0.244052849
E01001038,0.346,0.399,0.566,0.493,0.073,0.079,0.048387097,0.057803468,170000,347500,0.066593286,0.056931998,-0.008966329
E01001039,0.235,0.332,0.516,0.435,0.161,0.173,0.035747021,0.053658537,435000,650000,0.032586558,0.03170577,-0.550776019
E01001040,0.286,0.404,0.615,0.545,0.078,0.084,0.053613054,0.066715543,220000,365500,0.076610563,0.06744868,-0.290256681
E01001051,0.361,0.517,0.884,0.754,0.141,0.134,0.104417671,0.150696864,163000,285000,0.090032154,0.061068702,-0.300946861
E01001052,0.381,0.545,0.874,0.748,0.087,0.108,0.11328976,0.154761905,158000,307500,0.063492063,0.061182869,-0.445606068
E01001054,0.319,0.497,0.867,0.76,0.133,0.103,0.111870196,0.127379209,163000,312000,0.062973761,0.066345639,0.148133207
E01001056,0.391,0.511,0.874,0.766,0.057,0.049,0.14739229,0.137704918,162000,345000,0.059044552,0.054384018,0.388223037
E01001057,0.459,0.555,0.859,0.702,0.037,0.06,0.156725146,0.133898305,268000,500000,0.069550931,0.074776786,-0.14547409
E01001033,0.351,0.428,0.613,0.53,0.124,0.122,0.055932203,0.071058475,239500,395000,0.086580087,0.090412621,-0.13931675
E01001034,0.283,0.342,0.604,0.5,0.09,0.125,0.036317568,0.054447853,195000,348500,0.060288336,0.053515868,-0.553039902
E01001041,0.365,0.505,0.653,0.562,0.071,0.074,0.061512884,0.086219602,210000,320000,0.093423479,0.085746735,-0.422495662
E01001095,0.339,0.477,0.658,0.572,0.077,0.101,0.044064748,0.086132644,220000,425000,0.135869565,0.066319896,-0.683336921
E01001100,0.238,0.383,0.585,0.499,0.144,0.155,0.020128088,0.050806452,330000,475000,0.035230352,0.023011177,-0.920467464
E01001053,0.228,0.408,0.867,0.777,0.116,0.135,0.090019569,0.123476848,163000,376250,0.048974189,0.059343434,-0.401929853
E01001055,0.245,0.389,0.895,0.786,0.151,0.15,0.100182149,0.153656532,105000,365000,0.052598622,0.055163566,-0.137873789
E01001077,0.165,0.298,0.821,0.73,0.136,0.181,0.044573643,0.071362373,215000,367250,0.030758226,0.035502959,-0.780407424
E01001078,0.25,0.359,0.855,0.745,0.105,0.125,0.081780538,0.111615245,182500,340000,0.100355872,0.099030471,-0.41533645
E01001082,0.225,0.359,0.867,0.726,0.103,0.115,0.097096189,0.099833611,189000,370000,0.060159607,0.065584416,-0.210052409
E01001120,0.222,0.318,0.701,0.673,0.158,0.189,0.023630505,0.07706422,248975,470000,0.036363636,0.042971595,-0.730612822
E01001122,0.303,0.43,0.593,0.516,0.135,0.228,0.030705394,0.053781513,388000,542500,0.051746442,0.043269231,-0.99674733
E01001123,0.204,0.343,0.692,0.605,0.245,0.212,0.025280899,0.049925484,345000,527500,0.021150033,0.016615385,-0.541044894
E01001124,0.154,0.235,0.607,0.561,0.247,0.308,0.027610009,0.051282051,425000,708000,0.018506701,0.017983301,-0.686616552
E01001125,0.268,0.409,0.708,0.626,0.162,0.212,0.061403509,0.073540561,300750,480500,0.078692494,0.062006079,-0.502532144
E01001058,0.188,0.293,0.696,0.647,0.149,0.177,0.036131775,0.049579046,213250,352500,0.04887218,0.020044543,-0.468481483
E01001059,0.174,0.286,0.724,0.653,0.126,0.157,0.034069982,0.053097345,160000,291000,0.040656205,0.043358568,-0.605966423
E01001060,0.197,0.311,0.747,0.657,0.126,0.158,0.044270833,0.065757819,185000,319999,0.065656566,0.036809816,-0.61096364
E01001061,0.24,0.39,0.78,0.685,0.117,0.134,0.055160142,0.083459788,153000,242500,0.068137573,0.051359517,-0.620176226
E01001065,0.156,0.268,0.718,0.631,0.2,0.215,0.037037037,0.058098592,169000,375000,0.098802395,0.11961367,-0.438734972
E01001066,0.399,0.539,0.814,0.72,0.109,0.111,0.110989011,0.129147982,197500,500000,0.042397661,0.057528409,0.056080245
E01001119,0.101,0.188,0.745,0.682,0.153,0.251,0.01938326,0.068376068,244000,425000,0.016260163,0.013167013,-1.236217042
E01001126,0.15,0.263,0.752,0.712,0.194,0.251,0.025447691,0.055178268,242500,380000,0.025641026,0.019607843,-0.889896639
E01001032,0.185,0.323,0.574,0.484,0.253,0.235,0.019628099,0.075181892,425000,629975,0.032258065,0.043814433,-0.950154372
E01001101,0.167,0.225,0.621,0.541,0.165,0.202,0.026086957,0.047161572,377500,630000,0.025227751,0.017593244,-0.634886654
E01001102,0.202,0.244,0.623,0.545,0.268,0.3,0.027108434,0.068292683,322500,608250,0.054146676,0.036421725,-0.555181775
E01001107,0.267,0.376,0.537,0.455,0.189,0.249,0.028029678,0.072901325,415000,390000,0.034632035,0.029726516,-1.390691904
E01001108,0.196,0.285,0.542,0.502,0.197,0.233,0.025101215,0.042105263,357500,687500,0.026806527,0.023178808,-0.470314568
E01001076,0.268,0.388,0.87,0.764,0.112,0.101,0.095764273,0.123038811,198250,371000,0.179599499,0.185782557,-0.09515176
E01001079,0.221,0.374,0.87,0.747,0.132,0.134,0.088050314,0.122820919,185000,340000,0.052163604,0.083987915,-0.415892584
E01001080,0.29,0.377,0.9,0.772,0.161,0.163,0.132768362,0.179843614,172735,500000,0.08283671,0.087128713,-0.016068876
E01001081,0.231,0.322,0.917,0.747,0.141,0.128,0.10031348,0.114003591,169000,350000,0.056577086,0.088650101,-0.011565224
E01001073,0.258,0.407,0.603,0.516,0.127,0.162,0.050495942,0.076263925,248000,493000,0.041436464,0.058099795,-0.591669045
E01001092,0.338,0.444,0.595,0.486,0.224,0.223,0.102375102,0.127317676,364000,440000,0.068169014,0.045525903,-0.481715173
E01001093,0.425,0.475,0.634,0.576,0.123,0.157,0.060827251,0.079861111,212500,550000,0.061282932,0.034883721,-0.047218784
E01001096,0.289,0.389,0.558,0.433,0.16,0.213,0.034061135,0.056431535,402500,620000,0.034527687,0.031972789,-0.840189496
E01001097,0.329,0.449,0.61,0.551,0.148,0.152,0.061480552,0.108507387,196000,322250,0.203668862,0.198015709,-0.442275379
E01001098,0.232,0.294,0.538,0.44,0.174,0.193,0.04233302,0.055369128,417000,485000,0.041780822,0.041299932,-0.627291044
E01001028,0.383,0.497,0.581,0.477,0.201,0.254,0.047138047,0.076867295,575000,775000,0.02955665,0.040840841,-0.784763197
E01001029,0.312,0.454,0.593,0.503,0.182,0.203,0.081994928,0.116033755,430000,490000,0.063602015,0.057603687,-0.766053869
E01001030,0.347,0.472,0.564,0.478,0.139,0.177,0.045098039,0.059372349,427500,538750,0.032508834,0.032324622,-0.69335974
E01001031,0.238,0.342,0.582,0.508,0.141,0.182,0.034038638,0.038301415,447500,675000,0.028649386,0.025067751,-0.449296095
E01001094,0.342,0.485,0.532,0.411,0.197,0.237,0.061295972,0.067202337,768912,556500,0.047378395,0.040483384,-1.227607634
E01001103,0.177,0.26,0.697,0.625,0.234,0.276,0.040816327,0.069836553,342250,585000,0.042985075,0.033313144,-0.587192359
E01001105,0.156,0.285,0.797,0.709,0.143,0.144,0.04438861,0.070545455,256500,465000,0.028901734,0.033161807,-0.50608742
E01001106,0.187,0.295,0.779,0.701,0.143,0.185,0.04376784,0.062091503,282500,498000,0.054508748,0.059934853,-0.56677483
E01001121,0.162,0.237,0.654,0.59,0.224,0.354,0.025242718,0.056737589,360000,748000,0.039907905,0.013688213,-0.828542421
E01001069,0.232,0.33,0.588,0.523,0.183,0.204,0.033023736,0.04359673,262500,475000,0.020289855,0.02526003,-0.319343495
E01001070,0.289,0.392,0.724,0.635,0.189,0.174,0.060996564,0.070613409,249950,450000,0.047093023,0.043840178,-0.00834021
E01001075,0.182,0.302,0.661,0.527,0.135,0.143,0.045202952,0.062063615,239000,370000,0.043114543,0.041539401,-0.62517788
E01001099,0.279,0.347,0.637,0.587,0.092,0.115,0.073800738,0.081481481,248000,412500,0.039864865,0.040514469,-0.176620085
E01001015,0.203,0.341,0.716,0.612,0.112,0.161,0.051158301,0.086462882,355000,580000,0.040277778,0.080514208,-0.899364173
E01001016,0.213,0.349,0.658,0.582,0.181,0.2,0.045639772,0.073863636,239000,485000,0.048453006,0.06766055,-0.490160216
E01001023,0.313,0.452,0.738,0.552,0.165,0.108,0.058516196,0.075575576,190000,385000,0.12851711,0.077862595,0.164066549
E01001067,0.274,0.367,0.544,0.504,0.165,0.198,0.032367973,0.052356021,380000,715000,0.03121175,0.025119617,-0.412677993
E01001074,0.307,0.415,0.664,0.554,0.1,0.143,0.058743169,0.080287206,242500,420000,0.036960986,0.057259714,-0.605214283
E01001068,0.22,0.295,0.638,0.56,0.132,0.166,0.04350979,0.047260274,360000,453900,0.039772727,0.045108696,-0.470826592
E01001071,0.163,0.258,0.704,0.618,0.105,0.141,0.034934498,0.052735662,267500,455000,0.044303797,0.031612223,-0.688161452
E01001072,0.153,0.237,0.594,0.532,0.237,0.31,0.025120773,0.049960349,535000,790000,0.026227303,0.040264026,-0.880856593
E01001104,0.205,0.303,0.62,0.532,0.142,0.185,0.025326797,0.055474453,297500,582000,0.03048416,0.028486647,-0.775897847
E01001017,0.118,0.188,0.598,0.525,0.182,0.213,0.041390728,0.044029851,395000,612500,0.026477833,0.028846154,-0.361765297
E01001024,0.2,0.281,0.653,0.561,0.125,0.181,0.032015066,0.057957682,220000,472000,0.031490553,0.040540541,-0.675356127
E01001025,0.157,0.244,0.722,0.61,0.169,0.189,0.032978723,0.046728972,267500,485000,0.026194145,0.020363636,-0.491785751
E01001026,0.121,0.236,0.759,0.662,0.134,0.146,0.027309237,0.073787772,249000,450000,0.022504328,0.030867483,-0.899233747
E01001027,0.206,0.411,0.676,0.467,0.122,0.098,0.044736842,0.046846011,482500,592995,0.041587902,0.022688209,-0.560112639
E01001018,0.08,0.142,0.708,0.652,0.195,0.221,0.022461815,0.045795796,303500,515000,0.03403982,0.034125533,-0.738999073
E01001019,0.138,0.205,0.654,0.569,0.214,0.273,0.030330882,0.06255144,355250,620000,0.031125828,0.034759358,-0.780420214
E01001020,0.164,0.189,0.721,0.67,0.193,0.211,0.030198447,0.06088993,250000,485000,0.05237215,0.049230769,-0.313215093
E01001021,0.194,0.328,0.819,0.727,0.225,0.187,0.075757576,0.100671141,212500,445500,0.0503003,0.052941176,-0.056342376
E01001022,0.127,0.173,0.737,0.657,0.274,0.283,0.041958042,0.040572792,270000,480000,0.028413028,0.036048064,0.052178653
E01000990,0.437,0.537,0.815,0.712,0.112,0.139,0.123,0.145706852,198250,323000,0.07267645,0.093039773,-0.29474364
E01001189,0.522,0.552,0.714,0.573,0.09,0.125,0.059158134,0.053830228,185000,429000,0.052674897,0.049627792,0.087319553
E01001190,0.586,0.591,0.714,0.545,0.078,0.097,0.071823204,0.082180635,198000,405000,0.072910119,0.053896104,-0.12934965
E01001194,0.482,0.46,0.68,0.54,0.076,0.097,0.056091148,0.06466877,204500,442000,0.063251107,0.04996877,-0.02323702
