Area,ethnic_2011,ethnic_2021,education_2011,education_2021,elderly_2011,elderly_2021,unemployed_2011,unemployed_2021,median_house_price_2011,median_house_price_2021,crime_2011,crime_2021,gentrification_score
E01004647,0.338,0.405,0.507,0.415,0.193,0.163,0.091581869,0.120138289,655000,3000000,0.066037736,0.073187896,0.340900656
E01004649,0.446,0.528,0.505,0.302,0.165,0.158,0.082532051,0.104148279,1385000,1280000,0.062033314,0.064449064,-1.072768336
E01004724,0.365,0.331,0.468,0.387,0.13,0.128,0.087179487,0.090963855,420000,610000,0.094264622,0.069430052,0.178914129
E01004730,0.395,0.457,0.463,0.307,0.195,0.197,0.095354523,0.12265625,752500,1645000,0.048677885,0.070020394,-0.333997138
E01004646,0.325,0.41,0.464,0.443,0.123,0.123,0.088709677,0.117773019,1050000,4000000,0.054545455,0.055424528,0.23600467
E01004648,0.316,0.346,0.432,0.31,0.124,0.102,0.075,0.09015112,499950,771000,0.058749475,0.055746141,-0.081074478
E01004650,0.293,0.366,0.38,0.274,0.123,0.144,0.068359375,0.074705111,950000,1305000,0.043151029,0.045010846,-0.545061353
E01004710,0.537,0.498,0.686,0.568,0.123,0.093,0.170344219,0.164047769,315000,730000,0.103699212,0.078265204,0.800022379
E01004711,0.444,0.511,0.634,0.558,0.103,0.088,0.13255814,0.180904523,352500,462000,0.04756447,0.040444894,-0.127096706
E01004651,0.416,0.428,0.36,0.275,0.132,0.146,0.065217391,0.073529412,473000,605000,0.022365805,0.032311978,-0.327880363
E01004725,0.56,0.596,0.601,0.387,0.189,0.111,0.148717949,0.148114901,435000,778750,0.068280571,0.109314858,0.534812446
E01004726,0.425,0.424,0.416,0.328,0.142,0.146,0.089781022,0.096460791,625000,900000,0.065446478,0.067330211,-0.05702444
E01004728,0.402,0.442,0.507,0.394,0.193,0.189,0.098827471,0.105303613,482500,737500,0.035279025,0.051351351,-0.071872748
E01004729,0.443,0.487,0.564,0.505,0.204,0.213,0.10851419,0.192513369,381500,622500,0.024420024,0.03384207,-0.298614753
E01004718,0.523,0.612,0.657,0.575,0.098,0.111,0.135548173,0.156838143,429250,580000,0.062213157,0.080769231,-0.280981707
E01004719,0.402,0.46,0.674,0.564,0.09,0.123,0.127246585,0.16166884,470000,760000,0.071953782,0.062979189,-0.420754453
E01004720,0.435,0.502,0.705,0.586,0.132,0.109,0.147862649,0.147487844,498500,860500,0.070676692,0.083879423,0.297698271
E01004721,0.517,0.596,0.758,0.639,0.132,0.146,0.180360721,0.198396794,277500,557500,0.102461075,0.12836767,-0.003336167
E01004722,0.717,0.76,0.765,0.645,0.067,0.079,0.22102883,0.218677762,352500,512500,0.068798057,0.064243759,-0.071577784
E01004674,0.568,0.605,0.716,0.568,0.127,0.121,0.187623436,0.170199501,320000,550000,0.087744397,0.103991597,0.248421787
E01004675,0.507,0.556,0.604,0.539,0.101,0.112,0.156818182,0.170608958,330000,485000,0.097155361,0.106471816,-0.068182508
E01004677,0.405,0.464,0.559,0.454,0.081,0.093,0.099867725,0.109289617,408750,595500,0.058402204,0.058064516,-0.260073266
E01004678,0.472,0.561,0.578,0.522,0.073,0.094,0.127107652,0.154398564,337500,602500,0.059589384,0.067805123,-0.226251452
E01004679,0.524,0.567,0.629,0.53,0.07,0.089,0.142056075,0.163507109,307500,492500,0.118556701,0.149542218,-0.231672105
E01004723,0.512,0.556,0.622,0.508,0.065,0.106,0.135458167,0.132517296,305000,647500,0.074293528,0.077648115,-0.139188708
E01004676,0.439,0.445,0.525,0.421,0.055,0.078,0.09636768,0.081521739,405000,724750,0.070455891,0.102068045,0.067911001
E01004706,0.25,0.273,0.277,0.219,0.078,0.094,0.038694992,0.0484375,645000,850000,0.060738885,0.057862491,-0.479261203
E01004707,0.269,0.292,0.325,0.217,0.075,0.08,0.060446009,0.030788967,707500,1070000,0.044147844,0.043016463,0.663058084
E01004708,0.354,0.39,0.483,0.35,0.084,0.104,0.087248322,0.111028316,440000,611500,0.084745763,0.05924018,-0.598337036
E01004756,0.394,0.436,0.492,0.39,0.045,0.072,0.110322228,0.103108415,420000,583500,0.065482797,0.088829071,-0.382699705
E01004701,0.319,0.323,0.354,0.249,0.114,0.13,0.06404321,0.091875475,595000,1075000,0.043370508,0.056957929,-0.413570593
E01004703,0.309,0.329,0.373,0.342,0.113,0.141,0.077142857,0.073538276,797500,1237500,0.083296991,0.09313971,0.05455684
E01004705,0.24,0.269,0.315,0.241,0.081,0.133,0.054077253,0.046755725,715000,1050000,0.055858311,0.062848051,-0.330199409
E01004709,0.413,0.469,0.509,0.479,0.093,0.112,0.107329843,0.133797909,517500,780000,0.102211596,0.088863243,-0.212959087
E01033600,0.233,0.445219575,0.354,0.537669242,0.095,0.125633398,0.08169464,0.102151742,968000,900000,0.085342529,0.079747003,-0.654709164
E01033608,0.242,0.445219575,0.382,0.537669242,0.056,0.125633398,0.08169464,0.102151742,517500,740000,0.085342529,0.079747003,-0.620766824
E01004659,0.373,0.405,0.381,0.289,0.101,0.115,0.050641026,0.059602649,531225,715000,0.080796901,0.077770974,-0.41241873
E01004660,0.412,0.415,0.387,0.301,0.123,0.146,0.069060773,0.06763285,745000,1100000,0.162674095,0.123500353,-0.10663731
E01004712,0.307,0.381,0.407,0.316,0.117,0.137,0.041553134,0.085171103,813750,1622500,0.213523132,0.210174029,-0.64184833
E01004727,0.467,0.517,0.375,0.315,0.109,0.133,0.065320665,0.091580502,625000,1300000,0.178413011,0.281653747,-0.235148828
E01004670,0.764,0.778,0.815,0.684,0.129,0.151,0.297358066,0.29896443,377500,500000,0.056217424,0.060294118,-0.115583785
E01004702,0.608,0.65,0.7,0.612,0.109,0.124,0.208333333,0.230145175,295000,1168750,0.139759969,0.091840339,0.323445333
E01033598,0.629,0.65,0.748,0.67,0.128,0.142,0.250281849,0.247404844,390000,860758,0.094551282,0.132321041,0.311222558
E01033601,0.586,0.701,0.732,0.675,0.142,0.124,0.17260274,0.194846009,490000,500000,0.078694818,0.06472332,-0.197492706
E01033602,0.588,0.67,0.786,0.653,0.099,0.129,0.239247312,0.241659886,310000,490000,0.088054187,0.070478723,-0.201257951
E01033603,0.47,0.5,0.584,0.441,0.072,0.084,0.148916968,0.138240575,404250,475000,0.098127341,0.134447096,-0.300942282
E01033604,0.593,0.615,0.696,0.593,0.06,0.09,0.159405941,0.199416342,195000,500000,0.196774194,0.255033557,-0.133436304
E01033605,0.572,0.636,0.733,0.619,0.138,0.123,0.214876033,0.241782323,295000,557500,0.088321884,0.120938628,0.19672318
E01004754,0.546,0.567,0.764,0.628,0.186,0.134,0.19868791,0.228226319,340000,500000,0.061452514,0.072053525,0.325036201
E01004755,0.576,0.646,0.592,0.492,0.054,0.078,0.182408075,0.192326372,355000,591820,0.103448276,0.070850202,-0.270718156
E01004757,0.538,0.565,0.698,0.581,0.09,0.098,0.206140351,0.177262528,497000,600000,0.101186758,0.086034178,0.003779379
E01032512,0.626,0.714,0.734,0.627,0.075,0.073,0.227376861,0.229700855,432500,500000,0.092930898,0.132075472,-0.141623425
E01032513,0.542,0.605,0.705,0.629,0.155,0.125,0.167206041,0.181726908,340000,500000,0.102886751,0.083059211,0.25513618
E01004713,0.2,0.227,0.326,0.25,0.12,0.148,0.03024453,0.040069686,825000,2100000,0.153212521,0.179801071,-0.250190787
E01004714,0.307,0.356,0.376,0.306,0.091,0.094,0.050429185,0.085406859,815000,1350000,1.069799907,0.910617876,-0.411558969
E01004716,0.256,0.302,0.364,0.294,0.163,0.189,0.042392567,0.071817193,650000,3243707,0.105189341,0.16491897,-0.138082892
E01004717,0.197,0.295,0.316,0.286,0.113,0.125,0.024886878,0.042132416,680000,1230000,0.253306878,0.223704867,-0.495261596
E01004762,0.349,0.462,0.502,0.455,0.156,0.182,0.079236553,0.119943222,973500,4000000,0.897001934,0.582013933,-0.073500413
E01004657,0.258,0.235,0.388,0.298,0.116,0.135,0.045418327,0.041742287,1025000,1232500,0.328609987,0.385052803,-0.088459694
E01004658,0.481,0.474,0.524,0.352,0.074,0.066,0.114457831,0.091039427,525000,1050000,0.661146497,0.330103359,0.404577349
E01004661,0.434,0.498,0.469,0.347,0.095,0.095,0.10215736,0.102259887,799950,1050000,0.193200216,0.190665343,-0.242958822
E01004662,0.321,0.316,0.366,0.224,0.073,0.115,0.0443769,0.055417701,727500,1180000,0.092217484,0.166414523,-0.799077382
E01004663,0.319,0.375,0.437,0.359,0.162,0.144,0.081756245,0.127071823,785000,1310000,0.120606061,0.100207326,-0.197454065
E01004715,0.384,0.458,0.508,0.417,0.117,0.129,0.078549849,0.08801956,335000,1840500,0.208871421,0.211434736,0.237577077
E01004763,0.31,0.374,0.42,0.342,0.048,0.051,0.050914483,0.069238901,434000,1098000,2.741126361,2.120630231,-0.117935758
E01004765,0.33,0.347,0.444,0.383,0.094,0.121,0.069807037,0.08256351,1000000,1275000,0.962469136,0.642320086,-0.370219478
E01033595,0.283,0.445219575,0.441,0.537669242,0.112,0.125633398,0.08169464,0.102151742,760000,1945000,0.085342529,0.079747003,0.115909849
E01033596,0.301,0.445219575,0.514,0.537669242,0.124,0.125633398,0.08169464,0.102151742,1135000,1212500,0.085342529,0.079747003,-0.429252835
E01004653,0.208,0.295,0.355,0.356,0.116,0.127,0.042436687,0.089316988,757500,1300000,0.118261826,0.062627291,-0.486288268
E01004654,0.26,0.329,0.332,0.295,0.092,0.094,0.039215686,0.055529847,675000,1150000,0.127753304,0.095757576,-0.23717414
E01004656,0.366,0.412,0.431,0.338,0.108,0.108,0.076706148,0.09690367,620000,522500,0.087802563,0.10741688,-0.781830151
E01004760,0.417,0.546,0.541,0.513,0.098,0.105,0.116535433,0.106948229,532500,670000,0.067692308,0.064705882,-0.062644007
E01033606,0.331,0.445219575,0.401,0.537669242,0.064,0.125633398,0.08169464,0.102151742,485000,732500,0.085342529,0.079747003,-0.355317552
E01033607,0.247,0.445219575,0.461,0.537669242,0.113,0.125633398,0.08169464,0.102151742,455000,795000,0.085342529,0.079747003,-0.175768596
E01004680,0.304,0.386,0.378,0.348,0.155,0.175,0.065767285,0.082216265,660000,1415000,0.096839274,0.182995951,-0.079428593
E01004683,0.322,0.421,0.403,0.37,0.14,0.125,0.070842655,0.071981424,790000,1237500,0.058717795,0.072629455,0.141452255
E01004684,0.611,0.638,0.632,0.496,0.109,0.109,0.156200942,0.139982502,620000,850000,0.119578686,0.163768116,0.069935416
E01004686,0.612,0.582,0.548,0.42,0.081,0.13,0.208569119,0.186507937,412500,707500,0.100130039,0.165596003,-0.094891971
E01033593,0.621,0.603,0.54,0.362,0.039,0.029,0.161538462,0.11827957,673000,1415356,0.116197183,0.086577571,0.773201147
E01033594,0.431,0.558,0.538,0.405,0.12,0.153,0.107142857,0.086642599,840000,940000,0.558156547,0.486129458,-0.428689781
E01004681,0.373,0.444,0.349,0.332,0.069,0.09,0.066058002,0.082338902,625000,810000,0.087223008,0.149597855,-0.413783352
E01004682,0.374,0.388,0.329,0.316,0.071,0.081,0.058441558,0.065601346,712500,710000,0.207607995,0.203560372,-0.313340491
E01004694,0.328,0.332,0.355,0.309,0.063,0.143,0.046645367,0.077941176,890000,995000,0.151515152,0.146621622,-1.016359563
E01004697,0.307,0.366,0.374,0.326,0.095,0.109,0.065625,0.079564489,649975,792500,0.057667104,0.072018005,-0.432236914
E01004700,0.301,0.309,0.342,0.281,0.065,0.084,0.0483546,0.04197901,740000,1037500,0.055963821,0.113422819,-0.030539647
E01004652,0.443,0.463,0.381,0.308,0.082,0.107,0.075709779,0.099387338,442500,590000,0.097879282,0.119705341,-0.502089558
E01004693,0.261,0.295,0.356,0.315,0.124,0.113,0.045614035,0.0742913,907500,1448900,0.081850534,0.100331675,-0.160416136
E01004695,0.374,0.484,0.385,0.327,0.078,0.1,0.049469965,0.092092092,640000,700000,0.397701149,0.340909091,-1.001749182
E01004696,0.479,0.531,0.609,0.508,0.143,0.148,0.146883006,0.17433414,395000,540000,0.051007557,0.07162726,-0.219475357
E01004698,0.352,0.403,0.389,0.334,0.059,0.106,0.044052863,0.097701149,492475,2616750,0.19563823,0.241483724,-0.471924752
E01004699,0.311,0.356,0.362,0.281,0.06,0.081,0.062593891,0.07362356,650000,1000000,0.296067167,0.251575931,-0.473731655
E01004734,0.372,0.418,0.532,0.434,0.121,0.14,0.073198847,0.10951189,532500,800000,3.75177665,2.797527958,-0.468783539
E01004735,0.265,0.42,0.534,0.416,0.125,0.102,0.052439024,0.087362637,650000,2462500,1.375068343,0.836594912,-0.090925224
E01004736,0.236,0.326,0.476,0.415,0.099,0.106,0.029578351,0.055435565,728900,1475000,2.421165152,1.82029735,-0.449706075
E01004761,0.344,0.41,0.422,0.332,0.131,0.193,0.056615018,0.098478066,1553878,1902950,0.984575835,0.995069844,-0.994966403
E01004687,0.166,0.232,0.435,0.334,0.152,0.207,0.058510638,0.061049011,1650000,3200000,0.070658683,0.069888476,-0.409782714
E01004688,0.428,0.445219575,0.709,0.537669242,0.084,0.125633398,0.08169464,0.102151742,1250000,2025000,0.085342529,0.079747003,-0.506264983
E01004689,0.259,0.445219575,0.497,0.537669242,0.103,0.125633398,0.08169464,0.102151742,2410000,4300000,0.085342529,0.079747003,-0.283506006
E01004690,0.186,0.263,0.457,0.422,0.131,0.173,0.065197429,0.101639344,2090000,3157500,0.100858369,0.133843212,-0.638946119
E01004691,0.308,0.297,0.476,0.395,0.165,0.173,0.089171975,0.080788177,1521100,2070000,0.237748344,0.284175642,0.154675104
E01004692,0.435,0.458,0.478,0.41,0.161,0.173,0.09399684,0.136363636,1735500,2132500,0.059010152,0.082542694,-0.409959526
E01004731,0.253,0.384,0.38,0.295,0.081,0.082,0.05015873,0.061201572,767500,1030000,0.553441522,0.364729459,-0.567056139
E01004732,0.354,0.453,0.703,0.619,0.145,0.159,0.150043365,0.199472759,425000,500000,0.096907216,0.228484387,-0.54009633
E01004733,0.255,0.367,0.425,0.33,0.095,0.122,0.057091346,0.05468327,715000,1000000,0.330896686,0.323724008,-0.485330579
E01004744,0.273,0.396,0.557,0.494,0.138,0.153,0.056244042,0.159090909,627500,675000,0.100222717,0.156996587,-1.112271292
E01004748,0.19,0.242,0.348,0.296,0.156,0.182,0.041420118,0.070057582,978500,1000000,0.201784489,0.186385737,-0.920679217
E01004740,0.333,0.427,0.595,0.53,0.201,0.21,0.100877193,0.154585153,384000,650000,0.090909091,0.110619469,-0.323841246
E01004743,0.441,0.508,0.524,0.449,0.073,0.126,0.092224231,0.103020914,684000,535000,0.046494993,0.071086808,-1.1028681
E01004745,0.24,0.445219575,0.428,0.537669242,0.13,0.125633398,0.08169464,0.102151742,550000,715000,0.085342529,0.079747003,-0.191704539
E01004746,0.363,0.432,0.588,0.506,0.158,0.154,0.095724907,0.137707948,305000,425000,0.038754325,0.054140127,-0.318320729
E01004747,0.287,0.436,0.431,0.383,0.109,0.14,0.08411215,0.104994903,610000,650000,0.101073345,0.090036563,-0.825852622
E01004742,0.142,0.274,0.315,0.264,0.077,0.11,0.03892944,0.053448276,540000,706250,0.04512894,0.072252114,-1.011178141
E01004749,0.256,0.35,0.39,0.324,0.078,0.105,0.05237396,0.072159672,680000,1178500,0.171791718,0.171441564,-0.580616149
E01004751,0.161,0.253,0.306,0.365,0.117,0.113,0.042711864,0.215286624,957500,791000,0.048206278,0.047455689,-1.178691998
E01004752,0.244,0.388,0.474,0.422,0.106,0.127,0.072871573,0.10504886,493125,736760,0.032401525,0.083516484,-0.63533457
E01004753,0.213,0.304,0.393,0.382,0.099,0.116,0.042990654,0.111797406,451250,780000,0.0533847,0.052243044,-0.668674568
E01004666,0.361,0.445219575,0.562,0.537669242,0.178,0.125633398,0.08169464,0.102151742,375000,2587500,0.085342529,0.079747003,0.837214864
E01004667,0.295,0.445219575,0.565,0.537669242,0.15,0.125633398,0.08169464,0.102151742,435000,2750000,0.085342529,0.079747003,0.44726881
E01004668,0.304,0.371,0.543,0.502,0.149,0.136,0.083088954,0.110738255,612000,565000,0.041522491,0.057558946,-0.49954547
E01004750,0.321,0.413,0.528,0.478,0.178,0.199,0.071578947,0.141649049,592500,1050000,0.458710407,0.295593635,-0.491850152
E01033597,0.342,0.403,0.523,0.447,0.093,0.13,0.069883527,0.131428571,897500,922500,0.042126379,0.073778664,-1.047179758
E01033599,0.507,0.609,0.667,0.569,0.053,0.068,0.13559322,0.156161806,641000,500000,0.039591315,0.048875097,-0.9740212
E01004665,0.485,0.601,0.741,0.647,0.135,0.126,0.180360721,0.204255319,325000,465000,0.039945836,0.086867305,-0.08277771
E01004669,0.419,0.503,0.677,0.538,0.146,0.118,0.11827957,0.166783462,320000,480000,0.051816557,0.06323185,-0.145560409
E01004737,0.244,0.391,0.576,0.486,0.197,0.173,0.071428571,0.106532663,1019975,780000,0.036809816,0.049233253,-1.059591022
E01004738,0.184,0.445219575,0.369,0.537669242,0.13,0.125633398,0.08169464,0.102151742,540000,1125000,0.085342529,0.079747003,0.081478488
E01004739,0.145,0.445219575,0.349,0.537669242,0.188,0.125633398,0.08169464,0.102151742,499950,500000,0.085342529,0.079747003,-0.027160468
E01004741,0.256,0.343,0.509,0.403,0.126,0.133,0.062868369,0.100802855,457500,520000,0.062548866,0.061737805,-0.825434403
E01002852,0.585,0.625,0.7,0.54,0.094,0.094,0.155625,0.120085016,265000,462500,0.224973656,0.188057041,0.362687589
E01002853,0.529,0.569,0.757,0.588,0.125,0.113,0.180406213,0.178288431,1030000,606000,0.086837294,0.060875513,-0.939310611
E01002854,0.522,0.555,0.734,0.599,0.138,0.145,0.165217391,0.14254386,320000,500000,0.14897413,0.150635209,0.185952598
E01002855,0.557,0.601,0.674,0.601,0.102,0.159,0.137443802,0.196769457,347500,600000,0.153534183,0.111390812,-0.433831062
E01002857,0.594,0.564,0.789,0.65,0.104,0.112,0.172201722,0.159620362,166250,544000,0.06921944,0.127155172,0.541130664
E01002904,0.546,0.589,0.79,0.703,0.093,0.115,0.180887372,0.211775878,268000,500000,0.047619048,0.062883436,-0.069919472
E01002905,0.43,0.425,0.704,0.605,0.099,0.13,0.142255892,0.178571429,325500,735000,0.084407216,0.073520622,-0.036557342
E01002906,0.36,0.411,0.674,0.599,0.148,0.164,0.121502798,0.15010142,527140,707500,0.13059034,0.181512605,-0.282460111
E01002907,0.479,0.493,0.791,0.72,0.115,0.125,0.187635575,0.199389624,268000,500000,0.047445255,0.069694597,0.19804117
E01002876,0.212,0.377,0.495,0.423,0.144,0.194,0.07816092,0.110655738,1200000,1412500,0.074052478,0.06381798,-1.008824905
E01002877,0.496,0.604,0.705,0.576,0.097,0.091,0.134206219,0.161123853,654500,500000,0.105724299,0.10044843,-0.812893971
E01002878,0.325,0.361,0.499,0.43,0.114,0.143,0.081756245,0.115651503,395000,697500,0.095915842,0.135581555,-0.322374554
E01002908,0.268,0.332,0.553,0.489,0.118,0.149,0.075046904,0.104310345,590000,1387500,0.085920578,0.071732955,-0.237471421
E01002909,0.262,0.331,0.489,0.461,0.099,0.123,0.065738162,0.085526316,430000,826250,0.062205467,0.062822316,-0.216111481
E01002829,0.35,0.385,0.536,0.488,0.089,0.162,0.073364177,0.109589041,550000,1355000,0.107923497,0.093040293,-0.376342973
E01002830,0.39,0.514,0.564,0.522,0.126,0.161,0.081024931,0.156373193,625000,617500,0.121813031,0.145955451,-1.033090932
E01002831,0.369,0.454,0.551,0.507,0.096,0.136,0.095684803,0.116433799,540000,935000,0.263345196,0.221967963,-0.323871668
E01002832,0.376,0.478,0.543,0.477,0.094,0.14,0.084456424,0.1108742,837500,791500,0.174041298,0.11547763,-0.976710849
E01002856,0.35,0.445,0.509,0.494,0.071,0.118,0.088488645,0.131807419,420000,575000,0.158077591,0.152816901,-0.701239401
E01002870,0.405,0.517,0.717,0.554,0.15,0.149,0.120300752,0.189855072,380000,500000,0.098124098,0.1613723,-0.630501665
E01002872,0.324,0.363,0.644,0.519,0.244,0.221,0.102362205,0.138325991,962500,500000,0.071527778,0.060294118,-1.429206381
E01002879,0.529,0.63,0.659,0.657,0.124,0.136,0.133333333,0.229601518,387500,540000,0.140614781,0.056881666,-0.388473234
E01002880,0.621,0.674,0.746,0.69,0.101,0.12,0.152364273,0.149094782,190000,500000,0.062256809,0.116383169,0.323801178
E01002881,0.4,0.507,0.711,0.624,0.1,0.118,0.149181906,0.185418542,1080000,697500,0.072039943,0.06305638,-1.246829478
E01002882,0.184,0.286,0.413,0.342,0.138,0.182,0.0593963,0.073059361,900000,1350000,0.113772455,0.103932584,-0.659683749
E01002883,0.212,0.265,0.389,0.277,0.17,0.164,0.056630824,0.058213716,740000,1075000,0.207806487,0.159973226,-0.283309901
E01002884,0.276,0.352,0.429,0.393,0.077,0.143,0.03609516,0.098658248,840000,844950,0.344483986,0.148542999,-1.39733173
E01002885,0.244,0.268,0.359,0.271,0.071,0.096,0.037064492,0.041004184,780000,1257500,0.105228758,0.070714835,-0.391050724
E01002886,0.189,0.296,0.376,0.276,0.125,0.164,0.025203252,0.064343164,967500,1750000,0.134677944,0.092366412,-1.122766806
E01002833,0.191,0.273,0.35,0.276,0.079,0.128,0.043946932,0.046270066,693750,1025000,0.25188744,0.181743421,-0.678332154
E01002871,0.163,0.219,0.376,0.281,0.123,0.14,0.051459293,0.037674038,1750000,2435000,0.150089339,0.137551582,-0.067991822
E01002873,0.216,0.333,0.426,0.405,0.128,0.158,0.06507177,0.093465674,580000,1810000,0.109857035,0.057929037,-0.217308253
E01002874,0.252,0.281,0.407,0.38,0.08,0.112,0.059030837,0.096473029,460000,1106500,0.072563925,0.079044118,-0.263805488
E01002875,0.194,0.226,0.377,0.295,0.166,0.176,0.050232558,0.059210526,843449,2175000,0.07204611,0.068725869,-0.015797755
E01002824,0.198,0.282,0.371,0.282,0.101,0.166,0.046705588,0.051691729,900000,1855000,0.040184453,0.0456,-0.586675815
E01002825,0.279,0.355,0.433,0.312,0.138,0.146,0.077388964,0.094905792,1100000,3350000,0.093360996,0.075262867,-0.169628448
E01002826,0.214,0.28,0.377,0.274,0.137,0.159,0.047505938,0.076199436,665000,1990000,0.202196382,0.31225605,-0.460720201
E01002827,0.177,0.23,0.318,0.274,0.106,0.125,0.031463748,0.042807018,1750000,2100000,0.222958057,0.151087596,-0.641338266
E01002828,0.187,0.297,0.378,0.286,0.147,0.174,0.038570085,0.0687251,1380000,2000000,0.083458647,0.095673877,-0.975998425
E01002864,0.325,0.376,0.415,0.333,0.177,0.15,0.092130518,0.109682948,2175000,2400000,0.100401606,0.076506432,-0.268163335
E01002866,0.335,0.484,0.445,0.445,0.069,0.099,0.066337332,0.158452901,525000,607500,0.072988506,0.057471264,-1.056422602
E01002867,0.431,0.457,0.434,0.358,0.074,0.129,0.091650973,0.124583611,657500,829000,0.101626016,0.106495026,-0.753005772
E01002868,0.211,0.31,0.373,0.258,0.152,0.169,0.056603774,0.071698113,1750000,2790000,0.054545455,0.048798252,-0.703449448
E01002869,0.305,0.417,0.376,0.373,0.102,0.115,0.075595727,0.097897027,462000,995000,0.094540613,0.076118536,-0.08179676
E01002887,0.272,0.35,0.322,0.278,0.093,0.107,0.044554455,0.063783784,885000,1250000,0.100642398,0.090218424,-0.521448403
E01002889,0.267,0.273,0.453,0.402,0.125,0.088,0.044401544,0.195156695,1225000,1399998,0.300155521,0.302681992,-0.375872995
E01002890,0.208,0.255,0.384,0.284,0.138,0.183,0.050900548,0.06884058,2017500,3775000,0.048739496,0.054308472,-0.577367691
E01002891,0.289,0.338,0.399,0.34,0.084,0.131,0.06996587,0.093869732,1127500,1375000,0.05179558,0.080068143,-0.751927752
E01002892,0.319,0.353,0.399,0.29,0.057,0.115,0.033282905,0.068493151,999999,1250000,0.065897858,0.083528493,-1.290595967
E01002813,0.207,0.223,0.333,0.256,0.124,0.166,0.040697674,0.055599682,1400000,2525000,0.059591373,0.045454545,-0.448020878
E01002815,0.356,0.449,0.421,0.334,0.107,0.153,0.068103448,0.121557455,615000,700000,0.040616246,0.078969957,-1.08657374
E01002816,0.242,0.335,0.363,0.28,0.142,0.124,0.054054054,0.086711712,1450000,1940000,0.094852941,0.103082852,-0.552925278
E01002817,0.242,0.296,0.359,0.303,0.156,0.191,0.06090535,0.088772846,1322500,1150000,0.13212273,0.101997147,-1.014416135
E01002865,0.281,0.283,0.423,0.307,0.102,0.119,0.100990099,0.080991736,1775000,4947500,0.136034732,0.187543253,0.360377072
E01002818,0.288,0.338,0.435,0.384,0.123,0.118,0.070623145,0.081499593,1263500,2048000,0.303562469,0.537473233,0.011234022
E01002819,0.212,0.295,0.403,0.26,0.125,0.123,0.050420168,0.091586794,1100000,2350000,0.535264484,0.452983725,-0.732662994
E01002859,0.174,0.235,0.381,0.347,0.113,0.146,0.046546547,0.071752952,1400000,2142500,0.189039409,0.246973366,-0.588321147
E01002860,0.139,0.188,0.366,0.31,0.134,0.152,0.045045045,0.056308655,2000000,2100000,0.097674419,0.101876676,-0.712118831
E01002863,0.197,0.246,0.431,0.349,0.158,0.178,0.062714777,0.098343685,1522500,1650000,0.064315353,0.081154193,-0.83152058
E01002812,0.357,0.383,0.434,0.32,0.098,0.103,0.064474533,0.053272451,825000,1250000,0.035023523,0.067967699,0.077600276
E01002834,0.273,0.289,0.402,0.326,0.084,0.118,0.046491228,0.082061069,740000,1225000,0.074877537,0.082288401,-0.614165114
E01002839,0.357,0.433,0.417,0.38,0.084,0.096,0.08388521,0.110877193,780000,1000000,0.054417414,0.103337612,-0.421328407
E01002850,0.418,0.413,0.495,0.377,0.065,0.08,0.067851373,0.107890499,850000,822500,0.18784153,0.22329428,-0.892934375
E01002888,0.35,0.439,0.359,0.35,0.078,0.086,0.038567493,0.049075391,910000,1050000,0.054695063,0.087066246,-0.402255153
E01002821,0.244,0.291,0.398,0.307,0.119,0.14,0.043177893,0.073651452,1004000,1450000,0.319860627,0.299469965,-0.714096438
E01002823,0.283,0.376,0.609,0.507,0.169,0.188,0.088631985,0.113314448,1850000,1385000,0.101831502,0.091202583,-1.103150496
E01002858,0.402,0.55,0.552,0.487,0.153,0.167,0.11980198,0.151172893,435000,592000,0.114467409,0.125832717,-0.428707554
E01002861,0.178,0.276,0.41,0.38,0.172,0.146,0.065120428,0.09922179,1284400,2220000,0.1298518,0.123727486,-0.178184433
E01002862,0.343,0.405,0.564,0.462,0.156,0.195,0.082539683,0.11902439,250000,406250,0.033116883,0.076433121,-0.495781612
E01002814,0.509,0.572,0.511,0.428,0.09,0.116,0.120155039,0.165856294,689500,1530000,0.113449692,0.137472284,-0.254403927
E01002847,0.282,0.388,0.397,0.294,0.068,0.09,0.041666667,0.092874299,512500,871000,0.063243582,0.116901408,-1.007749532
E01002848,0.354,0.361,0.453,0.37,0.075,0.108,0.067507418,0.085714286,530000,823500,0.063218391,0.081810961,-0.405278328
E01002851,0.448,0.495,0.573,0.493,0.146,0.191,0.113978495,0.136731392,505000,705000,0.131787675,0.158955224,-0.375541254
E01002820,0.249,0.445219575,0.347,0.537669242,0.094,0.125633398,0.08169464,0.102151742,955000,1625000,0.085342529,0.079747003,-0.125849103
E01002822,0.16,0.445219575,0.351,0.537669242,0.152,0.125633398,0.08169464,0.102151742,1800500,2052000,0.085342529,0.079747003,-0.161273642
E01002835,0.246,0.333,0.326,0.258,0.102,0.098,0.038065028,0.055740433,1050000,1100000,0.259473346,0.266381766,-0.75565832
E01002836,0.223,0.234,0.364,0.255,0.085,0.116,0.037193576,0.045053004,842500,1770000,0.114531138,0.087895143,-0.392138085
E01002837,0.15,0.22,0.353,0.265,0.116,0.139,0.037545788,0.071590909,1400000,2340000,0.035320088,0.052884615,-0.889566418
E01002846,0.342,0.329,0.478,0.449,0.072,0.096,0.061471861,0.073394495,460000,725000,0.088703563,0.122727273,-0.072002942
